class,ERR1754760,ERR1754761,ERR1754762,ERR1754763,ERR1754764,ERR1754765,ERR1754766,ERR1754767,ERR1754768,ERR1754769
sk__Bacteria;p__Cyanobacteria;c__,118.0,233.0,37.0,624.0,403.0,41.0,249.0,395.0,71.0,554.0
sk__Bacteria;p__Cyanobacteria;c__,118.0,233.0,37.0,624.0,403.0,41.0,249.0,395.0,71.0,554.0
sk__Bacteria;p__Cyanobacteria;c__,118.0,233.0,37.0,624.0,403.0,41.0,249.0,395.0,71.0,554.0
sk__Bacteria;p__Cyanobacteria;c__,118.0,233.0,37.0,624.0,403.0,41.0,249.0,395.0,71.0,554.0
sk__Bacteria;p__Cyanobacteria;c__,118.0,233.0,37.0,624.0,403.0,41.0,249.0,395.0,71.0,554.0
sk__Bacteria;p__Cyanobacteria;c__,118.0,233.0,37.0,624.0,403.0,41.0,249.0,395.0,71.0,554.0
sk__Bacteria;p__Cyanobacteria;c__,118.0,233.0,37.0,624.0,403.0,41.0,249.0,395.0,71.0,554.0
sk__Bacteria;p__Cyanobacteria;c__,118.0,233.0,37.0,624.0,403.0,41.0,249.0,395.0,71.0,554.0
sk__Bacteria;p__Cyanobacteria;c__,118.0,233.0,37.0,624.0,403.0,41.0,249.0,395.0,71.0,554.0
sk__Bacteria;p__Cyanobacteria;c__,118.0,233.0,37.0,624.0,403.0,41.0,249.0,395.0,71.0,554.0
sk__Bacteria;p__Cyanobacteria;c__,118.0,233.0,37.0,624.0,403.0,41.0,249.0,395.0,71.0,554.0
sk__Bacteria;p__Cyanobacteria;c__,118.0,233.0,37.0,624.0,403.0,41.0,249.0,395.0,71.0,554.0
sk__Bacteria;p__Deinococcus-Thermus;c__Deinococci,9.0,5.0,4.0,25.0,10.0,0.0,13.0,80.0,62.0,16.0
sk__Bacteria;p__Deinococcus-Thermus;c__Deinococci,9.0,5.0,4.0,25.0,10.0,0.0,13.0,80.0,62.0,16.0
sk__Bacteria;p__Deinococcus-Thermus;c__Deinococci,9.0,5.0,4.0,25.0,10.0,0.0,13.0,80.0,62.0,16.0
sk__Bacteria;p__Deinococcus-Thermus;c__Deinococci,9.0,5.0,4.0,25.0,10.0,0.0,13.0,80.0,62.0,16.0
sk__Bacteria;p__Deinococcus-Thermus;c__Deinococci,9.0,5.0,4.0,25.0,10.0,0.0,13.0,80.0,62.0,16.0
sk__Bacteria;p__Elusimicrobia;c__Elusimicrobia,130.0,263.0,44.0,429.0,616.0,227.0,324.0,221.0,86.0,301.0
sk__Bacteria;p__Elusimicrobia;c__Elusimicrobia,130.0,263.0,44.0,429.0,616.0,227.0,324.0,221.0,86.0,301.0
sk__Bacteria;p__Fibrobacteres;c__Fibrobacteria,6.0,7.0,3.0,1.0,19.0,4.0,11.0,13.0,0.0,1.0
sk__Bacteria;p__Firmicutes;c__,8.0,3.0,0.0,2.0,0.0,0.0,3.0,1.0,6.0,1.0
sk__Bacteria;p__Firmicutes;c__,8.0,3.0,0.0,2.0,0.0,0.0,3.0,1.0,6.0,1.0
sk__Bacteria;p__Firmicutes;c__Bacilli,5349.0,28.0,422.0,62.0,42.0,36.0,48.0,228.0,186.0,89.0
sk__Bacteria;p__Firmicutes;c__Bacilli,5349.0,28.0,422.0,62.0,42.0,36.0,48.0,228.0,186.0,89.0
sk__Bacteria;p__Firmicutes;c__Bacilli,5349.0,28.0,422.0,62.0,42.0,36.0,48.0,228.0,186.0,89.0
sk__Bacteria;p__Firmicutes;c__Bacilli,5349.0,28.0,422.0,62.0,42.0,36.0,48.0,228.0,186.0,89.0
sk__Bacteria;p__Firmicutes;c__Bacilli,5349.0,28.0,422.0,62.0,42.0,36.0,48.0,228.0,186.0,89.0
sk__Bacteria;p__Firmicutes;c__Bacilli,5349.0,28.0,422.0,62.0,42.0,36.0,48.0,228.0,186.0,89.0
sk__Bacteria;p__Firmicutes;c__Bacilli,5349.0,28.0,422.0,62.0,42.0,36.0,48.0,228.0,186.0,89.0
sk__Eukaryota;p__Arthropoda;c__Insecta,538.0,9.0,8.0,16.0,18.0,3.0,21.0,51.0,22.0,18.0
sk__Bacteria;p__Firmicutes;c__Bacilli,5349.0,28.0,422.0,62.0,42.0,36.0,48.0,228.0,186.0,89.0
sk__Bacteria;p__Firmicutes;c__Bacilli,5349.0,28.0,422.0,62.0,42.0,36.0,48.0,228.0,186.0,89.0
sk__Bacteria;p__Firmicutes;c__Bacilli,5349.0,28.0,422.0,62.0,42.0,36.0,48.0,228.0,186.0,89.0
sk__Bacteria;p__Firmicutes;c__Bacilli,5349.0,28.0,422.0,62.0,42.0,36.0,48.0,228.0,186.0,89.0
sk__Bacteria;p__Firmicutes;c__Bacilli,5349.0,28.0,422.0,62.0,42.0,36.0,48.0,228.0,186.0,89.0
sk__Bacteria;p__Firmicutes;c__Bacilli,5349.0,28.0,422.0,62.0,42.0,36.0,48.0,228.0,186.0,89.0
sk__Bacteria;p__Firmicutes;c__Bacilli,5349.0,28.0,422.0,62.0,42.0,36.0,48.0,228.0,186.0,89.0
sk__Bacteria;p__Firmicutes;c__Bacilli,5349.0,28.0,422.0,62.0,42.0,36.0,48.0,228.0,186.0,89.0
sk__Bacteria;p__Firmicutes;c__Bacilli,5349.0,28.0,422.0,62.0,42.0,36.0,48.0,228.0,186.0,89.0
sk__Bacteria;p__Firmicutes;c__Bacilli,5349.0,28.0,422.0,62.0,42.0,36.0,48.0,228.0,186.0,89.0
sk__Bacteria;p__Firmicutes;c__Bacilli,5349.0,28.0,422.0,62.0,42.0,36.0,48.0,228.0,186.0,89.0
sk__Bacteria;p__Firmicutes;c__Clostridia,413.0,12.0,14.0,31.0,32.0,15.0,33.0,75.0,16.0,304.0
sk__Bacteria;p__Firmicutes;c__Clostridia,413.0,12.0,14.0,31.0,32.0,15.0,33.0,75.0,16.0,304.0
sk__Bacteria;p__Firmicutes;c__Clostridia,413.0,12.0,14.0,31.0,32.0,15.0,33.0,75.0,16.0,304.0
sk__Bacteria;p__Firmicutes;c__Clostridia,413.0,12.0,14.0,31.0,32.0,15.0,33.0,75.0,16.0,304.0
sk__Bacteria;p__Firmicutes;c__Clostridia,413.0,12.0,14.0,31.0,32.0,15.0,33.0,75.0,16.0,304.0
sk__Bacteria;p__Firmicutes;c__Clostridia,413.0,12.0,14.0,31.0,32.0,15.0,33.0,75.0,16.0,304.0
sk__Bacteria;p__Firmicutes;c__Clostridia,413.0,12.0,14.0,31.0,32.0,15.0,33.0,75.0,16.0,304.0
sk__Bacteria;p__Firmicutes;c__Clostridia,413.0,12.0,14.0,31.0,32.0,15.0,33.0,75.0,16.0,304.0
sk__Bacteria;p__Firmicutes;c__Clostridia,413.0,12.0,14.0,31.0,32.0,15.0,33.0,75.0,16.0,304.0
sk__Bacteria;p__Firmicutes;c__Clostridia,413.0,12.0,14.0,31.0,32.0,15.0,33.0,75.0,16.0,304.0
sk__Bacteria;p__Firmicutes;c__Erysipelotrichia,1.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,4.0
sk__Bacteria;p__Firmicutes;c__Tissierellia,2.0,0.0,4.0,1.0,1.0,0.0,2.0,8.0,0.0,3.0
sk__Bacteria;p__Firmicutes;c__Tissierellia,2.0,0.0,4.0,1.0,1.0,0.0,2.0,8.0,0.0,3.0
sk__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes,828.0,1475.0,360.0,2396.0,2611.0,819.0,1982.0,1756.0,502.0,1843.0
sk__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes,828.0,1475.0,360.0,2396.0,2611.0,819.0,1982.0,1756.0,502.0,1843.0
sk__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes,828.0,1475.0,360.0,2396.0,2611.0,819.0,1982.0,1756.0,502.0,1843.0
sk__Bacteria;p__Gemmatimonadetes;c__Longimicrobia,3.0,5.0,1.0,1.0,11.0,3.0,4.0,5.0,2.0,0.0
sk__Bacteria;p__Ignavibacteriae;c__Ignavibacteria,66.0,101.0,33.0,156.0,145.0,69.0,144.0,67.0,34.0,192.0
sk__Bacteria;p__Kiritimatiellaeota;c__Kiritimatiellae,29.0,46.0,5.0,144.0,54.0,28.0,85.0,45.0,20.0,74.0
sk__Bacteria;p__Nitrospirae;c__,2.0,22.0,1.0,6.0,10.0,12.0,16.0,6.0,3.0,8.0
sk__Bacteria;p__Nitrospirae;c__Nitrospira,376.0,1283.0,35.0,1733.0,2534.0,546.0,840.0,859.0,112.0,3734.0
sk__Bacteria;p__Planctomycetes;c__,690.0,1521.0,252.0,2000.0,1843.0,726.0,1611.0,766.0,387.0,2183.0
sk__Bacteria;p__Planctomycetes;c__Phycisphaerae,379.0,856.0,201.0,979.0,978.0,409.0,1015.0,534.0,251.0,1010.0
sk__Bacteria;p__Planctomycetes;c__Phycisphaerae,379.0,856.0,201.0,979.0,978.0,409.0,1015.0,534.0,251.0,1010.0
sk__Bacteria;p__Planctomycetes;c__Phycisphaerae,379.0,856.0,201.0,979.0,978.0,409.0,1015.0,534.0,251.0,1010.0
sk__Bacteria;p__Planctomycetes;c__Phycisphaerae,379.0,856.0,201.0,979.0,978.0,409.0,1015.0,534.0,251.0,1010.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia,2854.0,3758.0,712.0,4617.0,3978.0,1817.0,4684.0,2537.0,1455.0,5241.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia,2854.0,3758.0,712.0,4617.0,3978.0,1817.0,4684.0,2537.0,1455.0,5241.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia,2854.0,3758.0,712.0,4617.0,3978.0,1817.0,4684.0,2537.0,1455.0,5241.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia,2854.0,3758.0,712.0,4617.0,3978.0,1817.0,4684.0,2537.0,1455.0,5241.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia,2854.0,3758.0,712.0,4617.0,3978.0,1817.0,4684.0,2537.0,1455.0,5241.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia,2854.0,3758.0,712.0,4617.0,3978.0,1817.0,4684.0,2537.0,1455.0,5241.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia,2854.0,3758.0,712.0,4617.0,3978.0,1817.0,4684.0,2537.0,1455.0,5241.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia,2854.0,3758.0,712.0,4617.0,3978.0,1817.0,4684.0,2537.0,1455.0,5241.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia,2854.0,3758.0,712.0,4617.0,3978.0,1817.0,4684.0,2537.0,1455.0,5241.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia,2854.0,3758.0,712.0,4617.0,3978.0,1817.0,4684.0,2537.0,1455.0,5241.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia,2854.0,3758.0,712.0,4617.0,3978.0,1817.0,4684.0,2537.0,1455.0,5241.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia,2854.0,3758.0,712.0,4617.0,3978.0,1817.0,4684.0,2537.0,1455.0,5241.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia,2854.0,3758.0,712.0,4617.0,3978.0,1817.0,4684.0,2537.0,1455.0,5241.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia,2854.0,3758.0,712.0,4617.0,3978.0,1817.0,4684.0,2537.0,1455.0,5241.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia,2854.0,3758.0,712.0,4617.0,3978.0,1817.0,4684.0,2537.0,1455.0,5241.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia,2854.0,3758.0,712.0,4617.0,3978.0,1817.0,4684.0,2537.0,1455.0,5241.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia,2854.0,3758.0,712.0,4617.0,3978.0,1817.0,4684.0,2537.0,1455.0,5241.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia,2854.0,3758.0,712.0,4617.0,3978.0,1817.0,4684.0,2537.0,1455.0,5241.0
sk__Bacteria;p__Proteobacteria;c__,5796.0,331.0,1654.0,1222.0,631.0,298.0,488.0,1434.0,3043.0,809.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Eukaryota;p__Arthropoda;c__Insecta,538.0,9.0,8.0,16.0,18.0,3.0,21.0,51.0,22.0,18.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Eukaryota;p__Nematoda;c__Chromadorea,2.0,1.0,1.0,4.0,3.0,1.0,3.0,10.0,0.0,8.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,6683.0,5252.0,2597.0,15163.0,9978.0,2596.0,9559.0,14621.0,5116.0,8898.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria,15226.0,5265.0,14748.0,9076.0,7544.0,3945.0,5133.0,10982.0,27577.0,7547.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria,15226.0,5265.0,14748.0,9076.0,7544.0,3945.0,5133.0,10982.0,27577.0,7547.0
sk__Eukaryota;p__Arthropoda;c__Arachnida,1.0,0.0,0.0,35.0,2.0,0.0,0.0,0.0,1.0,29.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria,15226.0,5265.0,14748.0,9076.0,7544.0,3945.0,5133.0,10982.0,27577.0,7547.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria,15226.0,5265.0,14748.0,9076.0,7544.0,3945.0,5133.0,10982.0,27577.0,7547.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria,15226.0,5265.0,14748.0,9076.0,7544.0,3945.0,5133.0,10982.0,27577.0,7547.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria,15226.0,5265.0,14748.0,9076.0,7544.0,3945.0,5133.0,10982.0,27577.0,7547.0
