genus,ERR1754760,ERR1754761,ERR1754762,ERR1754763,ERR1754764,ERR1754765,ERR1754766,ERR1754767,ERR1754768,ERR1754769
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__;g__,2.0,0.0,0.0,2.0,4.0,0.0,3.0,1.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Colwelliaceae;g__,181.0,4.0,49.0,1.0,2.0,0.0,0.0,1.0,12.0,5.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__Arenicellaceae;g__,2.0,27.0,1.0,5.0,30.0,29.0,12.0,7.0,0.0,9.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__;g__,3.0,5.0,0.0,3.0,5.0,0.0,2.0,1.0,1.0,10.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Cellvibrionaceae;g__Cellvibrio,9.0,8.0,0.0,6.0,3.0,1.0,0.0,4.0,0.0,13.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__,22.0,21.0,0.0,54.0,25.0,6.0,22.0,15.0,3.0,48.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__Halioglobus,56.0,93.0,4.0,376.0,57.0,30.0,80.0,37.0,4.0,151.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Spongiibacteraceae;g__,11.0,85.0,1.0,55.0,76.0,33.0,37.0,15.0,1.0,54.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__;g__,2.0,17.0,3.0,10.0,18.0,4.0,11.0,11.0,2.0,16.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__,4.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Candidatus Tenderia,1.0,2.0,1.0,2.0,4.0,3.0,2.0,0.0,0.0,5.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Thioalkalispiraceae;g__,1.0,2.0,0.0,0.0,13.0,0.0,3.0,12.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Thioalkalispiraceae;g__Thioalkalispira,13.0,63.0,4.0,22.0,58.0,25.0,37.0,8.0,3.0,11.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Thioalkalispiraceae;g__Thiohalophilus,2.0,7.0,0.0,5.0,11.0,5.0,2.0,1.0,1.0,6.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Woeseiaceae;g__,29.0,83.0,4.0,134.0,219.0,70.0,74.0,40.0,7.0,106.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Woeseiaceae;g__Woeseia,2.0,8.0,1.0,15.0,3.0,1.0,16.0,1.0,2.0,12.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__;g__,63.0,4.0,2.0,9.0,2.0,1.0,1.0,3.0,7.0,5.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__,22.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae;g__,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Immundisolibacterales;f__;g__,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__;g__,7.0,7.0,3.0,6.0,13.0,1.0,18.0,15.0,1.0,10.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__,20.0,15.0,11.0,35.0,40.0,17.0,39.0,50.0,18.0,15.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__Aquicella,35.0,54.0,35.0,23.0,49.0,16.0,110.0,57.0,63.0,43.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__Candidatus Berkiella,12.0,17.0,5.0,20.0,23.0,22.0,33.0,27.0,15.0,19.0
sk__Eukaryota;p__Mollusca;c__Gastropoda;o__Littorinimorpha;f__Pomatiopsidae;g__Coxiella,25.0,24.0,12.0,25.0,46.0,21.0,48.0,85.0,15.0,24.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__Rickettsiella,3.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__,11.0,8.0,4.0,9.0,15.0,3.0,13.0,15.0,10.0,24.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella,30.0,38.0,22.0,47.0,34.0,21.0,60.0,51.0,28.0,62.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__;g__,2.0,1.0,0.0,3.0,40.0,3.0,2.0,51.0,0.0,4.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Crenotrichaceae;g__Crenothrix,4.0,0.0,0.0,5.0,33.0,0.0,0.0,49.0,0.0,1.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Crenotrichaceae;g__Crenothrix,4.0,0.0,0.0,5.0,33.0,0.0,0.0,49.0,0.0,1.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__,5.0,1.0,1.0,6.0,30.0,1.0,2.0,49.0,1.0,0.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylocaldum,1.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methyloglobulus,9.0,1.0,2.0,8.0,98.0,0.0,5.0,184.0,0.0,3.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__;g__,59.0,6.0,12.0,4.0,6.0,4.0,6.0,4.0,6.0,10.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__,45.0,28.0,7.0,89.0,16.0,9.0,3.0,3.0,10.0,13.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,2193.0,0.0,486.0,1.0,2.0,2.0,1.0,2.0,67.0,0.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Alkanindiges,96.0,0.0,17.0,6.0,1.0,0.0,0.0,57.0,31.0,1.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Cavicella,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__,74.0,2.0,3.0,3.0,5.0,0.0,3.0,8.0,12.0,11.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,6984.0,74.0,3768.0,70.0,81.0,60.0,77.0,158.0,1020.0,529.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Salinisphaerales;f__Salinisphaeraceae;g__Salinisphaera,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__;g__,2.0,0.0,0.0,3.0,3.0,1.0,1.0,2.0,0.0,2.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Fastidiosibacteraceae;g__Caedibacter,4.0,5.0,1.0,7.0,10.0,1.0,16.0,5.0,3.0,12.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__;g__,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__,18.0,11.0,7.0,23.0,14.0,5.0,13.0,65.0,7.0,21.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__,19.0,13.0,3.0,60.0,29.0,1.0,13.0,41.0,7.0,184.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter,4.0,0.0,0.0,2.0,8.0,1.0,0.0,4.0,0.0,2.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__,293.0,23.0,15.0,58.0,46.0,47.0,16.0,97.0,29.0,44.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas,221.0,106.0,15.0,335.0,63.0,118.0,169.0,169.0,72.0,316.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter,230.0,4.0,71.0,45.0,9.0,28.0,3.0,62.0,85.0,3.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Thermomonas,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
sk__Bacteria;p__Proteobacteria;c__Hydrogenophilalia;o__Hydrogenophilales;f__Hydrogenophilaceae;g__,6.0,4.0,2.0,22.0,11.0,3.0,7.0,53.0,1.0,8.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__;f__;g__,2.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,1.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Bacteriovoracales;f__;g__,3.0,0.0,1.0,0.0,2.0,1.0,2.0,5.0,0.0,2.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__,52.0,62.0,14.0,42.0,85.0,22.0,40.0,41.0,17.0,121.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__Bacteriovorax,4.0,0.0,2.0,1.0,3.0,0.0,3.0,4.0,1.0,2.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__Peredibacter,7.0,1.0,3.0,5.0,2.0,2.0,1.0,8.0,2.0,0.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Bdellovibrionales;f__;g__,6.0,11.0,0.0,13.0,7.0,4.0,17.0,14.0,1.0,19.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Bdellovibrionales;f__;g__,6.0,11.0,0.0,13.0,7.0,4.0,17.0,14.0,1.0,19.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__,11.0,31.0,5.0,22.0,25.0,12.0,17.0,17.0,1.0,34.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio,40.0,49.0,20.0,121.0,58.0,42.0,79.0,105.0,18.0,127.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Oligoflexales;f__;g__,157.0,270.0,53.0,236.0,331.0,154.0,330.0,235.0,76.0,432.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Oligoflexales;f__Oligoflexaceae;g__,27.0,22.0,3.0,45.0,26.0,13.0,47.0,45.0,7.0,39.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Oligoflexales;f__Oligoflexaceae;g__Oligoflexus,1.0,1.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,1.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Silvanigrellales;f__;g__,2.0,6.0,3.0,13.0,13.0,0.0,10.0,3.0,2.0,6.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Silvanigrellales;f__Silvanigrellaceae;g__,3.0,0.0,1.0,2.0,6.0,1.0,2.0,3.0,0.0,4.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Silvanigrellales;f__Silvanigrellaceae;g__Silvanigrella,7.0,3.0,1.0,4.0,1.0,2.0,12.0,0.0,2.0,7.0
sk__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae;g__Turneriella,1.0,31.0,1.0,48.0,18.0,7.0,18.0,17.0,4.0,64.0
sk__Bacteria;p__Verrucomicrobia;c__;o__;f__;g__,25.0,23.0,19.0,48.0,11.0,26.0,31.0,11.0,33.0,52.0
sk__Bacteria;p__Verrucomicrobia;c__;o__;f__;g__,25.0,23.0,19.0,48.0,11.0,26.0,31.0,11.0,33.0,52.0
sk__Bacteria;p__Verrucomicrobia;c__Methylacidiphilae;o__Methylacidiphilales;f__;g__,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
sk__Bacteria;p__Verrucomicrobia;c__Methylacidiphilae;o__Methylacidiphilales;f__Methylacidiphilaceae;g__,6.0,16.0,1.0,22.0,14.0,4.0,19.0,12.0,7.0,8.0
sk__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__Opitutaceae;g__Cephaloticoccus,1.0,10.0,1.0,20.0,16.0,6.0,5.0,2.0,0.0,5.0
sk__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__Opitutaceae;g__Opitutus,5.0,127.0,0.0,168.0,106.0,40.0,29.0,27.0,1.0,60.0
sk__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Puniceicoccales;f__Puniceicoccaceae;g__,2.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0
sk__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__;f__;g__,3.0,7.0,0.0,3.0,6.0,2.0,3.0,6.0,0.0,3.0
sk__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__;f__;g__Candidatus Xiphinematobacter,3.0,5.0,0.0,4.0,7.0,2.0,10.0,6.0,1.0,1.0
sk__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__;f__;g__Terrimicrobium,12.0,15.0,2.0,35.0,10.0,9.0,31.0,5.0,5.0,3.0
sk__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__;g__,43.0,60.0,6.0,184.0,90.0,15.0,70.0,51.0,11.0,105.0
sk__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__Chthoniobacteraceae;g__,119.0,106.0,13.0,150.0,146.0,43.0,149.0,89.0,33.0,237.0
sk__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Candidatus Udaeobacter,437.0,598.0,229.0,456.0,622.0,470.0,865.0,472.0,537.0,383.0
sk__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Chthoniobacter,1312.0,1297.0,274.0,2551.0,1758.0,755.0,1983.0,1222.0,628.0,2366.0
sk__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__;f__;g__,600.0,2607.0,192.0,3356.0,2450.0,1201.0,1499.0,895.0,138.0,3163.0
sk__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__;g__,49.0,34.0,7.0,81.0,51.0,13.0,62.0,56.0,16.0,158.0
sk__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobia subdivision 3;g__,1.0,2.0,0.0,7.0,7.0,0.0,1.0,3.0,0.0,7.0
sk__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobia subdivision 3;g__Pedosphaera,7.0,16.0,0.0,48.0,17.0,7.0,7.0,19.0,0.0,90.0
sk__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__,300.0,231.0,34.0,1066.0,350.0,100.0,325.0,439.0,80.0,447.0
sk__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Luteolibacter,127.0,46.0,15.0,503.0,62.0,19.0,82.0,308.0,23.0,399.0
sk__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Prosthecobacter,14.0,137.0,1.0,504.0,64.0,3.0,71.0,46.0,0.0,38.0
sk__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Roseibacillus,1.0,1.0,0.0,3.0,2.0,0.0,2.0,2.0,1.0,2.0
sk__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Roseimicrobium,54.0,104.0,8.0,150.0,36.0,17.0,139.0,24.0,18.0,103.0
sk__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Verrucomicrobium,17.0,29.0,9.0,25.0,20.0,6.0,39.0,25.0,3.0,3.0
sk__Bacteria;p__;c__;o__;f__;g__,5188.0,3107.0,2368.0,3317.0,3622.0,2190.0,3234.0,2786.0,4710.0,2566.0
sk__Bacteria;p__;c__;o__;f__;g__,5188.0,3107.0,2368.0,3317.0,3622.0,2190.0,3234.0,2786.0,4710.0,2566.0
sk__Bacteria;p__;c__;o__;f__;g__,5188.0,3107.0,2368.0,3317.0,3622.0,2190.0,3234.0,2786.0,4710.0,2566.0
sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Candidatus Nanopelagicales;f__Candidatus Nanopelagicaceae;g__Candidatus Planktophila,0.0,4.0,0.0,21.0,12.0,3.0,12.0,7.0,0.0,1.0
sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__;g__,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Frankiaceae;g__Jatrophihabitans,1.0,1.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0
sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Candidatus Planktoluna,0.0,3.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0
sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Renibacterium,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0
sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Luedemannella,1.0,1.0,0.0,3.0,6.0,6.0,1.0,17.0,1.0,0.0
sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Pseudonocardia,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
sk__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__;g__,0.0,1.0,0.0,8.0,5.0,0.0,1.0,0.0,0.0,11.0
sk__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__,0.0,1.0,0.0,21.0,5.0,0.0,0.0,0.0,0.0,12.0
sk__Bacteria;p__Bacteroidetes;c__;o__;f__;g__,202.0,14.0,150.0,80.0,30.0,14.0,16.0,37.0,174.0,23.0
sk__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__,0.0,4.0,1.0,7.0,4.0,0.0,1.0,1.0,0.0,2.0
sk__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
sk__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Marinilabiliales;f__Marinifilaceae;g__,0.0,1.0,0.0,5.0,1.0,0.0,3.0,1.0,0.0,4.0
sk__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Marinilabiliales;f__Marinilabiliaceae;g__,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
sk__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Pseudarcicella,0.0,6.0,0.0,14.0,0.0,5.0,1.0,1.0,0.0,1.0
sk__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__,0.0,2.0,0.0,9.0,1.0,0.0,1.0,1.0,0.0,1.0
sk__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Hymenobacteraceae;g__Pontibacter,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
sk__Bacteria;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Saprospiraceae;g__Aureispira,0.0,4.0,0.0,9.0,8.0,3.0,3.0,0.0,0.0,6.0
sk__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Solitalea,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Candidatus Adlerbacteria;c__;o__;f__;g__,0.0,5.0,1.0,12.0,5.0,1.0,11.0,12.0,6.0,6.0
sk__Bacteria;p__Candidatus Latescibacteria;c__;o__;f__;g__,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Candidatus Peregrinibacteria;c__Candidatus Peribacteria;o__;f__;g__,1.0,6.0,2.0,7.0,3.0,4.0,14.0,1.0,1.0,4.0
sk__Bacteria;p__Candidatus Yanofskybacteria;c__;o__;f__;g__,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0
sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0
sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Rhabdochlamydiaceae;g__Candidatus Rhabdochlamydia,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Aphanizomenonaceae;g__,0.0,7.0,2.0,8.0,1.0,0.0,0.0,18.0,0.0,0.0
sk__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Aphanizomenonaceae;g__Dolichospermum,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
sk__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Pseudanabaenaceae;g__,0.0,15.0,0.0,60.0,4.0,1.0,4.0,2.0,0.0,30.0
sk__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Pseudanabaenaceae;g__Pseudanabaena,0.0,2.0,0.0,14.0,3.0,0.0,4.0,2.0,0.0,1.0
sk__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus,0.0,2.0,0.0,3.0,2.0,1.0,3.0,2.0,1.0,0.0
sk__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacterales;f__;g__,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Pasteuriaceae;g__Pasteuria,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alloiococcus,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__;g__,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__;g__,0.0,11.0,1.0,7.0,19.0,3.0,7.0,6.0,0.0,11.0
sk__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales;f__;g__,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
sk__Bacteria;p__Lentisphaerae;c__Lentisphaeria;o__Victivallales;f__;g__,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
sk__Bacteria;p__Lentisphaerae;c__Oligosphaeria;o__;f__;g__,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Nitrospirae;c__;o__;f__;g__,2.0,22.0,1.0,6.0,10.0,12.0,16.0,6.0,3.0,8.0
sk__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Leptospirillum,0.0,24.0,2.0,5.0,8.0,5.0,20.0,0.0,2.0,3.0
sk__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__,0.0,3.0,0.0,0.0,3.0,0.0,1.0,5.0,0.0,7.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__;f__;g__,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces,18.0,21.0,9.0,7.0,19.0,16.0,41.0,24.0,20.0,11.0
