,superkingdom,phylum,class,order,family,genus,species
904,2,1224,28221,29,651809,651810,525924
905,2,1224,1236,135614,1775411,1218803,
906,2,544448,31969,,,,
907,2,544448,31969,2085,2092,,
908,2,74201,203494,48461,1648490,,
909,2157,651137,1643678,,,,
910,2,,,,,,1070621
911,2,57723,204432,204433,204434,940557,
912,2,57723,204432,204433,204434,940557,940615
913,2,201174,1760,85007,85025,,
914,2,201174,1760,85007,85025,1817,
915,2,201174,1760,2495577,622454,65502,
916,2,201174,1760,1643682,85030,1860,
917,2,201174,1760,1643682,85030,88138,
918,2,201174,1760,622452,83778,908626,
919,2,201174,1760,622452,83778,317661,
920,2,201174,1760,85006,85019,1696,
921,2,201174,1760,85006,85020,,
922,2,201174,1760,85006,1268,1742993,
923,2,201174,1760,85008,,,
924,2,201174,1760,85008,28056,1865,
925,2,201174,1760,85009,85015,2040,
926,2,201174,1760,85009,31957,,
927,2,201174,1760,85010,2070,130795,
928,2,201174,1760,85012,2012,,
929,2,201174,1497346,588673,320583,191494,1929289
930,2,201174,1497346,588673,1759334,1759365,
931,2,976,200643,171549,171552,,
932,2,976,200643,171549,171552,838,
933,2,976,1853228,1853229,563835,1648511,
934,2,976,1853228,1853229,563835,1789690,1986182
935,2,976,1853228,1853229,563835,379899,
936,2,976,1853228,1853229,563835,1004302,
937,2,976,1853228,1853229,563835,460073,670293
938,2,976,768503,768507,89373,107,1756415
939,2,976,768503,768507,1853232,89966,1411621
940,2,976,768503,768507,1853232,1379908,
941,2,976,117743,200644,49546,501783,
942,2,976,117743,200644,49546,237444,
943,2,976,117747,200666,84566,,572377
944,2,1817904,,,,,
945,2,1752728,,,,,
946,2,1817916,,,,,
947,2,200795,32061,32064,1106,,
948,2,1117,,1150,1892255,,
949,2,1117,,1890424,1890438,47251,268127
950,2,1117,,1890424,1890428,1142,
951,2,1297,188787,68933,188786,,
952,2,1239,91061,1385,,1378,
953,2,1239,91061,1385,186822,66862,
954,2,1239,91061,1385,90964,489909,
955,2,1239,91061,186826,186827,,
956,2,1239,91061,186826,186828,117563,
957,2,1239,186801,186802,31979,,
958,2,1239,186801,186802,2304686,1649284,
959,2,1239,186801,68295,543371,,
960,2,1239,909932,909929,1843490,,
961,2,1239,909932,909929,1843490,2375,
962,2,1239,909932,1843489,31977,39948,
963,2,32066,203490,203491,203492,848,
964,2,142182,219685,,,,
965,2,203682,203683,112,126,,1387505
966,2,1224,28211,,,,875300
967,2,1224,28211,356,41294,1073,
968,2,1224,28211,356,31993,,
969,2,1224,28211,356,119043,34016,34017
970,2,1224,28211,204455,31989,1097466,
971,2,1224,28211,204455,31989,188905,
972,2,1224,28211,204441,433,1649268,
973,2,1224,28211,204441,41295,1543705,
974,2,1224,28211,204457,335929,361177,
975,2,1224,28211,204457,41297,165695,
976,2,1224,28216,80840,,32012,
977,2,1224,28216,206351,481,482,
978,2,1224,28216,32003,2008790,919,
979,2,1224,28216,206389,2008794,33057,
980,2,1224,28221,213118,213121,,
981,2,1224,28221,213462,213468,2357,
982,2,1224,29547,213849,72294,194,
983,2,1224,1236,,,,54398
984,2,1224,1236,135618,403,392710,392711
985,2,1224,1236,135618,403,762296,
986,2,1224,1236,135625,712,724,
987,2,1224,1236,72273,135616,,
988,2,1224,1553900,1553901,1553902,1553903,708132
989,2,74201,414999,,,,
990,2759,,,,,,
991,2,201174,1760,85012,,,
992,2,201174,84995,,,,
993,2,976,200643,171549,2005520,294702,
994,2,976,768503,768507,1853232,89966,1236770
995,2,1239,186801,186802,186807,36853,
996,2,1224,28211,356,255475,414371,
997,2,1224,28211,356,655351,,
998,2,1224,28211,204457,41297,13687,1656898
999,2,1224,28216,80840,506,203697,
1000,2,1224,1236,118969,118968,873565,
1001,2,1224,1236,1775403,568386,64001,
1002,2,,,,,,
1003,2,57723,1562566,,,458032,
1004,2,57723,,,,,
1005,2,976,1937959,1936988,1937960,70994,
1006,2,1817910,,,,,
1007,2,204428,204429,1963360,92714,,
1008,2,200795,475962,475963,475964,1215913,
1009,2,1117,,1890424,1890438,1005722,
1010,2,1117,,1890424,1890428,,
1011,2,1239,91061,1385,538998,,
1012,2,1239,91061,1385,186824,292636,
1013,2,1239,91061,186826,186828,2747,
1014,2,1239,186801,186802,31979,1485,1495
1015,2,1239,186801,186802,31979,44261,
1016,2,1134404,795747,795748,1334117,,
1017,2,256845,1313211,278082,255528,,
1018,2,203682,666505,1771349,1771355,1771356,
1019,2,203682,203683,112,126,,339169
1020,2,1224,28211,204455,31989,704105,
1021,2,1224,28211,766,942,33993,
1022,2,1224,28216,,,327159,
1023,2,1224,28216,80840,,92793,
1024,2,1224,28216,80840,,279809,861379
1025,2,1224,28216,80840,119060,48736,
1026,2,1224,28216,32003,2008793,311181,
1027,2,1224,28216,32003,2008793,157591,522609
1028,2,1224,28221,69541,213421,890,
1029,2,1224,1236,135613,1046,85074,
1030,2,1224,1236,1934945,1934946,,
1031,2,1224,1236,1775403,568386,1434005,
1032,2,203691,203692,136,137,1616789,
