order,ERR1754760,ERR1754761,ERR1754762,ERR1754763,ERR1754764,ERR1754765,ERR1754766,ERR1754767,ERR1754768,ERR1754769
sk__Bacteria;p__Chloroflexi;c__Anaerolineae;o__,555.0,446.0,159.0,845.0,503.0,327.0,752.0,635.0,317.0,1111.0
sk__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales,41.0,48.0,28.0,72.0,87.0,41.0,86.0,44.0,27.0,73.0
sk__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales,41.0,48.0,28.0,72.0,87.0,41.0,86.0,44.0,27.0,73.0
sk__Bacteria;p__Chloroflexi;c__Ardenticatenia;o__Ardenticatenales,27.0,27.0,7.0,41.0,30.0,24.0,41.0,13.0,9.0,63.0
sk__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales,198.0,167.0,35.0,209.0,261.0,126.0,296.0,225.0,79.0,436.0
sk__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales,198.0,167.0,35.0,209.0,261.0,126.0,296.0,225.0,79.0,436.0
sk__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales,177.0,79.0,37.0,374.0,219.0,43.0,294.0,301.0,153.0,552.0
sk__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales,177.0,79.0,37.0,374.0,219.0,43.0,294.0,301.0,153.0,552.0
sk__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__,81.0,193.0,78.0,123.0,251.0,87.0,261.0,166.0,71.0,96.0
sk__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__,22.0,14.0,12.0,22.0,16.0,4.0,55.0,19.0,28.0,16.0
sk__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales,1.0,0.0,0.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0
sk__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Sphaerobacterales,6.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,2.0,3.0
sk__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Thermomicrobiales,39.0,14.0,7.0,24.0,31.0,8.0,31.0,75.0,34.0,21.0
sk__Bacteria;p__Cyanobacteria;c__;o__,71.0,147.0,24.0,287.0,111.0,36.0,167.0,136.0,27.0,259.0
sk__Bacteria;p__Cyanobacteria;c__;o__Chroococcales,3.0,1.0,0.0,12.0,1.0,0.0,1.0,1.0,0.0,19.0
sk__Bacteria;p__Cyanobacteria;c__;o__Chroococcales,3.0,1.0,0.0,12.0,1.0,0.0,1.0,1.0,0.0,19.0
sk__Bacteria;p__Cyanobacteria;c__;o__Nostocales,6.0,16.0,8.0,28.0,13.0,0.0,2.0,120.0,0.0,16.0
sk__Bacteria;p__Cyanobacteria;c__;o__Nostocales,6.0,16.0,8.0,28.0,13.0,0.0,2.0,120.0,0.0,16.0
sk__Bacteria;p__Cyanobacteria;c__;o__Nostocales,6.0,16.0,8.0,28.0,13.0,0.0,2.0,120.0,0.0,16.0
sk__Bacteria;p__Cyanobacteria;c__;o__Oscillatoriales,1.0,4.0,0.0,36.0,244.0,0.0,10.0,94.0,41.0,36.0
sk__Bacteria;p__Cyanobacteria;c__;o__Synechococcales,37.0,65.0,5.0,261.0,34.0,5.0,69.0,44.0,3.0,224.0
sk__Bacteria;p__Cyanobacteria;c__;o__Synechococcales,37.0,65.0,5.0,261.0,34.0,5.0,69.0,44.0,3.0,224.0
sk__Bacteria;p__Cyanobacteria;c__;o__Synechococcales,37.0,65.0,5.0,261.0,34.0,5.0,69.0,44.0,3.0,224.0
sk__Bacteria;p__Cyanobacteria;c__;o__Synechococcales,37.0,65.0,5.0,261.0,34.0,5.0,69.0,44.0,3.0,224.0
sk__Bacteria;p__Cyanobacteria;c__;o__Synechococcales,37.0,65.0,5.0,261.0,34.0,5.0,69.0,44.0,3.0,224.0
sk__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales,8.0,5.0,4.0,25.0,6.0,0.0,12.0,73.0,58.0,10.0
sk__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales,8.0,5.0,4.0,25.0,6.0,0.0,12.0,73.0,58.0,10.0
sk__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales,8.0,5.0,4.0,25.0,6.0,0.0,12.0,73.0,58.0,10.0
sk__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales,8.0,5.0,4.0,25.0,6.0,0.0,12.0,73.0,58.0,10.0
sk__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Thermales,1.0,0.0,0.0,0.0,4.0,0.0,1.0,7.0,4.0,6.0
sk__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__,130.0,263.0,44.0,429.0,616.0,227.0,324.0,221.0,86.0,301.0
sk__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__,130.0,263.0,44.0,429.0,616.0,227.0,324.0,221.0,86.0,301.0
sk__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacterales,6.0,7.0,3.0,1.0,19.0,4.0,11.0,13.0,0.0,1.0
sk__Bacteria;p__Firmicutes;c__;o__,8.0,3.0,0.0,2.0,0.0,0.0,3.0,1.0,6.0,1.0
sk__Bacteria;p__Firmicutes;c__;o__,8.0,3.0,0.0,2.0,0.0,0.0,3.0,1.0,6.0,1.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__,518.0,4.0,5.0,7.0,4.0,2.0,3.0,35.0,4.0,17.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales,4827.0,23.0,413.0,52.0,35.0,34.0,45.0,175.0,182.0,67.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales,4827.0,23.0,413.0,52.0,35.0,34.0,45.0,175.0,182.0,67.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales,4827.0,23.0,413.0,52.0,35.0,34.0,45.0,175.0,182.0,67.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales,4827.0,23.0,413.0,52.0,35.0,34.0,45.0,175.0,182.0,67.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales,4827.0,23.0,413.0,52.0,35.0,34.0,45.0,175.0,182.0,67.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales,4827.0,23.0,413.0,52.0,35.0,34.0,45.0,175.0,182.0,67.0
sk__Eukaryota;p__Arthropoda;c__Insecta;o__Phasmatodea,531.0,3.0,3.0,3.0,2.0,0.0,4.0,9.0,2.0,7.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales,4827.0,23.0,413.0,52.0,35.0,34.0,45.0,175.0,182.0,67.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales,4827.0,23.0,413.0,52.0,35.0,34.0,45.0,175.0,182.0,67.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales,4827.0,23.0,413.0,52.0,35.0,34.0,45.0,175.0,182.0,67.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales,4827.0,23.0,413.0,52.0,35.0,34.0,45.0,175.0,182.0,67.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales,4827.0,23.0,413.0,52.0,35.0,34.0,45.0,175.0,182.0,67.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales,4827.0,23.0,413.0,52.0,35.0,34.0,45.0,175.0,182.0,67.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales,4827.0,23.0,413.0,52.0,35.0,34.0,45.0,175.0,182.0,67.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales,4827.0,23.0,413.0,52.0,35.0,34.0,45.0,175.0,182.0,67.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales,4.0,1.0,4.0,3.0,3.0,0.0,0.0,18.0,0.0,5.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales,4.0,1.0,4.0,3.0,3.0,0.0,0.0,18.0,0.0,5.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales,4.0,1.0,4.0,3.0,3.0,0.0,0.0,18.0,0.0,5.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__,5.0,3.0,0.0,3.0,2.0,0.0,2.0,0.0,2.0,3.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,408.0,9.0,14.0,28.0,30.0,15.0,31.0,74.0,14.0,301.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,408.0,9.0,14.0,28.0,30.0,15.0,31.0,74.0,14.0,301.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,408.0,9.0,14.0,28.0,30.0,15.0,31.0,74.0,14.0,301.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,408.0,9.0,14.0,28.0,30.0,15.0,31.0,74.0,14.0,301.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,408.0,9.0,14.0,28.0,30.0,15.0,31.0,74.0,14.0,301.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,408.0,9.0,14.0,28.0,30.0,15.0,31.0,74.0,14.0,301.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,408.0,9.0,14.0,28.0,30.0,15.0,31.0,74.0,14.0,301.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,408.0,9.0,14.0,28.0,30.0,15.0,31.0,74.0,14.0,301.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,408.0,9.0,14.0,28.0,30.0,15.0,31.0,74.0,14.0,301.0
sk__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales,1.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,4.0
sk__Bacteria;p__Firmicutes;c__Tissierellia;o__,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
sk__Bacteria;p__Firmicutes;c__Tissierellia;o__,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
sk__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__,1.0,43.0,0.0,25.0,59.0,13.0,23.0,25.0,1.0,5.0
sk__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales,827.0,1432.0,360.0,2371.0,2552.0,806.0,1959.0,1731.0,501.0,1838.0
sk__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales,827.0,1432.0,360.0,2371.0,2552.0,806.0,1959.0,1731.0,501.0,1838.0
sk__Bacteria;p__Gemmatimonadetes;c__Longimicrobia;o__Longimicrobiales,3.0,5.0,1.0,1.0,11.0,3.0,4.0,5.0,2.0,0.0
sk__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__,66.0,100.0,33.0,156.0,145.0,69.0,144.0,67.0,34.0,186.0
sk__Bacteria;p__Kiritimatiellaeota;c__Kiritimatiellae;o__,29.0,46.0,5.0,144.0,54.0,28.0,85.0,45.0,20.0,74.0
sk__Bacteria;p__Nitrospirae;c__;o__,2.0,22.0,1.0,6.0,10.0,12.0,16.0,6.0,3.0,8.0
sk__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales,376.0,1283.0,35.0,1733.0,2534.0,546.0,840.0,859.0,112.0,3734.0
sk__Bacteria;p__Planctomycetes;c__;o__,690.0,1521.0,252.0,2000.0,1843.0,726.0,1611.0,766.0,387.0,2183.0
sk__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__,70.0,291.0,66.0,104.0,275.0,90.0,255.0,87.0,59.0,212.0
sk__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales,143.0,287.0,40.0,696.0,325.0,94.0,314.0,216.0,80.0,482.0
sk__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales,143.0,287.0,40.0,696.0,325.0,94.0,314.0,216.0,80.0,482.0
sk__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Tepidisphaerales,166.0,278.0,95.0,179.0,378.0,225.0,446.0,231.0,112.0,316.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales,538.0,1142.0,130.0,1238.0,1122.0,552.0,1104.0,587.0,266.0,1122.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales,1862.0,2185.0,501.0,2495.0,2293.0,990.0,2849.0,1543.0,968.0,2717.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales,1862.0,2185.0,501.0,2495.0,2293.0,990.0,2849.0,1543.0,968.0,2717.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales,1862.0,2185.0,501.0,2495.0,2293.0,990.0,2849.0,1543.0,968.0,2717.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales,1862.0,2185.0,501.0,2495.0,2293.0,990.0,2849.0,1543.0,968.0,2717.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales,1862.0,2185.0,501.0,2495.0,2293.0,990.0,2849.0,1543.0,968.0,2717.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Isosphaerales,30.0,19.0,9.0,38.0,18.0,7.0,68.0,27.0,16.0,36.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Isosphaerales,30.0,19.0,9.0,38.0,18.0,7.0,68.0,27.0,16.0,36.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Isosphaerales,30.0,19.0,9.0,38.0,18.0,7.0,68.0,27.0,16.0,36.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales,538.0,1142.0,130.0,1238.0,1122.0,552.0,1104.0,587.0,266.0,1122.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales,538.0,1142.0,130.0,1238.0,1122.0,552.0,1104.0,587.0,266.0,1122.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales,424.0,411.0,72.0,846.0,545.0,268.0,662.0,380.0,205.0,1366.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales,424.0,411.0,72.0,846.0,545.0,268.0,662.0,380.0,205.0,1366.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales,538.0,1142.0,130.0,1238.0,1122.0,552.0,1104.0,587.0,266.0,1122.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales,538.0,1142.0,130.0,1238.0,1122.0,552.0,1104.0,587.0,266.0,1122.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales,538.0,1142.0,130.0,1238.0,1122.0,552.0,1104.0,587.0,266.0,1122.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales,424.0,411.0,72.0,846.0,545.0,268.0,662.0,380.0,205.0,1366.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales,538.0,1142.0,130.0,1238.0,1122.0,552.0,1104.0,587.0,266.0,1122.0
sk__Bacteria;p__Proteobacteria;c__;o__,5796.0,331.0,1654.0,1222.0,631.0,298.0,488.0,1434.0,3043.0,809.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__,626.0,820.0,214.0,1449.0,1158.0,246.0,932.0,1697.0,279.0,969.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__,626.0,820.0,214.0,1449.0,1158.0,246.0,932.0,1697.0,279.0,969.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__,626.0,820.0,214.0,1449.0,1158.0,246.0,932.0,1697.0,279.0,969.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales,185.0,310.0,49.0,764.0,452.0,119.0,275.0,426.0,60.0,597.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales,80.0,23.0,38.0,169.0,43.0,13.0,36.0,193.0,110.0,57.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales,80.0,23.0,38.0,169.0,43.0,13.0,36.0,193.0,110.0,57.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales,80.0,23.0,38.0,169.0,43.0,13.0,36.0,193.0,110.0,57.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales,80.0,23.0,38.0,169.0,43.0,13.0,36.0,193.0,110.0,57.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales,80.0,23.0,38.0,169.0,43.0,13.0,36.0,193.0,110.0,57.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales,80.0,23.0,38.0,169.0,43.0,13.0,36.0,193.0,110.0,57.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Holosporales,43.0,40.0,23.0,113.0,124.0,17.0,87.0,159.0,31.0,96.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Holosporales,43.0,40.0,23.0,113.0,124.0,17.0,87.0,159.0,31.0,96.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Holosporales,43.0,40.0,23.0,113.0,124.0,17.0,87.0,159.0,31.0,96.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Holosporales,43.0,40.0,23.0,113.0,124.0,17.0,87.0,159.0,31.0,96.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Holosporales,43.0,40.0,23.0,113.0,124.0,17.0,87.0,159.0,31.0,96.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales,1.0,2.0,0.0,5.0,1.0,1.0,11.0,3.0,1.0,2.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales,65.0,79.0,20.0,108.0,197.0,40.0,73.0,128.0,25.0,130.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales,65.0,79.0,20.0,108.0,197.0,40.0,73.0,128.0,25.0,130.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvularculales,57.0,45.0,28.0,144.0,62.0,16.0,84.0,57.0,81.0,65.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvularculales,57.0,45.0,28.0,144.0,62.0,16.0,84.0,57.0,81.0,65.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,4406.0,3389.0,1854.0,9561.0,6588.0,1744.0,6935.0,8519.0,3736.0,5227.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,4406.0,3389.0,1854.0,9561.0,6588.0,1744.0,6935.0,8519.0,3736.0,5227.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,4406.0,3389.0,1854.0,9561.0,6588.0,1744.0,6935.0,8519.0,3736.0,5227.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,4406.0,3389.0,1854.0,9561.0,6588.0,1744.0,6935.0,8519.0,3736.0,5227.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,4406.0,3389.0,1854.0,9561.0,6588.0,1744.0,6935.0,8519.0,3736.0,5227.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,4406.0,3389.0,1854.0,9561.0,6588.0,1744.0,6935.0,8519.0,3736.0,5227.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,4406.0,3389.0,1854.0,9561.0,6588.0,1744.0,6935.0,8519.0,3736.0,5227.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,4406.0,3389.0,1854.0,9561.0,6588.0,1744.0,6935.0,8519.0,3736.0,5227.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,4406.0,3389.0,1854.0,9561.0,6588.0,1744.0,6935.0,8519.0,3736.0,5227.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,4406.0,3389.0,1854.0,9561.0,6588.0,1744.0,6935.0,8519.0,3736.0,5227.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,4406.0,3389.0,1854.0,9561.0,6588.0,1744.0,6935.0,8519.0,3736.0,5227.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,4406.0,3389.0,1854.0,9561.0,6588.0,1744.0,6935.0,8519.0,3736.0,5227.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,4406.0,3389.0,1854.0,9561.0,6588.0,1744.0,6935.0,8519.0,3736.0,5227.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,4406.0,3389.0,1854.0,9561.0,6588.0,1744.0,6935.0,8519.0,3736.0,5227.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,4406.0,3389.0,1854.0,9561.0,6588.0,1744.0,6935.0,8519.0,3736.0,5227.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,4406.0,3389.0,1854.0,9561.0,6588.0,1744.0,6935.0,8519.0,3736.0,5227.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,4406.0,3389.0,1854.0,9561.0,6588.0,1744.0,6935.0,8519.0,3736.0,5227.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,4406.0,3389.0,1854.0,9561.0,6588.0,1744.0,6935.0,8519.0,3736.0,5227.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,4406.0,3389.0,1854.0,9561.0,6588.0,1744.0,6935.0,8519.0,3736.0,5227.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,4406.0,3389.0,1854.0,9561.0,6588.0,1744.0,6935.0,8519.0,3736.0,5227.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,4406.0,3389.0,1854.0,9561.0,6588.0,1744.0,6935.0,8519.0,3736.0,5227.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,4406.0,3389.0,1854.0,9561.0,6588.0,1744.0,6935.0,8519.0,3736.0,5227.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,4406.0,3389.0,1854.0,9561.0,6588.0,1744.0,6935.0,8519.0,3736.0,5227.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,4406.0,3389.0,1854.0,9561.0,6588.0,1744.0,6935.0,8519.0,3736.0,5227.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,4406.0,3389.0,1854.0,9561.0,6588.0,1744.0,6935.0,8519.0,3736.0,5227.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,4406.0,3389.0,1854.0,9561.0,6588.0,1744.0,6935.0,8519.0,3736.0,5227.0
sk__Eukaryota;p__Arthropoda;c__Insecta;o__Hemiptera,7.0,6.0,5.0,12.0,16.0,3.0,17.0,42.0,20.0,11.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,4406.0,3389.0,1854.0,9561.0,6588.0,1744.0,6935.0,8519.0,3736.0,5227.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,4406.0,3389.0,1854.0,9561.0,6588.0,1744.0,6935.0,8519.0,3736.0,5227.0
sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Rhabditida,2.0,1.0,1.0,4.0,3.0,1.0,3.0,10.0,0.0,8.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,4406.0,3389.0,1854.0,9561.0,6588.0,1744.0,6935.0,8519.0,3736.0,5227.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales,443.0,382.0,172.0,1464.0,936.0,267.0,683.0,1239.0,314.0,811.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales,443.0,382.0,172.0,1464.0,936.0,267.0,683.0,1239.0,314.0,811.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales,443.0,382.0,172.0,1464.0,936.0,267.0,683.0,1239.0,314.0,811.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales,443.0,382.0,172.0,1464.0,936.0,267.0,683.0,1239.0,314.0,811.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales,443.0,382.0,172.0,1464.0,936.0,267.0,683.0,1239.0,314.0,811.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales,443.0,382.0,172.0,1464.0,936.0,267.0,683.0,1239.0,314.0,811.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales,443.0,382.0,172.0,1464.0,936.0,267.0,683.0,1239.0,314.0,811.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales,443.0,382.0,172.0,1464.0,936.0,267.0,683.0,1239.0,314.0,811.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales,443.0,382.0,172.0,1464.0,936.0,267.0,683.0,1239.0,314.0,811.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales,185.0,310.0,49.0,764.0,452.0,119.0,275.0,426.0,60.0,597.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales,185.0,310.0,49.0,764.0,452.0,119.0,275.0,426.0,60.0,597.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales,185.0,310.0,49.0,764.0,452.0,119.0,275.0,426.0,60.0,597.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales,185.0,310.0,49.0,764.0,452.0,119.0,275.0,426.0,60.0,597.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales,185.0,310.0,49.0,764.0,452.0,119.0,275.0,426.0,60.0,597.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales,185.0,310.0,49.0,764.0,452.0,119.0,275.0,426.0,60.0,597.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales,185.0,310.0,49.0,764.0,452.0,119.0,275.0,426.0,60.0,597.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales,185.0,310.0,49.0,764.0,452.0,119.0,275.0,426.0,60.0,597.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales,185.0,310.0,49.0,764.0,452.0,119.0,275.0,426.0,60.0,597.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales,185.0,310.0,49.0,764.0,452.0,119.0,275.0,426.0,60.0,597.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales,185.0,310.0,49.0,764.0,452.0,119.0,275.0,426.0,60.0,597.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales,87.0,52.0,18.0,258.0,139.0,26.0,177.0,223.0,34.0,238.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales,87.0,52.0,18.0,258.0,139.0,26.0,177.0,223.0,34.0,238.0
