phylum,ERR1754760,ERR1754761,ERR1754762,ERR1754763,ERR1754764,ERR1754765,ERR1754766,ERR1754767,ERR1754768,ERR1754769
sk__Bacteria;p__Firmicutes,5773.0,44.0,445.0,101.0,78.0,57.0,87.0,317.0,208.0,403.0
sk__Bacteria;p__Firmicutes,5773.0,44.0,445.0,101.0,78.0,57.0,87.0,317.0,208.0,403.0
sk__Bacteria;p__Firmicutes,5773.0,44.0,445.0,101.0,78.0,57.0,87.0,317.0,208.0,403.0
sk__Bacteria;p__Firmicutes,5773.0,44.0,445.0,101.0,78.0,57.0,87.0,317.0,208.0,403.0
sk__Bacteria;p__Firmicutes,5773.0,44.0,445.0,101.0,78.0,57.0,87.0,317.0,208.0,403.0
sk__Bacteria;p__Firmicutes,5773.0,44.0,445.0,101.0,78.0,57.0,87.0,317.0,208.0,403.0
sk__Bacteria;p__Firmicutes,5773.0,44.0,445.0,101.0,78.0,57.0,87.0,317.0,208.0,403.0
sk__Bacteria;p__Firmicutes,5773.0,44.0,445.0,101.0,78.0,57.0,87.0,317.0,208.0,403.0
sk__Bacteria;p__Firmicutes,5773.0,44.0,445.0,101.0,78.0,57.0,87.0,317.0,208.0,403.0
sk__Eukaryota;p__Arthropoda,539.0,9.0,8.0,51.0,20.0,3.0,21.0,51.0,23.0,47.0
sk__Bacteria;p__Firmicutes,5773.0,44.0,445.0,101.0,78.0,57.0,87.0,317.0,208.0,403.0
sk__Bacteria;p__Firmicutes,5773.0,44.0,445.0,101.0,78.0,57.0,87.0,317.0,208.0,403.0
sk__Bacteria;p__Firmicutes,5773.0,44.0,445.0,101.0,78.0,57.0,87.0,317.0,208.0,403.0
sk__Bacteria;p__Firmicutes,5773.0,44.0,445.0,101.0,78.0,57.0,87.0,317.0,208.0,403.0
sk__Bacteria;p__Firmicutes,5773.0,44.0,445.0,101.0,78.0,57.0,87.0,317.0,208.0,403.0
sk__Bacteria;p__Firmicutes,5773.0,44.0,445.0,101.0,78.0,57.0,87.0,317.0,208.0,403.0
sk__Bacteria;p__Firmicutes,5773.0,44.0,445.0,101.0,78.0,57.0,87.0,317.0,208.0,403.0
sk__Bacteria;p__Firmicutes,5773.0,44.0,445.0,101.0,78.0,57.0,87.0,317.0,208.0,403.0
sk__Bacteria;p__Firmicutes,5773.0,44.0,445.0,101.0,78.0,57.0,87.0,317.0,208.0,403.0
sk__Bacteria;p__Firmicutes,5773.0,44.0,445.0,101.0,78.0,57.0,87.0,317.0,208.0,403.0
sk__Bacteria;p__Firmicutes,5773.0,44.0,445.0,101.0,78.0,57.0,87.0,317.0,208.0,403.0
sk__Bacteria;p__Firmicutes,5773.0,44.0,445.0,101.0,78.0,57.0,87.0,317.0,208.0,403.0
sk__Bacteria;p__Firmicutes,5773.0,44.0,445.0,101.0,78.0,57.0,87.0,317.0,208.0,403.0
sk__Bacteria;p__Firmicutes,5773.0,44.0,445.0,101.0,78.0,57.0,87.0,317.0,208.0,403.0
sk__Bacteria;p__Firmicutes,5773.0,44.0,445.0,101.0,78.0,57.0,87.0,317.0,208.0,403.0
sk__Bacteria;p__Firmicutes,5773.0,44.0,445.0,101.0,78.0,57.0,87.0,317.0,208.0,403.0
sk__Bacteria;p__Firmicutes,5773.0,44.0,445.0,101.0,78.0,57.0,87.0,317.0,208.0,403.0
sk__Bacteria;p__Firmicutes,5773.0,44.0,445.0,101.0,78.0,57.0,87.0,317.0,208.0,403.0
sk__Bacteria;p__Firmicutes,5773.0,44.0,445.0,101.0,78.0,57.0,87.0,317.0,208.0,403.0
sk__Bacteria;p__Firmicutes,5773.0,44.0,445.0,101.0,78.0,57.0,87.0,317.0,208.0,403.0
sk__Bacteria;p__Firmicutes,5773.0,44.0,445.0,101.0,78.0,57.0,87.0,317.0,208.0,403.0
sk__Bacteria;p__Firmicutes,5773.0,44.0,445.0,101.0,78.0,57.0,87.0,317.0,208.0,403.0
sk__Bacteria;p__Firmicutes,5773.0,44.0,445.0,101.0,78.0,57.0,87.0,317.0,208.0,403.0
sk__Bacteria;p__Firmicutes,5773.0,44.0,445.0,101.0,78.0,57.0,87.0,317.0,208.0,403.0
sk__Bacteria;p__Gemmatimonadetes,831.0,1480.0,361.0,2398.0,2622.0,822.0,1986.0,1761.0,504.0,1843.0
sk__Bacteria;p__Gemmatimonadetes,831.0,1480.0,361.0,2398.0,2622.0,822.0,1986.0,1761.0,504.0,1843.0
sk__Bacteria;p__Gemmatimonadetes,831.0,1480.0,361.0,2398.0,2622.0,822.0,1986.0,1761.0,504.0,1843.0
sk__Bacteria;p__Gemmatimonadetes,831.0,1480.0,361.0,2398.0,2622.0,822.0,1986.0,1761.0,504.0,1843.0
sk__Bacteria;p__Ignavibacteriae,66.0,101.0,33.0,156.0,145.0,69.0,144.0,67.0,34.0,192.0
sk__Bacteria;p__Kiritimatiellaeota,29.0,46.0,5.0,144.0,54.0,28.0,85.0,45.0,20.0,74.0
sk__Bacteria;p__Nitrospirae,378.0,1305.0,36.0,1739.0,2544.0,558.0,856.0,865.0,115.0,3742.0
sk__Bacteria;p__Nitrospirae,378.0,1305.0,36.0,1739.0,2544.0,558.0,856.0,865.0,115.0,3742.0
sk__Bacteria;p__Planctomycetes,3923.0,6135.0,1165.0,7596.0,6799.0,2952.0,7310.0,3837.0,2093.0,8434.0
sk__Bacteria;p__Planctomycetes,3923.0,6135.0,1165.0,7596.0,6799.0,2952.0,7310.0,3837.0,2093.0,8434.0
sk__Bacteria;p__Planctomycetes,3923.0,6135.0,1165.0,7596.0,6799.0,2952.0,7310.0,3837.0,2093.0,8434.0
sk__Bacteria;p__Planctomycetes,3923.0,6135.0,1165.0,7596.0,6799.0,2952.0,7310.0,3837.0,2093.0,8434.0
sk__Bacteria;p__Planctomycetes,3923.0,6135.0,1165.0,7596.0,6799.0,2952.0,7310.0,3837.0,2093.0,8434.0
sk__Bacteria;p__Planctomycetes,3923.0,6135.0,1165.0,7596.0,6799.0,2952.0,7310.0,3837.0,2093.0,8434.0
sk__Bacteria;p__Planctomycetes,3923.0,6135.0,1165.0,7596.0,6799.0,2952.0,7310.0,3837.0,2093.0,8434.0
sk__Bacteria;p__Planctomycetes,3923.0,6135.0,1165.0,7596.0,6799.0,2952.0,7310.0,3837.0,2093.0,8434.0
sk__Bacteria;p__Planctomycetes,3923.0,6135.0,1165.0,7596.0,6799.0,2952.0,7310.0,3837.0,2093.0,8434.0
sk__Bacteria;p__Planctomycetes,3923.0,6135.0,1165.0,7596.0,6799.0,2952.0,7310.0,3837.0,2093.0,8434.0
sk__Bacteria;p__Planctomycetes,3923.0,6135.0,1165.0,7596.0,6799.0,2952.0,7310.0,3837.0,2093.0,8434.0
sk__Bacteria;p__Planctomycetes,3923.0,6135.0,1165.0,7596.0,6799.0,2952.0,7310.0,3837.0,2093.0,8434.0
sk__Bacteria;p__Planctomycetes,3923.0,6135.0,1165.0,7596.0,6799.0,2952.0,7310.0,3837.0,2093.0,8434.0
sk__Bacteria;p__Planctomycetes,3923.0,6135.0,1165.0,7596.0,6799.0,2952.0,7310.0,3837.0,2093.0,8434.0
sk__Bacteria;p__Planctomycetes,3923.0,6135.0,1165.0,7596.0,6799.0,2952.0,7310.0,3837.0,2093.0,8434.0
sk__Bacteria;p__Planctomycetes,3923.0,6135.0,1165.0,7596.0,6799.0,2952.0,7310.0,3837.0,2093.0,8434.0
sk__Bacteria;p__Planctomycetes,3923.0,6135.0,1165.0,7596.0,6799.0,2952.0,7310.0,3837.0,2093.0,8434.0
sk__Bacteria;p__Planctomycetes,3923.0,6135.0,1165.0,7596.0,6799.0,2952.0,7310.0,3837.0,2093.0,8434.0
sk__Bacteria;p__Planctomycetes,3923.0,6135.0,1165.0,7596.0,6799.0,2952.0,7310.0,3837.0,2093.0,8434.0
sk__Bacteria;p__Planctomycetes,3923.0,6135.0,1165.0,7596.0,6799.0,2952.0,7310.0,3837.0,2093.0,8434.0
sk__Bacteria;p__Planctomycetes,3923.0,6135.0,1165.0,7596.0,6799.0,2952.0,7310.0,3837.0,2093.0,8434.0
sk__Bacteria;p__Planctomycetes,3923.0,6135.0,1165.0,7596.0,6799.0,2952.0,7310.0,3837.0,2093.0,8434.0
sk__Bacteria;p__Planctomycetes,3923.0,6135.0,1165.0,7596.0,6799.0,2952.0,7310.0,3837.0,2093.0,8434.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Eukaryota;p__Arthropoda,539.0,9.0,8.0,51.0,20.0,3.0,21.0,51.0,23.0,47.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Eukaryota;p__Nematoda,2.0,1.0,1.0,4.0,3.0,1.0,3.0,10.0,0.0,8.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Eukaryota;p__Arthropoda,539.0,9.0,8.0,51.0,20.0,3.0,21.0,51.0,23.0,47.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
sk__Bacteria;p__Proteobacteria,44447.0,22617.0,25438.0,41777.0,32479.0,12249.0,27437.0,36067.0,40029.0,30689.0
