family,ERR1754760,ERR1754761,ERR1754762,ERR1754763,ERR1754764,ERR1754765,ERR1754766,ERR1754767,ERR1754768,ERR1754769
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae,41.0,46.0,26.0,56.0,49.0,24.0,73.0,66.0,38.0,86.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae,41.0,46.0,26.0,56.0,49.0,24.0,73.0,66.0,38.0,86.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__,2.0,1.0,0.0,3.0,40.0,3.0,2.0,51.0,0.0,4.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Crenotrichaceae,4.0,0.0,0.0,5.0,37.0,0.0,0.0,54.0,1.0,1.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Crenotrichaceae,4.0,0.0,0.0,5.0,37.0,0.0,0.0,54.0,1.0,1.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae,15.0,2.0,4.0,17.0,131.0,4.0,7.0,239.0,1.0,3.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae,15.0,2.0,4.0,17.0,131.0,4.0,7.0,239.0,1.0,3.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae,15.0,2.0,4.0,17.0,131.0,4.0,7.0,239.0,1.0,3.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__,59.0,6.0,12.0,4.0,6.0,4.0,6.0,4.0,6.0,10.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae,2335.0,29.0,510.0,106.0,19.0,11.0,5.0,63.0,135.0,23.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae,2335.0,29.0,510.0,106.0,19.0,11.0,5.0,63.0,135.0,23.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae,2335.0,29.0,510.0,106.0,19.0,11.0,5.0,63.0,135.0,23.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae,2335.0,29.0,510.0,106.0,19.0,11.0,5.0,63.0,135.0,23.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae,7058.0,78.0,3771.0,73.0,87.0,64.0,80.0,166.0,1032.0,541.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae,7058.0,78.0,3771.0,73.0,87.0,64.0,80.0,166.0,1032.0,541.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Salinisphaerales;f__Salinisphaeraceae,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__,2.0,0.0,0.0,3.0,3.0,1.0,1.0,2.0,0.0,2.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Fastidiosibacteraceae,4.0,5.0,1.0,7.0,10.0,1.0,16.0,5.0,3.0,12.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__,18.0,11.0,7.0,23.0,14.0,5.0,13.0,65.0,7.0,21.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae,23.0,13.0,3.0,62.0,41.0,2.0,15.0,50.0,7.0,199.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae,23.0,13.0,3.0,62.0,41.0,2.0,15.0,50.0,7.0,199.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae,749.0,133.0,101.0,443.0,118.0,193.0,188.0,328.0,187.0,363.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae,749.0,133.0,101.0,443.0,118.0,193.0,188.0,328.0,187.0,363.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae,749.0,133.0,101.0,443.0,118.0,193.0,188.0,328.0,187.0,363.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae,749.0,133.0,101.0,443.0,118.0,193.0,188.0,328.0,187.0,363.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae,749.0,133.0,101.0,443.0,118.0,193.0,188.0,328.0,187.0,363.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae,749.0,133.0,101.0,443.0,118.0,193.0,188.0,328.0,187.0,363.0
sk__Bacteria;p__Proteobacteria;c__Hydrogenophilalia;o__Hydrogenophilales;f__Hydrogenophilaceae,6.0,4.0,2.0,22.0,11.0,3.0,7.0,53.0,1.0,8.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__;f__,2.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,1.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Bacteriovoracales;f__,3.0,0.0,1.0,0.0,2.0,1.0,2.0,5.0,0.0,2.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Bacteriovoracales;f__Bacteriovoracaceae,63.0,63.0,19.0,48.0,90.0,24.0,44.0,53.0,20.0,123.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Bacteriovoracales;f__Bacteriovoracaceae,63.0,63.0,19.0,48.0,90.0,24.0,44.0,53.0,20.0,123.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Bacteriovoracales;f__Bacteriovoracaceae,63.0,63.0,19.0,48.0,90.0,24.0,44.0,53.0,20.0,123.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Bdellovibrionales;f__,6.0,11.0,0.0,13.0,7.0,4.0,17.0,14.0,1.0,19.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Bdellovibrionales;f__,6.0,11.0,0.0,13.0,7.0,4.0,17.0,14.0,1.0,19.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Bdellovibrionales;f__Bdellovibrionaceae,51.0,80.0,25.0,143.0,83.0,54.0,96.0,122.0,19.0,161.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Bdellovibrionales;f__Bdellovibrionaceae,51.0,80.0,25.0,143.0,83.0,54.0,96.0,122.0,19.0,161.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Oligoflexales;f__,157.0,270.0,53.0,236.0,331.0,154.0,330.0,235.0,76.0,432.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Oligoflexales;f__Oligoflexaceae,28.0,23.0,3.0,47.0,26.0,13.0,47.0,54.0,7.0,40.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Oligoflexales;f__Oligoflexaceae,28.0,23.0,3.0,47.0,26.0,13.0,47.0,54.0,7.0,40.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Silvanigrellales;f__,2.0,6.0,3.0,13.0,13.0,0.0,10.0,3.0,2.0,6.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Silvanigrellales;f__Silvanigrellaceae,10.0,3.0,2.0,6.0,7.0,3.0,14.0,3.0,2.0,11.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Silvanigrellales;f__Silvanigrellaceae,10.0,3.0,2.0,6.0,7.0,3.0,14.0,3.0,2.0,11.0
sk__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae,1.0,41.0,1.0,77.0,26.0,11.0,26.0,19.0,4.0,76.0
sk__Bacteria;p__Verrucomicrobia;c__;o__;f__,25.0,23.0,19.0,48.0,11.0,26.0,31.0,11.0,33.0,52.0
sk__Bacteria;p__Verrucomicrobia;c__;o__;f__,25.0,23.0,19.0,48.0,11.0,26.0,31.0,11.0,33.0,52.0
sk__Bacteria;p__Verrucomicrobia;c__Methylacidiphilae;o__Methylacidiphilales;f__,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
sk__Bacteria;p__Verrucomicrobia;c__Methylacidiphilae;o__Methylacidiphilales;f__Methylacidiphilaceae,6.0,16.0,1.0,22.0,14.0,4.0,19.0,12.0,7.0,8.0
sk__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__Opitutaceae,6.0,164.0,1.0,222.0,142.0,56.0,42.0,35.0,2.0,76.0
sk__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__Opitutaceae,6.0,164.0,1.0,222.0,142.0,56.0,42.0,35.0,2.0,76.0
sk__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Puniceicoccales;f__Puniceicoccaceae,2.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0
sk__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__;f__,18.0,27.0,2.0,42.0,23.0,13.0,44.0,17.0,6.0,7.0
sk__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__;f__,18.0,27.0,2.0,42.0,23.0,13.0,44.0,17.0,6.0,7.0
sk__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__;f__,18.0,27.0,2.0,42.0,23.0,13.0,44.0,17.0,6.0,7.0
sk__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__,43.0,60.0,6.0,184.0,90.0,15.0,70.0,51.0,11.0,105.0
sk__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__Chthoniobacteraceae,1868.0,2001.0,516.0,3157.0,2526.0,1268.0,2997.0,1783.0,1198.0,2986.0
sk__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__Chthoniobacteraceae,1868.0,2001.0,516.0,3157.0,2526.0,1268.0,2997.0,1783.0,1198.0,2986.0
sk__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__Chthoniobacteraceae,1868.0,2001.0,516.0,3157.0,2526.0,1268.0,2997.0,1783.0,1198.0,2986.0
sk__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__;f__,600.0,2607.0,192.0,3356.0,2450.0,1201.0,1499.0,895.0,138.0,3163.0
sk__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__,49.0,34.0,7.0,81.0,51.0,13.0,62.0,56.0,16.0,158.0
sk__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobia subdivision 3,8.0,18.0,0.0,55.0,24.0,7.0,8.0,22.0,0.0,97.0
sk__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobia subdivision 3,8.0,18.0,0.0,55.0,24.0,7.0,8.0,22.0,0.0,97.0
sk__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae,513.0,548.0,67.0,2264.0,536.0,145.0,659.0,845.0,125.0,994.0
sk__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae,513.0,548.0,67.0,2264.0,536.0,145.0,659.0,845.0,125.0,994.0
sk__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae,513.0,548.0,67.0,2264.0,536.0,145.0,659.0,845.0,125.0,994.0
sk__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae,513.0,548.0,67.0,2264.0,536.0,145.0,659.0,845.0,125.0,994.0
sk__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae,513.0,548.0,67.0,2264.0,536.0,145.0,659.0,845.0,125.0,994.0
sk__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae,513.0,548.0,67.0,2264.0,536.0,145.0,659.0,845.0,125.0,994.0
sk__Bacteria;p__;c__;o__;f__,5188.0,3107.0,2368.0,3317.0,3622.0,2190.0,3234.0,2786.0,4710.0,2566.0
sk__Bacteria;p__;c__;o__;f__,5188.0,3107.0,2368.0,3317.0,3622.0,2190.0,3234.0,2786.0,4710.0,2566.0
sk__Bacteria;p__;c__;o__;f__,5188.0,3107.0,2368.0,3317.0,3622.0,2190.0,3234.0,2786.0,4710.0,2566.0
sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Candidatus Nanopelagicales;f__Candidatus Nanopelagicaceae,0.0,4.0,0.0,21.0,12.0,3.0,12.0,7.0,0.0,1.0
sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Frankiaceae,1.0,1.0,0.0,2.0,1.0,0.0,2.0,19.0,0.0,0.0
sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae,13.0,14.0,14.0,98.0,8.0,4.0,20.0,61.0,32.0,31.0
sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae,501.0,10.0,517.0,176.0,53.0,84.0,98.0,906.0,3630.0,55.0
sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae,6.0,1.0,0.0,12.0,16.0,10.0,1.0,319.0,3.0,2.0
sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0
sk__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__,0.0,1.0,0.0,8.0,5.0,0.0,1.0,0.0,0.0,11.0
sk__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae,1.0,13.0,1.0,24.0,13.0,5.0,9.0,3.0,1.0,14.0
sk__Bacteria;p__Bacteroidetes;c__;o__;f__,202.0,14.0,150.0,80.0,30.0,14.0,16.0,37.0,174.0,23.0
sk__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__,0.0,4.0,1.0,7.0,4.0,0.0,1.0,1.0,0.0,2.0
sk__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae,7.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0
sk__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Marinilabiliales;f__Marinifilaceae,0.0,1.0,0.0,5.0,1.0,0.0,3.0,1.0,0.0,4.0
sk__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Marinilabiliales;f__Marinilabiliaceae,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
sk__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae,39.0,36.0,26.0,173.0,17.0,12.0,46.0,218.0,20.0,46.0
sk__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae,0.0,2.0,0.0,10.0,1.0,0.0,1.0,1.0,0.0,1.0
sk__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Hymenobacteraceae,58.0,3.0,57.0,78.0,19.0,4.0,11.0,2301.0,229.0,1.0
sk__Bacteria;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Saprospiraceae,245.0,118.0,19.0,762.0,156.0,51.0,141.0,253.0,22.0,341.0
sk__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae,156.0,12.0,176.0,28.0,16.0,9.0,3.0,107.0,36.0,1.0
sk__Bacteria;p__Candidatus Adlerbacteria;c__;o__;f__,0.0,5.0,1.0,12.0,5.0,1.0,11.0,12.0,6.0,6.0
sk__Bacteria;p__Candidatus Latescibacteria;c__;o__;f__,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Candidatus Peregrinibacteria;c__Candidatus Peribacteria;o__;f__,1.0,6.0,2.0,7.0,3.0,4.0,14.0,1.0,1.0,4.0
sk__Bacteria;p__Candidatus Yanofskybacteria;c__;o__;f__,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0
sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0
sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Rhabdochlamydiaceae,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
sk__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Aphanizomenonaceae,0.0,8.0,2.0,10.0,1.0,0.0,1.0,18.0,0.0,0.0
sk__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Aphanizomenonaceae,0.0,8.0,2.0,10.0,1.0,0.0,1.0,18.0,0.0,0.0
sk__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Pseudanabaenaceae,0.0,17.0,0.0,74.0,7.0,1.0,8.0,4.0,0.0,31.0
sk__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Pseudanabaenaceae,0.0,17.0,0.0,74.0,7.0,1.0,8.0,4.0,0.0,31.0
sk__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae,15.0,16.0,1.0,79.0,4.0,2.0,25.0,5.0,2.0,56.0
sk__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacterales;f__,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Pasteuriaceae,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
sk__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__,0.0,11.0,1.0,7.0,19.0,3.0,7.0,6.0,0.0,11.0
sk__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales;f__,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
sk__Bacteria;p__Lentisphaerae;c__Lentisphaeria;o__Victivallales;f__,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
sk__Bacteria;p__Lentisphaerae;c__Oligosphaeria;o__;f__,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Nitrospirae;c__;o__;f__,2.0,22.0,1.0,6.0,10.0,12.0,16.0,6.0,3.0,8.0
sk__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae,376.0,1283.0,35.0,1733.0,2534.0,546.0,840.0,859.0,112.0,3734.0
sk__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae,0.0,3.0,0.0,0.0,3.0,0.0,1.0,5.0,0.0,11.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__;f__,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae,146.0,252.0,25.0,364.0,268.0,84.0,211.0,105.0,78.0,435.0
sk__Bacteria;p__Proteobacteria;c__Acidithiobacillia;o__Acidithiobacillales;f__,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae,78.0,23.0,38.0,164.0,43.0,12.0,35.0,192.0,108.0,55.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Holosporales;f__Caedimonadaceae,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Holosporales;f__Candidatus Paracaedibacteraceae,26.0,24.0,9.0,92.0,99.0,10.0,45.0,124.0,7.0,45.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Holosporales;f__Candidatus Paracaedibacteraceae,26.0,24.0,9.0,92.0,99.0,10.0,45.0,124.0,7.0,45.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__,0.0,1.0,0.0,4.0,0.0,1.0,10.0,3.0,1.0,2.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvularculales;f__Parvularculaceae,56.0,45.0,28.0,143.0,61.0,15.0,84.0,57.0,81.0,64.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae,53.0,18.0,8.0,417.0,35.0,8.0,52.0,193.0,15.0,12.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae,11.0,4.0,1.0,12.0,2.0,1.0,4.0,112.0,7.0,7.0
sk__Eukaryota;p__Arthropoda;c__Insecta;o__Hemiptera;f__Pseudococcidae,0.0,1.0,1.0,2.0,3.0,0.0,0.0,11.0,3.0,1.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae,157.0,58.0,13.0,632.0,107.0,26.0,92.0,603.0,56.0,232.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae,40.0,108.0,8.0,444.0,171.0,48.0,61.0,231.0,13.0,244.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Geminicoccaceae,11.0,8.0,1.0,19.0,3.0,2.0,9.0,5.0,11.0,8.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae,20.0,77.0,5.0,95.0,125.0,19.0,83.0,53.0,10.0,198.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae,20.0,77.0,5.0,95.0,125.0,19.0,83.0,53.0,10.0,198.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__,1174.0,631.0,160.0,3257.0,999.0,532.0,566.0,1870.0,440.0,2050.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__,1174.0,631.0,160.0,3257.0,999.0,532.0,566.0,1870.0,440.0,2050.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae,0.0,1.0,0.0,2.0,1.0,1.0,0.0,4.0,1.0,3.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae,170.0,58.0,29.0,239.0,88.0,50.0,70.0,564.0,157.0,659.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae,170.0,58.0,29.0,239.0,88.0,50.0,70.0,564.0,157.0,659.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Ferrovales;f__Ferrovaceae,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Chromobacteriaceae,67.0,2.0,0.0,6.0,31.0,1.0,2.0,23.0,0.0,12.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae,4.0,7.0,1.0,125.0,90.0,2.0,8.0,308.0,2.0,69.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Methylophilaceae,610.0,1279.0,274.0,651.0,1015.0,535.0,945.0,565.0,457.0,744.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae,765.0,2391.0,272.0,2534.0,3794.0,1579.0,2079.0,1616.0,443.0,2269.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Sterolibacteriaceae,4.0,6.0,1.0,13.0,11.0,0.0,7.0,4.0,1.0,23.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae,4.0,2.0,0.0,3.0,5.0,4.0,1.0,2.0,1.0,1.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae,0.0,3.0,0.0,0.0,4.0,1.0,2.0,0.0,1.0,0.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae,3.0,2.0,1.0,2.0,5.0,2.0,7.0,11.0,10.0,5.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae,3.0,2.0,1.0,2.0,5.0,2.0,7.0,11.0,10.0,5.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__,310.0,761.0,86.0,1465.0,1191.0,335.0,787.0,556.0,129.0,1208.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__,310.0,761.0,86.0,1465.0,1191.0,335.0,787.0,556.0,129.0,1208.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Labilitrichaceae,0.0,2.0,0.0,16.0,3.0,0.0,2.0,1.0,0.0,3.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae,0.0,7.0,0.0,18.0,13.0,5.0,2.0,5.0,1.0,29.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae,0.0,7.0,0.0,18.0,13.0,5.0,2.0,5.0,1.0,29.0
