family,ERR1754760,ERR1754761,ERR1754762,ERR1754763,ERR1754764,ERR1754765,ERR1754766,ERR1754767,ERR1754768,ERR1754769
sk__Bacteria;p__Candidatus Peregrinibacteria;c__Candidatus Peribacteria;o__;f__,1.0,6.0,2.0,7.0,3.0,4.0,14.0,1.0,1.0,4.0
sk__Bacteria;p__Candidatus Uhrbacteria;c__;o__;f__,3.0,1.0,0.0,4.0,0.0,1.0,3.0,2.0,2.0,2.0
sk__Bacteria;p__Candidatus Woesebacteria;c__;o__;f__,1.0,0.0,0.0,2.0,1.0,0.0,6.0,1.0,1.0,2.0
sk__Bacteria;p__Candidatus Zambryskibacteria;c__;o__;f__,2.0,3.0,1.0,0.0,8.0,7.0,4.0,7.0,2.0,1.0
sk__Bacteria;p__Chlamydiae;c__;o__;f__,4.0,3.0,5.0,6.0,3.0,1.0,11.0,6.0,2.0,10.0
sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__;f__,6.0,4.0,5.0,6.0,6.0,1.0,8.0,14.0,1.0,12.0
sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__,34.0,23.0,30.0,24.0,41.0,18.0,64.0,55.0,24.0,42.0
sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__,10.0,18.0,12.0,22.0,30.0,1.0,31.0,34.0,8.0,24.0
sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae,26.0,18.0,21.0,39.0,30.0,6.0,55.0,52.0,17.0,65.0
sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae,26.0,18.0,21.0,39.0,30.0,6.0,55.0,52.0,17.0,65.0
sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae,26.0,18.0,21.0,39.0,30.0,6.0,55.0,52.0,17.0,65.0
sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae,26.0,18.0,21.0,39.0,30.0,6.0,55.0,52.0,17.0,65.0
sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae,26.0,18.0,21.0,39.0,30.0,6.0,55.0,52.0,17.0,65.0
sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Rhabdochlamydiaceae,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Simkaniaceae,9.0,14.0,8.0,5.0,18.0,9.0,14.0,19.0,8.0,11.0
sk__Bacteria;p__Chloroflexi;c__;o__;f__,368.0,459.0,187.0,723.0,853.0,277.0,736.0,471.0,268.0,506.0
sk__Bacteria;p__Chloroflexi;c__Anaerolineae;o__;f__,555.0,446.0,159.0,845.0,503.0,327.0,752.0,635.0,317.0,1111.0
sk__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
sk__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae,40.0,48.0,26.0,72.0,86.0,41.0,86.0,43.0,27.0,71.0
sk__Bacteria;p__Chloroflexi;c__Ardenticatenia;o__Ardenticatenales;f__,27.0,27.0,7.0,41.0,30.0,24.0,41.0,13.0,9.0,63.0
sk__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales;f__,86.0,71.0,13.0,85.0,115.0,77.0,89.0,82.0,32.0,181.0
sk__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales;f__Caldilineaceae,112.0,96.0,22.0,124.0,146.0,49.0,207.0,143.0,47.0,255.0
sk__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__,3.0,2.0,2.0,18.0,8.0,0.0,7.0,14.0,1.0,25.0
sk__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae,174.0,77.0,35.0,356.0,211.0,43.0,287.0,285.0,152.0,527.0
sk__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__;f__,81.0,193.0,78.0,123.0,251.0,87.0,261.0,166.0,71.0,96.0
sk__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__;f__,22.0,14.0,12.0,22.0,16.0,4.0,55.0,19.0,28.0,16.0
sk__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
sk__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Sphaerobacterales;f__,6.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,2.0,3.0
sk__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Thermomicrobiales;f__,39.0,14.0,7.0,24.0,31.0,8.0,31.0,75.0,34.0,21.0
sk__Bacteria;p__Cyanobacteria;c__;o__;f__,71.0,147.0,24.0,287.0,111.0,36.0,167.0,136.0,27.0,259.0
sk__Bacteria;p__Cyanobacteria;c__;o__Chroococcales;f__Chroococcaceae,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
sk__Bacteria;p__Cyanobacteria;c__;o__Chroococcales;f__Microcystaceae,2.0,1.0,0.0,10.0,1.0,0.0,1.0,1.0,0.0,17.0
sk__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__,1.0,0.0,1.0,12.0,6.0,0.0,0.0,14.0,0.0,5.0
sk__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Nostocaceae,5.0,8.0,5.0,6.0,4.0,0.0,1.0,86.0,0.0,11.0
sk__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Nostocaceae,5.0,8.0,5.0,6.0,4.0,0.0,1.0,86.0,0.0,11.0
sk__Bacteria;p__Cyanobacteria;c__;o__Oscillatoriales;f__,1.0,4.0,0.0,29.0,233.0,0.0,9.0,17.0,41.0,33.0
sk__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__,9.0,23.0,4.0,56.0,19.0,2.0,17.0,18.0,1.0,28.0
sk__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Chamaesiphonaceae,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
sk__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Coelosphaeriaceae,1.0,2.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,8.0
sk__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Leptolyngbyaceae,11.0,7.0,0.0,49.0,2.0,0.0,17.0,13.0,0.0,88.0
sk__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae,15.0,16.0,1.0,79.0,4.0,2.0,25.0,5.0,2.0,56.0
sk__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__,3.0,3.0,2.0,5.0,2.0,0.0,4.0,4.0,6.0,6.0
sk__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae,4.0,1.0,1.0,19.0,3.0,0.0,4.0,67.0,50.0,1.0
sk__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae,4.0,1.0,1.0,19.0,3.0,0.0,4.0,67.0,50.0,1.0
sk__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Trueperaceae,1.0,1.0,1.0,1.0,1.0,0.0,4.0,2.0,2.0,3.0
sk__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Thermales;f__Thermaceae,1.0,0.0,0.0,0.0,4.0,0.0,1.0,7.0,4.0,6.0
sk__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__;f__,130.0,263.0,44.0,429.0,616.0,227.0,324.0,221.0,86.0,301.0
sk__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__;f__,130.0,263.0,44.0,429.0,616.0,227.0,324.0,221.0,86.0,301.0
sk__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae,6.0,6.0,3.0,1.0,18.0,4.0,11.0,10.0,0.0,1.0
sk__Bacteria;p__Firmicutes;c__;o__;f__,8.0,3.0,0.0,2.0,0.0,0.0,3.0,1.0,6.0,1.0
sk__Bacteria;p__Firmicutes;c__;o__;f__,8.0,3.0,0.0,2.0,0.0,0.0,3.0,1.0,6.0,1.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__;f__,518.0,4.0,5.0,7.0,4.0,2.0,3.0,35.0,4.0,17.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__,4176.0,14.0,354.0,33.0,18.0,24.0,33.0,113.0,159.0,40.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__,4176.0,14.0,354.0,33.0,18.0,24.0,33.0,113.0,159.0,40.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae,77.0,0.0,0.0,3.0,1.0,3.0,0.0,2.0,1.0,3.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae,77.0,0.0,0.0,3.0,1.0,3.0,0.0,2.0,1.0,3.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae,77.0,0.0,0.0,3.0,1.0,3.0,0.0,2.0,1.0,3.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae,374.0,5.0,6.0,8.0,7.0,2.0,2.0,36.0,8.0,7.0
sk__Eukaryota;p__Arthropoda;c__Insecta;o__Phasmatodea;f__Bacillidae,531.0,3.0,3.0,3.0,2.0,0.0,4.0,9.0,2.0,7.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae,374.0,5.0,6.0,8.0,7.0,2.0,2.0,36.0,8.0,7.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae,111.0,1.0,47.0,6.0,4.0,5.0,8.0,18.0,11.0,11.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae,111.0,1.0,47.0,6.0,4.0,5.0,8.0,18.0,11.0,11.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae,111.0,1.0,47.0,6.0,4.0,5.0,8.0,18.0,11.0,11.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae,111.0,1.0,47.0,6.0,4.0,5.0,8.0,18.0,11.0,11.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae,89.0,1.0,4.0,2.0,5.0,0.0,1.0,0.0,3.0,2.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae,89.0,1.0,4.0,2.0,5.0,0.0,1.0,0.0,3.0,2.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae,89.0,1.0,4.0,2.0,5.0,0.0,1.0,0.0,3.0,2.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__;f__,5.0,3.0,0.0,3.0,2.0,0.0,2.0,0.0,2.0,3.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__,374.0,7.0,10.0,14.0,14.0,6.0,11.0,39.0,9.0,32.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae,12.0,1.0,0.0,1.0,1.0,0.0,3.0,9.0,0.0,254.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae,12.0,1.0,0.0,1.0,1.0,0.0,3.0,9.0,0.0,254.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae,3.0,0.0,1.0,1.0,2.0,2.0,3.0,7.0,1.0,5.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae,3.0,0.0,1.0,1.0,2.0,2.0,3.0,7.0,1.0,5.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae,12.0,1.0,2.0,7.0,3.0,5.0,7.0,5.0,2.0,5.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae,12.0,1.0,2.0,7.0,3.0,5.0,7.0,5.0,2.0,5.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae,12.0,1.0,2.0,7.0,3.0,5.0,7.0,5.0,2.0,5.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,7.0,0.0,1.0,1.0,6.0,1.0,5.0,4.0,2.0,4.0
sk__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae,1.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,4.0
sk__Bacteria;p__Firmicutes;c__Tissierellia;o__;f__,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
sk__Bacteria;p__Firmicutes;c__Tissierellia;o__;f__,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
sk__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__;f__,1.0,43.0,0.0,25.0,59.0,13.0,23.0,25.0,1.0,5.0
sk__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae,827.0,1421.0,359.0,2364.0,2533.0,803.0,1952.0,1725.0,501.0,1827.0
sk__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae,827.0,1421.0,359.0,2364.0,2533.0,803.0,1952.0,1725.0,501.0,1827.0
sk__Bacteria;p__Gemmatimonadetes;c__Longimicrobia;o__Longimicrobiales;f__Longimicrobiaceae,3.0,5.0,1.0,1.0,11.0,3.0,4.0,5.0,2.0,0.0
sk__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__;f__,66.0,100.0,33.0,156.0,145.0,69.0,144.0,67.0,34.0,186.0
sk__Bacteria;p__Kiritimatiellaeota;c__Kiritimatiellae;o__;f__,29.0,46.0,5.0,144.0,54.0,28.0,85.0,45.0,20.0,74.0
sk__Bacteria;p__Nitrospirae;c__;o__;f__,2.0,22.0,1.0,6.0,10.0,12.0,16.0,6.0,3.0,8.0
sk__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae,376.0,1283.0,35.0,1733.0,2534.0,546.0,840.0,859.0,112.0,3734.0
sk__Bacteria;p__Planctomycetes;c__;o__;f__,690.0,1521.0,252.0,2000.0,1843.0,726.0,1611.0,766.0,387.0,2183.0
sk__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__;f__,70.0,291.0,66.0,104.0,275.0,90.0,255.0,87.0,59.0,212.0
sk__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__,8.0,14.0,4.0,33.0,21.0,4.0,32.0,11.0,2.0,43.0
sk__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae,135.0,273.0,36.0,663.0,304.0,90.0,282.0,205.0,78.0,439.0
sk__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Tepidisphaerales;f__,166.0,275.0,95.0,179.0,375.0,225.0,445.0,226.0,112.0,305.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__,392.0,890.0,105.0,874.0,854.0,468.0,893.0,482.0,188.0,687.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae,1862.0,2185.0,501.0,2495.0,2293.0,990.0,2849.0,1543.0,968.0,2717.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae,1862.0,2185.0,501.0,2495.0,2293.0,990.0,2849.0,1543.0,968.0,2717.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae,1862.0,2185.0,501.0,2495.0,2293.0,990.0,2849.0,1543.0,968.0,2717.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae,1862.0,2185.0,501.0,2495.0,2293.0,990.0,2849.0,1543.0,968.0,2717.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae,1862.0,2185.0,501.0,2495.0,2293.0,990.0,2849.0,1543.0,968.0,2717.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Isosphaerales;f__Isosphaeraceae,30.0,19.0,9.0,38.0,18.0,7.0,68.0,27.0,16.0,36.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Isosphaerales;f__Isosphaeraceae,30.0,19.0,9.0,38.0,18.0,7.0,68.0,27.0,16.0,36.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Isosphaerales;f__Isosphaeraceae,30.0,19.0,9.0,38.0,18.0,7.0,68.0,27.0,16.0,36.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae,146.0,252.0,25.0,364.0,268.0,84.0,211.0,105.0,78.0,435.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae,146.0,252.0,25.0,364.0,268.0,84.0,211.0,105.0,78.0,435.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae,424.0,411.0,72.0,846.0,545.0,268.0,662.0,380.0,205.0,1366.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae,424.0,411.0,72.0,846.0,545.0,268.0,662.0,380.0,205.0,1366.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae,146.0,252.0,25.0,364.0,268.0,84.0,211.0,105.0,78.0,435.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae,146.0,252.0,25.0,364.0,268.0,84.0,211.0,105.0,78.0,435.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae,146.0,252.0,25.0,364.0,268.0,84.0,211.0,105.0,78.0,435.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae,424.0,411.0,72.0,846.0,545.0,268.0,662.0,380.0,205.0,1366.0
sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae,146.0,252.0,25.0,364.0,268.0,84.0,211.0,105.0,78.0,435.0
sk__Bacteria;p__Proteobacteria;c__;o__;f__,5796.0,331.0,1654.0,1222.0,631.0,298.0,488.0,1434.0,3043.0,809.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__,626.0,820.0,214.0,1449.0,1158.0,246.0,932.0,1697.0,279.0,969.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__,626.0,820.0,214.0,1449.0,1158.0,246.0,932.0,1697.0,279.0,969.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__,626.0,820.0,214.0,1449.0,1158.0,246.0,932.0,1697.0,279.0,969.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae,40.0,108.0,8.0,444.0,171.0,48.0,61.0,231.0,13.0,244.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__,2.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,2.0,2.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae,78.0,23.0,38.0,164.0,43.0,12.0,35.0,192.0,108.0,55.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae,78.0,23.0,38.0,164.0,43.0,12.0,35.0,192.0,108.0,55.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae,78.0,23.0,38.0,164.0,43.0,12.0,35.0,192.0,108.0,55.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae,78.0,23.0,38.0,164.0,43.0,12.0,35.0,192.0,108.0,55.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae,78.0,23.0,38.0,164.0,43.0,12.0,35.0,192.0,108.0,55.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Holosporales;f__,2.0,7.0,6.0,3.0,7.0,3.0,14.0,1.0,7.0,9.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Holosporales;f__Candidatus Paracaedibacteraceae,26.0,24.0,9.0,92.0,99.0,10.0,45.0,124.0,7.0,45.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Holosporales;f__Candidatus Paracaedibacteraceae,26.0,24.0,9.0,92.0,99.0,10.0,45.0,124.0,7.0,45.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Holosporales;f__Candidatus Paracaedibacteraceae,26.0,24.0,9.0,92.0,99.0,10.0,45.0,124.0,7.0,45.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Holosporales;f__Holosporaceae,15.0,8.0,7.0,18.0,18.0,4.0,25.0,34.0,17.0,42.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae,65.0,78.0,20.0,106.0,197.0,40.0,73.0,127.0,25.0,129.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae,65.0,78.0,20.0,106.0,197.0,40.0,73.0,127.0,25.0,129.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvularculales;f__,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvularculales;f__Parvularculaceae,56.0,45.0,28.0,143.0,61.0,15.0,84.0,57.0,81.0,64.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__,2576.0,2166.0,984.0,5828.0,4012.0,1122.0,3972.0,4451.0,2119.0,3935.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__,2576.0,2166.0,984.0,5828.0,4012.0,1122.0,3972.0,4451.0,2119.0,3935.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__,2576.0,2166.0,984.0,5828.0,4012.0,1122.0,3972.0,4451.0,2119.0,3935.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__,2576.0,2166.0,984.0,5828.0,4012.0,1122.0,3972.0,4451.0,2119.0,3935.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aurantimonadaceae,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae,53.0,18.0,8.0,417.0,35.0,8.0,52.0,193.0,15.0,12.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae,53.0,18.0,8.0,417.0,35.0,8.0,52.0,193.0,15.0,12.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae,53.0,18.0,8.0,417.0,35.0,8.0,52.0,193.0,15.0,12.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae,56.0,12.0,9.0,94.0,36.0,5.0,42.0,283.0,26.0,31.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae,56.0,12.0,9.0,94.0,36.0,5.0,42.0,283.0,26.0,31.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae,38.0,21.0,7.0,49.0,41.0,9.0,52.0,45.0,29.0,48.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae,1227.0,794.0,551.0,2677.0,1667.0,353.0,1968.0,2407.0,1109.0,988.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae,1227.0,794.0,551.0,2677.0,1667.0,353.0,1968.0,2407.0,1109.0,988.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae,1227.0,794.0,551.0,2677.0,1667.0,353.0,1968.0,2407.0,1109.0,988.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae,1227.0,794.0,551.0,2677.0,1667.0,353.0,1968.0,2407.0,1109.0,988.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae,1227.0,794.0,551.0,2677.0,1667.0,353.0,1968.0,2407.0,1109.0,988.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae,1227.0,794.0,551.0,2677.0,1667.0,353.0,1968.0,2407.0,1109.0,988.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae,1227.0,794.0,551.0,2677.0,1667.0,353.0,1968.0,2407.0,1109.0,988.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae,3.0,0.0,1.0,6.0,0.0,0.0,1.0,215.0,4.0,2.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae,3.0,1.0,2.0,6.0,1.0,1.0,0.0,6.0,2.0,3.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae,3.0,1.0,2.0,6.0,1.0,1.0,0.0,6.0,2.0,3.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae,11.0,4.0,1.0,12.0,2.0,1.0,4.0,112.0,7.0,7.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae,11.0,4.0,1.0,12.0,2.0,1.0,4.0,112.0,7.0,7.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae,11.0,4.0,1.0,12.0,2.0,1.0,4.0,112.0,7.0,7.0
