species,ERR1754760,ERR1754761,ERR1754762,ERR1754763,ERR1754764,ERR1754765,ERR1754766,ERR1754767,ERR1754768,ERR1754769
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvularculales;f__;g__;s__,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvularculales;f__Parvularculaceae;g__Amphiplicatus;s__,56.0,44.0,27.0,140.0,60.0,15.0,83.0,57.0,80.0,64.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__;s__,2206.0,1826.0,835.0,5001.0,3049.0,849.0,3316.0,3459.0,1777.0,3418.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__Bauldia;s__,71.0,62.0,43.0,85.0,96.0,47.0,93.0,91.0,72.0,45.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__Nordella;s__,265.0,162.0,89.0,441.0,303.0,119.0,385.0,438.0,242.0,266.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__Pseudorhodoplanes;s__,34.0,116.0,17.0,301.0,564.0,107.0,178.0,463.0,28.0,206.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aurantimonadaceae;g__;s__,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__;s__,44.0,11.0,7.0,307.0,34.0,7.0,34.0,135.0,12.0,12.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Beijerinckia;s__,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylorosula;s__,8.0,6.0,0.0,105.0,1.0,1.0,18.0,56.0,3.0,0.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__;s__,29.0,7.0,4.0,53.0,15.0,3.0,17.0,252.0,13.0,15.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium;s__,27.0,5.0,5.0,39.0,20.0,2.0,25.0,30.0,12.0,16.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__;s__,38.0,21.0,7.0,49.0,41.0,9.0,52.0,45.0,29.0,48.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__;s__,204.0,132.0,94.0,493.0,249.0,52.0,326.0,463.0,185.0,181.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Blastochloris;s__,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Devosia;s__,36.0,4.0,3.0,61.0,9.0,2.0,7.0,25.0,6.0,20.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Filomicrobium;s__,4.0,5.0,0.0,4.0,4.0,3.0,7.0,3.0,2.0,6.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium;s__,472.0,233.0,225.0,1116.0,701.0,137.0,776.0,1152.0,453.0,442.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Pedomicrobium;s__,432.0,365.0,197.0,913.0,587.0,130.0,722.0,626.0,399.0,307.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodoplanes;s__,78.0,55.0,32.0,89.0,117.0,28.0,128.0,108.0,64.0,31.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium;s__,3.0,0.0,1.0,4.0,0.0,0.0,0.0,196.0,4.0,2.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__;s__,2.0,0.0,1.0,2.0,1.0,0.0,0.0,6.0,2.0,2.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Nitratireductor;s__,1.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__;s__,9.0,2.0,1.0,12.0,2.0,1.0,4.0,101.0,7.0,4.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Shinella;s__,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodobiaceae;g__;s__,10.0,10.0,3.0,11.0,16.0,3.0,19.0,11.0,8.0,6.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodobiaceae;g__Parvibaculum;s__,3.0,2.0,3.0,1.0,5.0,0.0,1.0,3.0,6.0,0.0
sk__Eukaryota;p__Arthropoda;c__Insecta;o__Hemiptera;f__Aphididae;g__Rhodobium;s__,4.0,2.0,2.0,9.0,12.0,1.0,13.0,11.0,8.0,10.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Roseiarcaceae;g__Roseiarcus;s__,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__;s__,403.0,343.0,266.0,434.0,747.0,232.0,774.0,760.0,378.0,191.0
sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Tylenchidae;g__Labrys;s__,2.0,1.0,1.0,4.0,3.0,1.0,3.0,10.0,0.0,8.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__,21.0,18.0,19.0,25.0,25.0,10.0,47.0,26.0,30.0,3.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__;g__;s__,5.0,4.0,1.0,15.0,11.0,1.0,5.0,12.0,3.0,18.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Hyphomonadaceae;g__;s__,152.0,209.0,83.0,492.0,675.0,202.0,418.0,477.0,130.0,377.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Hyphomonadaceae;g__Hirschia;s__,129.0,111.0,75.0,325.0,143.0,38.0,168.0,147.0,125.0,184.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__,150.0,55.0,13.0,600.0,104.0,25.0,88.0,570.0,54.0,221.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Cereibacter;s__,1.0,1.0,0.0,11.0,1.0,1.0,0.0,5.0,0.0,1.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pannonibacter;s__,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter;s__,2.0,0.0,0.0,8.0,1.0,0.0,0.0,4.0,0.0,1.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobaculum;s__,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rubellimicrobium;s__,2.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__;g__;s__,24.0,28.0,11.0,76.0,57.0,17.0,33.0,67.0,12.0,46.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__;g__Reyranella;s__,90.0,89.0,24.0,130.0,96.0,33.0,89.0,70.0,14.0,101.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__;s__,33.0,85.0,5.0,309.0,139.0,31.0,51.0,122.0,10.0,185.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Rhodovastum;s__,1.0,14.0,0.0,52.0,16.0,6.0,2.0,8.0,0.0,17.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Roseomonas;s__,4.0,2.0,1.0,51.0,2.0,1.0,1.0,29.0,2.0,19.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Rubritepida;s__,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Geminicoccaceae;g__;s__,11.0,8.0,1.0,19.0,3.0,2.0,9.0,5.0,11.0,8.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__;s__,8.0,63.0,4.0,67.0,112.0,13.0,63.0,33.0,4.0,177.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Azospirillum;s__,2.0,0.0,0.0,7.0,5.0,2.0,1.0,5.0,1.0,0.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Dongia;s__,6.0,11.0,1.0,14.0,7.0,3.0,18.0,11.0,5.0,17.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Elstera;s__,4.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,4.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__;g__;s__,67.0,34.0,14.0,155.0,92.0,22.0,124.0,136.0,27.0,145.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__;g__Candidatus Intestinusbacter;s__Candidatus Intestinusbacter nucleariae,2.0,6.0,0.0,28.0,2.0,0.0,3.0,4.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Candidatus Midichloriaceae;g__;s__,2.0,2.0,0.0,11.0,2.0,0.0,2.0,4.0,0.0,3.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Candidatus Midichloriaceae;g__Candidatus Jidaibacter;s__,8.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,4.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__;s__,6.0,8.0,3.0,30.0,22.0,4.0,33.0,72.0,6.0,64.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Candidatus Megaira;s__,1.0,2.0,1.0,15.0,17.0,0.0,4.0,5.0,0.0,11.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__,1.0,0.0,0.0,13.0,2.0,0.0,3.0,1.0,1.0,6.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__Sneathiellaceae;g__;s__,2.0,22.0,1.0,4.0,17.0,3.0,13.0,4.0,1.0,7.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__;g__;s__,16.0,4.0,5.0,47.0,10.0,1.0,8.0,66.0,9.0,24.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__;s__,2.0,0.0,0.0,11.0,0.0,0.0,0.0,41.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__;s__,425.0,69.0,130.0,753.0,198.0,78.0,207.0,830.0,298.0,481.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__,39.0,12.0,9.0,76.0,22.0,6.0,19.0,81.0,38.0,46.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Parablastomonas;s__,2.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Polymorphobacter;s__,6.0,1.0,1.0,31.0,4.0,0.0,4.0,12.0,1.0,9.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Rhizorhapis;s__,3.0,0.0,0.0,8.0,2.0,0.0,2.0,18.0,1.0,5.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sandaracinobacter;s__,1.0,0.0,0.0,22.0,0.0,0.0,1.0,1.0,2.0,2.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__,192.0,2.0,35.0,152.0,15.0,13.0,10.0,910.0,94.0,101.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas sp. BAC151,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas sp. RHLT2-12,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,26.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__;s__,3922.0,438.0,5005.0,1313.0,759.0,473.0,686.0,2856.0,10200.0,1062.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__;g__;s__,1174.0,628.0,160.0,3254.0,997.0,530.0,565.0,1869.0,439.0,2044.0
sk__Eukaryota;p__Arthropoda;c__Arachnida;o__Araneae;f__Linyphiidae;g__Leptothrix;s__,1.0,0.0,0.0,35.0,2.0,0.0,0.0,0.0,1.0,29.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__,95.0,188.0,35.0,412.0,277.0,110.0,242.0,241.0,86.0,195.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia sp. NFACC33-1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Chitinimonas;s__,1.0,2.0,1.0,1.0,6.0,1.0,8.0,3.0,2.0,2.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Lautropia;s__,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter;s__,4.0,3.0,0.0,15.0,5.0,1.0,3.0,18.0,0.0,3.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter;s__,10.0,30.0,12.0,106.0,54.0,21.0,119.0,86.0,9.0,12.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__;s__,164.0,36.0,28.0,170.0,45.0,29.0,40.0,530.0,146.0,598.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas;s__,4.0,18.0,0.0,29.0,33.0,16.0,15.0,7.0,3.0,27.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Limnohabitans;s__,2.0,1.0,0.0,24.0,6.0,3.0,12.0,14.0,1.0,11.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__;s__,2673.0,22.0,1923.0,46.0,42.0,119.0,70.0,881.0,4471.0,38.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Duganella;s__,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herminiimonas;s__,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__,4.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__,5525.0,17.0,6995.0,79.0,85.0,442.0,138.0,1748.0,11228.0,26.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Noviherbaspirillum;s__,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Undibacterium;s__,4.0,3.0,0.0,5.0,5.0,9.0,2.0,6.0,1.0,12.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Ferritrophicales;f__;g__;s__,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Ferritrophicales;f__Ferritrophicaceae;g__Ferritrophicum;s__,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__;g__;s__,6.0,0.0,0.0,1.0,4.0,0.0,2.0,2.0,1.0,7.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Chromobacteriaceae;g__;s__,4.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Chromobacteriaceae;g__Vogesella;s__,63.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,12.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__;s__,4.0,6.0,3.0,24.0,18.0,1.0,19.0,45.0,7.0,33.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__;g__;s__,41.0,113.0,7.0,195.0,186.0,36.0,78.0,105.0,20.0,269.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae;g__;s__,1.0,2.0,0.0,4.0,20.0,0.0,1.0,57.0,2.0,0.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae;g__Sulfurirhabdus;s__,3.0,4.0,1.0,103.0,14.0,1.0,4.0,36.0,0.0,65.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Methylophilaceae;g__;s__,583.0,1272.0,273.0,512.0,963.0,530.0,936.0,407.0,454.0,697.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Methylophilaceae;g__Methylobacillus;s__,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Methylophilaceae;g__Methylotenera;s__,25.0,2.0,0.0,135.0,48.0,1.0,7.0,154.0,1.0,47.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__;s__,765.0,2389.0,272.0,2529.0,3793.0,1579.0,2078.0,1596.0,443.0,2267.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Sterolibacteriaceae;g__Sulfuritalea;s__,4.0,5.0,1.0,10.0,7.0,0.0,7.0,2.0,1.0,21.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Thiobacillaceae;g__;s__,3.0,3.0,1.0,7.0,4.0,4.0,4.0,2.0,6.0,1.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Thiobacillaceae;g__Sulfuritortus;s__,5.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,0.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__;g__;s__,50.0,12.0,2.0,14.0,23.0,6.0,21.0,7.0,4.0,22.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Azonexaceae;g__;s__,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Azonexaceae;g__Dechloromonas;s__,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Azonexaceae;g__Dechloromonas;s__Dechloromonas denitrificans,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__;s__,27.0,46.0,8.0,20.0,34.0,15.0,55.0,8.0,10.0,23.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__;s__,4.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__;s__,742.0,1462.0,293.0,1705.0,1616.0,627.0,1482.0,763.0,357.0,1630.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__;s__delta proteobacterium WX81,2.0,3.0,0.0,7.0,3.0,2.0,4.0,2.0,0.0,7.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bradymonadales;f__;g__;s__,1.0,5.0,0.0,16.0,1.0,1.0,1.0,0.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfarculales;f__;g__;s__,6.0,5.0,0.0,5.0,8.0,3.0,10.0,2.0,5.0,7.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfarculales;f__Desulfarculaceae;g__;s__,484.0,862.0,211.0,837.0,747.0,327.0,1258.0,374.0,342.0,739.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__;g__;s__,1.0,2.0,1.0,0.0,2.0,0.0,7.0,10.0,2.0,11.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__;g__;s__,4.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,3.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__;g__;s__,1.0,4.0,0.0,2.0,9.0,0.0,3.0,1.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Pelobacter;s__,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter;s__,3.0,0.0,1.0,1.0,2.0,2.0,7.0,9.0,9.0,4.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__;g__;s__,310.0,744.0,86.0,1299.0,1173.0,335.0,780.0,545.0,129.0,1144.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Anaeromyxobacteraceae;g__;s__,2.0,24.0,0.0,8.0,18.0,8.0,8.0,3.0,1.0,7.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;s__,4.0,6.0,1.0,4.0,5.0,1.0,4.0,6.0,2.0,38.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Kofleriaceae;g__;s__,6.0,33.0,2.0,41.0,48.0,11.0,27.0,18.0,11.0,56.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Kofleriaceae;g__Haliangium;s__,142.0,328.0,32.0,460.0,491.0,165.0,302.0,289.0,73.0,510.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Nannocystaceae;g__;s__,1.0,2.0,0.0,18.0,5.0,2.0,1.0,4.0,1.0,5.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Nannocystaceae;g__Nannocystis;s__,4.0,9.0,0.0,127.0,25.0,1.0,16.0,30.0,1.0,20.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Phaselicystidaceae;g__Phaselicystis;s__,7.0,43.0,1.0,185.0,51.0,16.0,37.0,35.0,1.0,61.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__;s__,58.0,159.0,7.0,314.0,210.0,36.0,148.0,107.0,20.0,248.0
