#SampleID	SRR1141249	SRR1141250	SRR1143324	SRR1143339	SRR1143350	SRR1145427	SRR1145428	SRR1145429	SRR1145430	SRR1145431	SRR1145432	SRR1145433	SRR1145434	SRR1145435	SRR1145436	SRR1145437	SRR1145438	SRR1145439
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__maritypicum	0	0	0	49	112	66	2	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Mycetocola;s__	251	205	113	1852	5135	2530	75	170	41	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Pseudoclavibacter;s__bifida	37	34	16	262	678	321	4	21	4	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Rathayibacter;s__	1	2	0	11	42	26	1	5	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Rathayibacter;s__caricis	0	0	0	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Salinibacterium;s__	5	9	6	38	170	81	0	1	2	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Salinibacterium;s__amurskyense	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Schumannella;s__luteola	2	2	2	29	86	36	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Yonghaparkia;s__	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__;s__	176	371	214	236	1642	656	1036	1270	879	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Acaricomes;s__phytoseiuli	0	0	0	0	2	2	0	6	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter;s__	7	3	4	9	69	36	14	82	3	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter;s__nitroguajacolicus	7	32	16	0	2	0	3	40	5	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter;s__oxydans	0	0	1	1	6	8	9	4	2	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter;s__psychrolactophilus	2	0	0	1	15	6	16	5	6	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter;s__tumbae	0	1	1	0	3	1	2	3	2	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter;s__woluwensis	0	0	0	2	0	0	5	2274	14	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Kocuria;s__	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Kocuria;s__palustris	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__lylae	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Nesterenkonia;s__	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Renibacterium;s__	0	4	0	10	60	24	13	23	13	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__;s__	14	11	2	0	3	1	6	2	2	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Actinoplanes;s__	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Actinoplanes;s__toevensis	4	3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Catellatospora;s__	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Couchioplanes;s__	3	1	3	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Dactylosporangium;s__	5	1	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Pilimelia;s__	13	16	6	1	0	1	2	1	3	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Solwaraspora;s__	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Virgisporangium;s__	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium;s__	141	147	81	2	37	18	107	48	48	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium;s__arupense	15	5	10	1	1	0	4	2	3	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium;s__celatum	171	163	93	0	2	1	54	18	25	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium;s__gordonae	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nakamurellaceae;g__;s__	7	15	2	4	17	17	1	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Nocardia;s__	3	6	4	0	4	1	4	0	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Nocardia;s__concava	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Rhodococcus;s__	16	10	7	5	33	19	6	9	17	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Rhodococcus;s__equi	14	17	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Rhodococcus;s__fascians	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Rhodococcus;s__globerulus	3	2	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__;s__	79	65	28	40	149	107	4	4	5	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Aeromicrobium;s__	3	1	2	1	5	2	1	0	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Friedmanniella;s__	11	10	7	58	105	0	3	3	2	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Kribbella;s__	10	10	5	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides;s__	56	42	23	5	24	18	2	3	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides;s__dilutus	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides;s__lentus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Pimelobacter;s__	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Propionicimonas;s__	16	16	10	16	81	56	56	31	51	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Promicromonosporaceae;g__;s__	0	0	0	4	11	5	0	1	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Promicromonosporaceae;g__Cellulosimicrobium;s__	0	0	1	0	9	5	0	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Promicromonosporaceae;g__Luteimicrobium;s__subarcticum	6	6	1	61	189	145	5	3	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Promicromonosporaceae;g__Promicromonospora;s__	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Promicromonosporaceae;g__Xylanimicrobium;s__	0	0	0	15	5	8	0	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__;s__	42	27	15	86	198	83	2	3	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Aestuariimicrobium;s__kwangyangense	0	0	0	1	11	7	3	3	2	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Luteococcus;s__	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Microlunatus;s__	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__;s__	11	7	3	5	3	6	0	1	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Actinomycetospora;s__	1	2	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Amycolatopsis;s__	0	2	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Pseudonocardia;s__	7	2	2	1	10	3	3	3	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Ruaniaceae;g__;s__	1	0	0	46	191	169	0	0	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Ruaniaceae;g__Ruania;s__albidiflava	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sanguibacteraceae;g__Sanguibacter;s__	1	2	0	21	48	31	0	2	2	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sanguibacteraceae;g__Sanguibacter;s__soli	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sporichthyaceae;g__;s__	15	13	9	2	3	0	4	2	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__;s__	14	11	7	1	4	2	10	5	6	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptacidiphilus;s__	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces;s__	37	48	28	1	2	2	8	9	11	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces;s__aureofaciens	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces;s__lanatus	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces;s__mashuensis	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces;s__mirabilis	1	2	4	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptosporangiaceae;g__Microbispora;s__mesophila	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Thermomonosporaceae;g__;s__	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Thermomonosporaceae;g__Actinoallomurus;s__iriomotensis	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Thermomonosporaceae;g__Actinomadura;s__alba	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Williamsiaceae;g__Williamsia;s__	5	14	2	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Yaniellaceae;g__Auritibacter;s__ignavus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Yaniellaceae;g__Yaniella;s__	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__WCHB1-81;f__At425_EubF1;g__;s__	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__0319-7L14;f__;g__;s__	58	61	84	31	106	85	14	4	5	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__;f__;g__;s__	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__OPB41;o__;f__;g__;s__	0	0	0	1	5	3	13	9	8	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__;s__	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__;f__;g__;s__	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__;g__;s__	152	121	69	1	10	10	35	33	25	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__AK1AB1_02E;g__;s__	6	6	0	4	0	4	0	1	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__;s__	5705	4428	1998	138	964	397	2162	2129	2582	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__;g__;s__	2891	2409	1633	74	500	236	252	97	136	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae;g__;s__	153	156	84	1	0	1	15	19	20	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae;g__Conexibacter;s__	20	16	17	0	0	0	11	2	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Patulibacteraceae;g__;s__	23	22	3	2	7	1	3	1	2	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__;s__	27	12	9	3	20	8	3	2	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter;s__	3	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Armatimonadetes;c__0319-6E2;o__;f__;g__;s__	11	12	7	0	0	1	27	2	3	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Armatimonadetes;c__;o__;f__;g__;s__	51	33	23	0	6	0	8	5	8	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;g__;s__	84	84	33	8	2	0	14	8	10	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;g__Armatimonas;s__	6	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__FW68;f__;g__;s__	18	14	13	0	0	0	2	4	2	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__;s__	21	17	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__SJA-22;f__;g__;s__	4	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Armatimonadetes;c__SHA-37;o__;f__;g__;s__	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Armatimonadetes;c__SJA-176;o__;f__;g__;s__	2	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Armatimonadetes;c__SJA-176;o__GAB-B06;f__;g__;s__	0	0	0	0	15	0	34	16	50	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Armatimonadetes;c__SJA-176;o__RB046;f__;g__;s__	0	0	0	0	0	0	7	2	3	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Armatimonadetes;c__SJA-176;o__TP122;f__;g__;s__	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia];o__;f__;g__;s__	5	2	0	0	0	0	135	116	51	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia];o__[Fimbriimonadales];f__;g__;s__	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia];o__[Fimbriimonadales];f__[Fimbriimonadaceae];g__;s__	22	16	8	0	2	2	3	15	24	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia];o__[Fimbriimonadales];f__[Fimbriimonadaceae];g__Fimbriimonas;s__	101	122	83	0	0	6	34	43	44	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__BHI80-139;c__;o__;f__;g__;s__	6	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__BRC1;c__PRR-11;o__;f__;g__;s__	21	21	24	101	463	214	106	39	118	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__At12OctB3;o__;f__;g__;s__	0	1	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	0	0	1	5	35	16	1336	1106	1311	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008;g__;s__	0	0	0	0	0	0	8	50	5	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__;s__	0	0	0	0	0	0	2	3	9	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiaceae;g__;s__	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__CandidatusAzobacteroides;s__	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Dysgonomonas;s__	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Paludibacter;s__	1	0	1	0	9	0	23	18	37	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Blvii28;s__	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__SB-1;g__;s__	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__p-2534-18B5;g__;s__	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__;g__;s__	12	3	3	1	0	0	0	3	2	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__;s__	204	138	82	24	95	68	59	34	33	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Adhaeribacter;s__	279	157	85	23	103	37	20	10	22	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Cytophaga;s__	1	0	0	11	14	25	5	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Dyadobacter;s__	0	3	0	337	862	864	0	4	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Flectobacillus;s__	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Hymenobacter;s__	1	0	1	39	72	1	7	8	2	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Pontibacter;s__	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Rhodocytophaga;s__	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0
