#SampleID	ERR1757884	ERR1757885	ERR1757886
Root;k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Herpetosiphonales;f__;g__;s__	0	0	8
Root;k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__[Roseiflexales];f__;g__;s__	0	0	2
Root;k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__[Roseiflexales];f__[Kouleothrixaceae];g__;s__	0	0	156
Root;k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__;f__;g__;s__	1	0	0
Root;k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__Dehalococcoidales;f__;g__;s__	0	0	1
Root;k__Bacteria;p__Chloroflexi;c__Ellin6529;o__;f__;g__;s__	10	1	1138
Root;k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__;f__;g__;s__	0	0	63
Root;k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__;f__;g__;s__	0	0	2
Root;k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__B12-WMSP1;f__;g__;s__	0	0	3
Root;k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__JG30-KF-AS9;f__;g__;s__	0	0	41
Root;k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__;s__	0	0	28
Root;k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__FFCH10602;s__	0	0	12
Root;k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Thermogemmatisporales;f__Thermogemmatisporaceae;g__;s__	0	0	2722
Root;k__Bacteria;p__Chloroflexi;c__S085;o__;f__;g__;s__	0	0	709
Root;k__Bacteria;p__Chloroflexi;c__SAR202;o__;f__;g__;s__	12	0	1
Root;k__Bacteria;p__Chloroflexi;c__TK10;o__;f__;g__;s__	0	0	3
Root;k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885;f__5B-12;g__;s__	0	0	26
Root;k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885;f__Dolo_23;g__;s__	0	0	49
Root;k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;f__;g__;s__	0	0	27
Root;k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;f__FFCH4570;g__;s__	0	0	215
Root;k__Bacteria;p__Chloroflexi;c__TK17;o__;f__;g__;s__	0	0	82
Root;k__Bacteria;p__Chloroflexi;c__TK17;o__mle1-48;f__;g__;s__	0	0	53
Root;k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__AKYG1722;f__;g__;s__	0	0	4
Root;k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Ellin6537;f__;g__;s__	0	0	6
Root;k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30-KF-CM45;f__;g__;s__	0	0	15
Root;k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__MLE1-12;f__;g__;s__	0	0	152
Root;k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__SM1D11;f__;g__;s__	0	0	1
Root;k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__SM2F09;f__;g__;s__	1	0	0
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__;g__;s__	0	0	7
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__Trebouxiophyceae;g__Coccomyxa;s__solorinae-saccatae	0	0	1
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__Ulvophyceae;g__Bryopsis;s__hypnoides	8	0	0
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Rhodophyta;f__;g__;s__	1	0	0
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Stramenopiles;f__;g__;s__	3	0	69
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__;g__;s__	75353	17	41679
Root;k__Bacteria;p__Cyanobacteria;c__ML635J-21;o__;f__;g__;s__	0	0	12
Root;k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;o__Nostocales;f__Nostocaceae;g__Gloeotrichia;s__	0	0	1
Root;k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;o__Nostocales;f__Nostocaceae;g__Nostoc;s__	0	0	5
Root;k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Oscillatoriales;f__Phormidiaceae;g__Phormidium;s__	0	0	1
Root;k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Pseudanabaenales;f__Pseudanabaenaceae;g__;s__	0	0	1
Root;k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae;g__Denitrovibrio;s__acetiphilus	5	0	0
Root;k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales;f__;g__;s__	0	0	70
Root;k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__FAC88;f__;g__;s__	0	0	224
Root;k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__IIb;f__;g__;s__	0	0	18
Root;k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__MVP-88;f__;g__;s__	0	0	2
Root;k__Bacteria;p__Elusimicrobia;c__Endomicrobia;o__;f__;g__;s__	0	0	2
Root;k__Bacteria;p__FBP;c__;o__;f__;g__;s__	1	0	83
Root;k__Bacteria;p__FCPU426;c__;o__;f__;g__;s__	0	0	75
Root;k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__258ds10;f__;g__;s__	0	0	101
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__;g__;s__	1	0	92
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus;s__	1	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus;s__pomorum	0	0	2
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__;s__	4	0	9
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anoxybacillus;s__kestanbolensis	3	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	5	0	365
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__acidicola	0	0	1
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__badius	2	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__firmus	0	0	83
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__flexus	1	0	31
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__horikoshii	0	0	1
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__koreensis	0	0	1
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__muralis	0	0	18
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__safensis	0	0	1
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__selenatarsenatis	0	0	2
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__thermoamylovorans	0	0	1
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Ornithinibacillus;s__scapharcae	0	0	3
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Virgibacillus;s__	0	0	5
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__;s__	0	0	1
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Ammoniphilus;s__	0	0	1
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Cohnella;s__	0	0	3
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__	1	0	61
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__chondroitinus	0	0	7
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__;s__	3	0	35
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Lysinibacillus;s__	0	0	14
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Lysinibacillus;s__boronitolerans	0	0	4
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__	1	0	14
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus;s__maritimus	1	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planomicrobium;s__	1	0	2
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Rummeliibacillus;s__	0	0	1
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Solibacillus;s__	0	0	7
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Sporosarcina;s__	3	0	30
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Sporosarcina;s__aquimarina	0	0	1
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Sporosarcina;s__ginsengi	1	0	21
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__	187	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__aureus	1	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__epidermidis	4	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__pettenkoferi	0	0	1
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__sciuri	1	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__succinus	20	0	1
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae;g__;s__	3	0	2
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae;g__Shimazuella;s__	0	0	2
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Thermicanaceae];g__Thermicanus;s__	1	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae;g__;s__	3	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae;g__Gemella;s__	2	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__;s__	4	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium;s__	1	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella;s__	3	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__	3	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__iners	1	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc;s__	1	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__	7	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	17	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae;g__Turicibacter;s__	1	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__	1	0	1
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__;s__	8	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__;s__	1	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Caldanaerocella;s__	1	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Caloramator;s__	0	0	2
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__	12	0	25
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__pasteurianum	1	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__perfringens	2	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__SMB53;s__	0	0	1
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__Dehalobacterium;s__	1	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Gracilibacteraceae;g__Gracilibacter;s__	1	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__	30	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__	3	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Epulopiscium;s__	1	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Desulfosporosinus;s__meridiei	0	0	7
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__;s__	7	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Tepidibacter;s__	7	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__[Clostridium];s__difficile	1	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__	11	0	6
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium;s__islandicum	1	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__	1	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__flavefaciens	1	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Symbiobacteriaceae;g__Symbiobacterium;s__	1	0	1
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__;s__	0	0	2
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Acidaminobacteraceae];g__Fusibacter;s__	62	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Acidaminobacteraceae];g__WH1-8;s__	3	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__;s__	2	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Anaerococcus;s__	2	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Parvimonas;s__	1	0	0
Root;k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__	1	0	0
Root;k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Propionigenium;s__	17	0	0
Root;k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Psychrilyobacter;s__	2	0	0
Root;k__Bacteria;p__GAL15;c__;o__;f__;g__;s__	0	0	27
Root;k__Bacteria;p__GN02;c__3BR-5F;o__;f__;g__;s__	3	0	0
Root;k__Bacteria;p__GN02;c__BB34;o__;f__;g__;s__	0	0	2
Root;k__Bacteria;p__GN02;c__GN07;o__;f__;g__;s__	0	0	1
Root;k__Bacteria;p__GN04;c__;o__;f__;g__;s__	0	0	107
Root;k__Bacteria;p__GN04;c__GN15;o__;f__;g__;s__	4	0	41
Root;k__Bacteria;p__GN04;c__MSB-5A5;o__;f__;g__;s__	0	0	23
Root;k__Bacteria;p__GOUTA4;c__;o__;f__;g__;s__	0	0	5
Root;k__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__	0	0	31
Root;k__Bacteria;p__Gemmatimonadetes;c__Gemm-1;o__;f__;g__;s__	1	0	1632
Root;k__Bacteria;p__Gemmatimonadetes;c__Gemm-2;o__;f__;g__;s__	126	0	172
Root;k__Bacteria;p__Gemmatimonadetes;c__Gemm-3;o__;f__;g__;s__	0	0	58
Root;k__Bacteria;p__Gemmatimonadetes;c__Gemm-4;o__;f__;g__;s__	7	0	0
Root;k__Bacteria;p__Gemmatimonadetes;c__Gemm-5;o__;f__;g__;s__	0	0	45
Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__;f__;g__;s__	0	0	560
Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__C114;f__;g__;s__	0	0	39
Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Ellin5290;f__;g__;s__	0	0	326
Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__;g__;s__	0	0	27
Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__;s__	0	0	62
Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__	0	0	89
Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__KD8-87;f__;g__;s__	1	0	307
Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__N1423WL;f__;g__;s__	0	0	484
Root;k__Bacteria;p__Gemmatimonadetes;c__JL-ETNP-Z39;o__;f__;g__;s__	1	0	0
Root;k__Bacteria;p__Hyd24-12;c__WM88;o__;f__;g__;s__	30	0	0
Root;k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Lentisphaerales;f__Arctic95B-10;g__;s__	2	0	0
Root;k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Victivallales;f__Victivallaceae;g__;s__	1	0	0
Root;k__Bacteria;p__NC10;c__12-24;o__JH-WHS47;f__;g__;s__	0	0	12
Root;k__Bacteria;p__NC10;c__12-24;o__Methylomirabiliales;f__Methylomirabiliaceae;g__;s__	0	0	8
Root;k__Bacteria;p__NKB19;c__;o__;f__;g__;s__	2	0	186
Root;k__Bacteria;p__NKB19;c__SHAB590;o__;f__;g__;s__	1	0	0
Root;k__Bacteria;p__NKB19;c__TSBW08;o__;f__;g__;s__	2	0	7
Root;k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__0319-6A21;g__;s__	0	0	2583
Root;k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__;g__;s__	0	0	137
Root;k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__FW;g__4-29;s__	0	0	60
Root;k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__;s__	66	0	98
Root;k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__JG37-AG-70;s__	0	0	38
Root;k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__	1	0	1024
Root;k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__[Leptospirillaceae];g__;s__	0	0	69
Root;k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__[Thermodesulfovibrionaceae];g__GOUTA19;s__	0	0	39
Root;k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__[Thermodesulfovibrionaceae];g__LCP-6;s__	0	0	3
Root;k__Bacteria;p__OC31;c__;o__;f__;g__;s__	0	0	2
Root;k__Bacteria;p__OD1;c__;o__;f__;g__;s__	0	0	82
Root;k__Bacteria;p__OD1;c__ABY1;o__;f__;g__;s__	0	0	8
Root;k__Bacteria;p__OD1;c__SM2F11;o__;f__;g__;s__	0	0	189
Root;k__Bacteria;p__OD1;c__ZB2;o__;f__;g__;s__	0	0	308
Root;k__Bacteria;p__OP1;c__[Acetothermia];o__[Acetothermales];f__;g__;s__	0	0	3
Root;k__Bacteria;p__OP3;c__PBS-25;o__;f__;g__;s__	0	0	14
Root;k__Bacteria;p__OP3;c__koll11;o__;f__;g__;s__	0	0	32
Root;k__Bacteria;p__OP3;c__koll11;o__GIF10;f__;g__;s__	0	0	1
Root;k__Bacteria;p__OP8;c__OP8_2;o__;f__;g__;s__	6	0	0
Root;k__Bacteria;p__PAUC34f;c__;o__;f__;g__;s__	280	0	0
Root;k__Bacteria;p__Planctomycetes;c__028H05-P-BN-P5;o__;f__;g__;s__	0	0	15
Root;k__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__	3	0	188
Root;k__Bacteria;p__Planctomycetes;c__BD7-11;o__;f__;g__;s__	0	0	147
Root;k__Bacteria;p__Planctomycetes;c__C6;o__MVS-107;f__;g__;s__	0	0	25
Root;k__Bacteria;p__Planctomycetes;c__C6;o__Ucm1571;f__;g__;s__	0	0	1
Root;k__Bacteria;p__Planctomycetes;c__C6;o__d113;f__;g__;s__	24	0	12
Root;k__Bacteria;p__Planctomycetes;c__ODP123;o__;f__;g__;s__	2	0	0
Root;k__Bacteria;p__Planctomycetes;c__OM190;o__;f__;g__;s__	0	0	1
Root;k__Bacteria;p__Planctomycetes;c__OM190;o__CL500-15;f__;g__;s__	11	0	122
Root;k__Bacteria;p__Planctomycetes;c__OM190;o__agg27;f__;g__;s__	4	0	281
Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__;f__;g__;s__	0	0	1
Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__CCM11a;f__;g__;s__	0	0	670
Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__CPla-3;f__;g__;s__	0	0	29
Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__MBMPE71;f__;g__;s__	0	0	2
Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__MSBL9;f__;g__;s__	4	0	0
Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__;g__;s__	2	0	493
Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__;s__	10	0	3
Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Pla1;f__;g__;s__	0	0	13
Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__S-70;f__;g__;s__	0	0	17
Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__SHA-43;f__;g__;s__	1	0	0
Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101;f__;g__;s__	1	0	2933
Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__mle1-8;f__;g__;s__	0	0	44
Root;k__Bacteria;p__Planctomycetes;c__Pla3;o__;f__;g__;s__	7	0	49
Root;k__Bacteria;p__Planctomycetes;c__Pla4;o__;f__;g__;s__	0	0	29
Root;k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__;f__;g__;s__	0	0	1
Root;k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__B97;f__;g__;s__	6	0	21
Root;k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__;s__	0	0	2400
Root;k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Gemmata;s__	0	0	1118
Root;k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Isosphaeraceae;g__;s__	0	0	886
Root;k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Isosphaeraceae;g__Nostocoida;s__limicola	0	0	1
Root;k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Isosphaeraceae;g__Nostocoida;s__limicolaIII	0	0	31
Root;k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Isosphaeraceae;g__Singulisphaera;s__	0	0	1
Root;k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__;s__	970	0	1758
Root;k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__A17;s__	5	0	516
Root;k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Pirellula;s__	0	0	506
Root;k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__planctomycete;s__DWL3I2	10	0	0
Root;k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces;s__	100	0	1238
Root;k__Bacteria;p__Planctomycetes;c__[Brocadiae];o__Brocadiales;f__Brocadiaceae;g__CandidatusBrocadia;s__	0	0	2
Root;k__Bacteria;p__Planctomycetes;c__vadinHA49;o__DH61;f__;g__;s__	0	0	77
Root;k__Bacteria;p__Planctomycetes;c__vadinHA49;o__p04_C01;f__;g__;s__	0	0	284
Root;k__Bacteria;p__Poribacteria;c__;o__;f__;g__;s__	167	0	0
Root;k__Bacteria;p__Proteobacteria;c__;o__;f__;g__;s__	3	0	36
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__	6665	0	1888
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__;g__;s__	67	0	61
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__;g__;s__	0	0	44
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__;s__	6	0	2137
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Arthrospira;s__	0	0	14
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Asticcacaulis;s__	0	0	37
