epoch,loss,output_1_acc,output_1_loss,output_2_acc,output_2_loss,output_3_acc,output_3_loss,output_4_acc,output_4_loss,output_5_acc,output_5_loss,output_6_acc,output_6_loss,val_loss,val_output_1_acc,val_output_1_loss,val_output_2_acc,val_output_2_loss,val_output_3_acc,val_output_3_loss,val_output_4_acc,val_output_4_loss,val_output_5_acc,val_output_5_loss,val_output_6_acc,val_output_6_loss
0,999.278564453125,0.5031054615974426,0.8653949499130249,0.5847949385643005,1.073514699935913,0.4592578113079071,2.4512851238250732,0.4983789026737213,3.5053510665893555,0.34718748927116394,6.995697021484375,0.24430663883686066,11.208909034729004,970.2505493164062,0.6906459331512451,0.6811279058456421,0.8108696341514587,1.0216748714447021,0.6154634356498718,2.382305145263672,0.5615420937538147,3.255410671234131,0.3252785801887512,6.690932273864746,0.2648678719997406,11.101451873779297
1,888.2845458984375,0.7798632979393005,0.6294555068016052,0.739794909954071,0.8976593017578125,0.5644629001617432,2.316403865814209,0.5594921708106995,2.9012768268585205,0.39805662631988525,5.655313491821289,0.25892579555511475,10.793715476989746,795.47265625,0.9947487711906433,0.5083232522010803,0.749946653842926,0.9872926473617554,0.36814242601394653,2.527085542678833,0.3974725604057312,3.1961843967437744,0.32604703307151794,3.6934316158294678,0.23506809771060944,11.028751373291016
2,711.6337280273438,0.8756445050239563,0.4908435046672821,0.7330663800239563,0.8603525757789612,0.539013683795929,2.2765254974365234,0.5095019340515137,2.8089215755462646,0.45899415016174316,2.803912401199341,0.26887694001197815,10.538865089416504,902.106201171875,1.0,0.4203666150569916,0.6990991830825806,0.9045261144638062,0.4830295145511627,2.4946677684783936,0.4092131555080414,3.412315845489502,0.281005859375,6.232122421264648,0.3009862005710602,10.069802284240723
3,475.19696044921875,0.9610644578933716,0.37367165088653564,0.7114843726158142,0.8405337333679199,0.5282909870147705,2.25223445892334,0.4911230504512787,2.8577964305877686,0.38914063572883606,2.7863097190856934,0.5181738138198853,5.174544811248779,309.6829528808594,1.0,0.3447432518005371,0.7177560329437256,0.8530133962631226,0.5696964263916016,2.3693597316741943,0.43440207839012146,3.062908887863159,0.3704478442668915,2.5995771884918213,0.6570891737937927,1.5261515378952026
4,316.27764892578125,0.9839550852775574,0.29679596424102783,0.716748058795929,0.7926246523857117,0.5350390672683716,2.2016947269439697,0.47877928614616394,2.8864972591400146,0.3666699230670929,2.993858575820923,0.6707714796066284,1.296998143196106,288.939208984375,1.0,0.2430674135684967,0.6993126273155212,0.8201974034309387,0.5711053013801575,2.284510374069214,0.4979720711708069,3.0122761726379395,0.3783460557460785,2.542145013809204,0.6856935620307922,1.1793501377105713
5,263.37274169921875,0.9970312714576721,0.24512188136577606,0.7400878667831421,0.6851068139076233,0.5755370855331421,2.04086971282959,0.5131640434265137,2.6262612342834473,0.47464844584465027,2.3694145679473877,0.7381152510643005,1.0833942890167236,434.2053527832031,1.0,0.3135831356048584,0.3120437264442444,1.1637009382247925,0.2805362343788147,2.779780387878418,0.21286769211292267,4.354858875274658,0.31635570526123047,3.8729734420776367,0.63856041431427,1.9227323532104492
6,253.80023193359375,0.9962109327316284,0.2154286503791809,0.7521679401397705,0.6462793946266174,0.5899804830551147,1.9732177257537842,0.5247949361801147,2.5325870513916016,0.49952149391174316,2.316251754760742,0.7638086080551147,1.0017367601394653,607.1427001953125,0.15992827713489532,0.9278742074966431,0.23344576358795166,1.3084604740142822,0.22038167715072632,4.4449615478515625,0.18810570240020752,5.820353984832764,0.31635570526123047,5.720852851867676,0.63856041431427,2.3460965156555176
7,234.39186096191406,0.9970117211341858,0.19150565564632416,0.7695508003234863,0.6066063046455383,0.6133691668510437,1.8817815780639648,0.5483496189117432,2.386653184890747,0.5591406226158142,2.105318546295166,0.7769140601158142,0.9323940277099609,337.3907165527344,1.0,0.2780570387840271,0.7034965753555298,0.8910489082336426,0.5303334593772888,2.1118545532226562,0.4422149062156677,3.120084285736084,0.273449182510376,3.0065348148345947,0.63856041431427,1.6443219184875488
8,224.81056213378906,0.9976465106010437,0.1744316816329956,0.7814062237739563,0.585665225982666,0.6285547018051147,1.8224884271621704,0.5810546875,2.2928178310394287,0.569531261920929,2.029691457748413,0.789843738079071,0.8755961656570435,246.61911010742188,1.0,0.18049371242523193,0.7943901419639587,0.5762726068496704,0.5716176629066467,1.9862885475158691,0.44789308309555054,2.3214938640594482,0.4672330617904663,2.2667078971862793,0.7620287537574768,1.0202213525772095
9,219.86070251464844,0.9986718893051147,0.1594143807888031,0.776660144329071,0.5894811749458313,0.6212304830551147,1.8389065265655518,0.5701074004173279,1.9224402904510498,0.5583789348602295,2.0862905979156494,0.7914257645606995,0.8806474208831787,1237.7396240234375,1.0,0.06794456392526627,0.2728941738605499,1.6140286922454834,0.21705161035060883,9.431336402893066,0.13525167107582092,12.063385963439941,0.3142637610435486,10.905356407165527,0.63856041431427,5.795901298522949
