epoch,l2_acc,l2_loss,l3_acc,l3_loss,l4_acc,l4_loss,l5_acc,l5_loss,l6_acc,l6_loss,loss,val_l2_acc,val_l2_loss,val_l3_acc,val_l3_loss,val_l4_acc,val_l4_loss,val_l5_acc,val_l5_loss,val_l6_acc,val_l6_loss,val_loss
11,0.2833550274372101,4.133084297180176,0.21606987714767456,2.8753502368927,0.15907436609268188,2.737072706222534,0.03680405393242836,3.499650716781616,0.09155487269163132,2.757028818130493,411.40802001953125,0.29414063692092896,3.7490386962890625,0.20937499403953552,2.7943527698516846,0.16693612933158875,2.7749710083007812,0.04023144021630287,3.469007968902588,0.09511698782444,2.8350207805633545,411.7762756347656
12,0.3010416626930237,3.528071880340576,0.2103949636220932,2.683976650238037,0.1701967716217041,2.6794614791870117,0.040629398077726364,3.4346656799316406,0.09417633712291718,2.661022901535034,398.61358642578125,0.3094726502895355,3.1996047496795654,0.20722655951976776,2.655970573425293,0.18057802319526672,2.7301673889160156,0.044268038123846054,3.405806064605713,0.09791453927755356,2.766561508178711,401.1412048339844
13,0.31230467557907104,3.034679889678955,0.20639106631278992,2.5280282497406006,0.18202485144138336,2.632218599319458,0.044828321784734726,3.368176221847534,0.09857367724180222,2.5834693908691406,387.45074462890625,0.31806641817092896,2.7709217071533203,0.20556640625,2.5093588829040527,0.18896524608135223,2.6865594387054443,0.04991927370429039,3.343163251876831,0.10350966453552246,2.699711561203003,391.0582580566406
14,0.3235677182674408,2.64863920211792,0.20428602397441864,2.360405206680298,0.19370737671852112,2.5913729667663574,0.050207726657390594,3.3076958656311035,0.10088512301445007,2.515225410461426,377.51318359375,0.33447265625,2.415158271789551,0.20390625298023224,2.3410379886627197,0.19866612553596497,2.6521804332733154,0.05705059692263603,3.2902610301971436,0.106815867125988,2.64337158203125,382.31549072265625
15,0.3368598222732544,2.301379680633545,0.2020399272441864,2.183441400527954,0.20257842540740967,2.5525660514831543,0.05720093846321106,3.2476179599761963,0.10429585725069046,2.463585138320923,368.4468688964844,0.34912109375,2.146981716156006,0.20302733778953552,2.1838347911834717,0.20755863189697266,2.6145293712615967,0.06283639371395111,3.239116668701172,0.10859613865613937,2.605158567428589,374.80682373046875
16,0.34740668535232544,2.070058584213257,0.20196397602558136,2.05187726020813,0.21521300077438354,2.5107789039611816,0.06443323194980621,3.1851797103881836,0.10660726577043533,2.4155232906341553,360.1180725097656,0.35400390625,1.9894611835479736,0.20566406846046448,2.0850658416748047,0.22635409235954285,2.5636138916015625,0.07064048200845718,3.1806461811065674,0.10910478234291077,2.5820364952087402,368.0965881347656
17,0.35462239384651184,1.9102585315704346,0.20325520634651184,1.9597002267837524,0.2314765900373459,2.4604649543762207,0.0713367909193039,3.124281167984009,0.10705830156803131,2.382350444793701,352.8899841308594,0.35771483182907104,1.8524749279022217,0.2041015625,2.0035407543182373,0.23938968777656555,2.5186259746551514,0.07736815512180328,3.118992567062378,0.11164802312850952,2.5469679832458496,361.02764892578125
18,0.3594835102558136,1.7981122732162476,0.20547960698604584,1.8857682943344116,0.24639607965946198,2.414173126220703,0.07659662514925003,3.0454535484313965,0.1095106303691864,2.3515238761901855,345.1654968261719,0.35712891817092896,1.767307996749878,0.20810547471046448,1.9344860315322876,0.2528294324874878,2.4685206413269043,0.08234662562608719,3.034137725830078,0.1131739690899849,2.525965929031372,353.44635009765625
19,0.3550998270511627,1.7186009883880615,0.20885416865348816,1.8261969089508057,0.2600051760673523,2.361701726913452,0.08131857961416245,2.9007654190063477,0.10897506028413773,2.330526113510132,334.27069091796875,0.3487304747104645,1.6997606754302979,0.21201172471046448,1.8793017864227295,0.26323768496513367,2.4110209941864014,0.08436492830514908,2.864694118499756,0.11088504642248154,2.4930691719055176,340.6214599609375
20,0.3504665791988373,1.6589019298553467,0.21123047173023224,1.7746224403381348,0.26782330870628357,2.313213348388672,0.08266342431306839,2.751223087310791,0.10750932991504669,2.305281162261963,323.1442565917969,0.3433593809604645,1.641941785812378,0.21474608778953552,1.8331435918807983,0.2770816683769226,2.3709399700164795,0.08571045100688934,2.7718865871429443,0.10732451826334,2.4607131481170654,332.5967712402344
21,0.3399956524372101,1.6054418087005615,0.21407334506511688,1.7280590534210205,0.2837061285972595,2.2717761993408203,0.08499448746442795,2.634908437728882,0.10812943428754807,2.274492025375366,313.855224609375,0.3232421875,1.586364507675171,0.21669921278953552,1.7939527034759521,0.29658451676368713,2.3325648307800293,0.08678687363862991,2.6737358570098877,0.10528993606567383,2.4237983226776123,324.17205810546875
22,0.3185329735279083,1.5553159713745117,0.21639539301395416,1.690658688545227,0.29936495423316956,2.2305965423583984,0.0873703807592392,2.545289993286133,0.10843952745199203,2.1864678859710693,303.6832580566406,0.31230467557907104,1.540522813796997,0.21865233778953552,1.7637417316436768,0.3121463358402252,2.289337635040283,0.08974704891443253,2.5876986980438232,0.10757884383201599,2.3423171043395996,314.50445556640625
23,0.30904948711395264,1.5155913829803467,0.21806640923023224,1.6546189785003662,0.3165133595466614,2.191622257232666,0.08967158943414688,2.473134994506836,0.10990528762340546,2.13667893409729,296.2331237792969,0.3018554747104645,1.506919503211975,0.21923828125,1.7328851222991943,0.33215439319610596,2.2491462230682373,0.09257267415523529,2.5283281803131104,0.10885044932365417,2.302757740020752,308.24407958984375
24,0.3014757037162781,1.4801634550094604,0.21816405653953552,1.6225697994232178,0.3368540406227112,2.1517672538757324,0.09294401854276657,2.4133238792419434,0.11201938986778259,2.1067471504211426,290.35382080078125,0.29560548067092896,1.4802906513214111,0.21914061903953552,1.702724814414978,0.3501414954662323,2.211080551147461,0.09512918442487717,2.4806127548217773,0.1129196286201477,2.2877728939056396,303.7725524902344
25,0.2959526777267456,1.4482910633087158,0.21816405653953552,1.5952818393707275,0.35566040873527527,2.110696315765381,0.09656019508838654,2.354858160018921,0.11472541838884354,2.085099935531616,284.9267883300781,0.28779298067092896,1.4360427856445312,0.22011718153953552,1.6801834106445312,0.3726758658885956,2.1700026988983154,0.09849301725625992,2.4427170753479004,0.11546286940574646,2.2748632431030273,299.8567810058594
26,0.28860676288604736,1.4146796464920044,0.2186414897441864,1.5734800100326538,0.37752440571784973,2.068288803100586,0.10074415802955627,2.2990097999572754,0.11689591407775879,2.0692083835601807,279.89593505859375,0.28369140625,1.4137427806854248,0.22080078721046448,1.6606451272964478,0.3907639980316162,2.1271395683288574,0.10495158284902573,2.3876290321350098,0.11724313348531723,2.2602436542510986,294.97430419921875
27,0.28193360567092896,1.3831394910812378,0.21960720419883728,1.5521906614303589,0.39353036880493164,2.0265629291534424,0.10507755726575851,2.233429431915283,0.11802349239587784,2.0496087074279785,274.1874694824219,0.27587890625,1.3720629215240479,0.22207030653953552,1.6403706073760986,0.4016774892807007,2.0937390327453613,0.10939183086156845,2.332899332046509,0.11800611019134521,2.252814531326294,290.5464782714844
28,0.2768663167953491,1.3460009098052979,0.22099609673023224,1.531369686126709,0.4073522090911865,1.9876424074172974,0.10944083333015442,2.180567979812622,0.11886908113956451,2.0358078479766846,269.4832763671875,0.2705078125,1.3347920179367065,0.22392578423023224,1.6253143548965454,0.414713054895401,2.053457260131836,0.11289022117853165,2.2937581539154053,0.118769071996212,2.2448811531066895,286.872802734375
29,0.2708333432674408,1.2814180850982666,0.22259114682674408,1.5163930654525757,0.41849711537361145,1.949592113494873,0.11308684200048447,2.1444406509399414,0.11946099251508713,2.0258901119232178,265.83343505859375,0.26875001192092896,1.276149034500122,0.22470703721046448,1.6037938594818115,0.42714232206344604,2.0154340267181396,0.11907967180013657,2.2630724906921387,0.11953204870223999,2.2430412769317627,283.8535461425781
30,0.26961806416511536,1.2623072862625122,0.22463107109069824,1.4969555139541626,0.4286898374557495,1.9097354412078857,0.1183018907904625,2.114650249481201,0.11979932337999344,2.013990879058838,262.5641784667969,0.2627929747104645,1.2611348628997803,0.22607421875,1.5860910415649414,0.4385610818862915,1.984732985496521,0.1229817196726799,2.245697498321533,0.12232960015535355,2.2420778274536133,281.97967529296875
31,0.26570096611976624,1.2454193830490112,0.22619357705116272,1.4777626991271973,0.4404955506324768,1.868015170097351,0.12224679440259933,2.087416648864746,0.1199120357632637,2.004229784011841,259.49951171875,0.2630859315395355,1.2512142658233643,0.22783203423023224,1.5649521350860596,0.44765564799308777,1.9451555013656616,0.12580734491348267,2.231379985809326,0.12131231278181076,2.2289936542510986,279.55694580078125
32,0.2663194537162781,1.2352474927902222,0.22708334028720856,1.4630978107452393,0.4511474370956421,1.822746992111206,0.12655030190944672,2.0652356147766113,0.12081409245729446,1.9946948289871216,256.7082214355469,0.26220703125,1.2387075424194336,0.22929687798023224,1.5512161254882812,0.4613986015319824,1.9029430150985718,0.13132403790950775,2.207014560699463,0.12131231278181076,2.2321810722351074,277.25469970703125
33,0.26358506083488464,1.2213507890701294,0.22777777910232544,1.4504081010818481,0.4624268114566803,1.7767162322998047,0.1307193487882614,2.0421862602233887,0.12112409621477127,1.987345576286316,253.94427490234375,0.2606445252895355,1.2221391201019287,0.23056641221046448,1.5342199802398682,0.47251418232917786,1.8614966869354248,0.13536061346530914,2.1905949115753174,0.12283824384212494,2.2320520877838135,275.2325744628906
34,0.26005858182907104,1.210298776626587,0.22903646528720856,1.437612533569336,0.4733699858188629,1.73856520652771,0.1408206820487976,2.0040507316589355,0.1224207952618599,1.9809454679489136,250.56044006347656,0.25664061307907104,1.2133501768112183,0.23281249403953552,1.5207502841949463,0.48504453897476196,1.8292020559310913,0.15271800756454468,2.1474993228912354,0.12360122054815292,2.2215566635131836,271.5279846191406
35,0.2553059756755829,1.2030197381973267,0.23060980439186096,1.4259265661239624,0.4854108691215515,1.6993178129196167,0.19016171991825104,1.924365520477295,0.1256624162197113,1.9792581796646118,245.05120849609375,0.25341796875,1.206331491470337,0.23251953721046448,1.5104200839996338,0.4956548511981964,1.791456937789917,0.2674919664859772,2.016651153564453,0.1304679661989212,2.195953607559204,262.16876220703125
36,0.2528103291988373,1.1962578296661377,0.23158636689186096,1.4149959087371826,0.4976869523525238,1.6615025997161865,0.3464032709598541,1.755636215209961,0.1333296000957489,1.9806206226348877,234.7253875732422,0.25361329317092896,1.200900673866272,0.23271484673023224,1.5022945404052734,0.505456805229187,1.7563064098358154,0.38576430082321167,1.857574462890625,0.14140386879444122,2.1882128715515137,252.0757293701172
37,0.2506944537162781,1.1883108615875244,0.2325303852558136,1.4044268131256104,0.5070509314537048,1.6250253915786743,0.39345812797546387,1.6361140012741089,0.1416732221841812,1.976560354232788,226.94923400878906,0.24882812798023224,1.1968448162078857,0.23408202826976776,1.4938511848449707,0.5124293565750122,1.7277038097381592,0.4027180075645447,1.763220191001892,0.15106816589832306,2.175802707672119,245.5536651611328
38,0.25019532442092896,1.181786060333252,0.23417969048023224,1.3957966566085815,0.5139058232307434,1.59701669216156,0.40692150592803955,1.5288119316101074,0.1578531563282013,1.9659512042999268,219.78146362304688,0.24892577528953552,1.1927776336669922,0.2373046875,1.4851477146148682,0.5182902812957764,1.7041761875152588,0.4106566905975342,1.6887598037719727,0.16200408339500427,2.172607421875,240.6516876220703
39,0.2513563334941864,1.1763145923614502,0.23580728471279144,1.386067271232605,0.5203014612197876,1.5693591833114624,0.41392967104911804,1.4709175825119019,0.17228546738624573,1.9554294347763062,215.3884735107422,0.25146484375,1.1906163692474365,0.23798827826976776,1.4764397144317627,0.5232416987419128,1.6842784881591797,0.41698071360588074,1.666285753250122,0.1785350888967514,2.1594855785369873,238.32156372070312
40,0.25090059638023376,1.1720831394195557,0.23718532919883728,1.3763529062271118,0.5265740156173706,1.548258662223816,0.41915977001190186,1.4288092851638794,0.24230463802814484,1.935878872871399,211.640625,0.2500976622104645,1.1853244304656982,0.2392578125,1.4695956707000732,0.5309215784072876,1.6652950048446655,0.4230356216430664,1.6266019344329834,0.34028488397598267,2.1394474506378174,234.7509002685547
41,0.2510742247104645,1.1673592329025269,0.23861762881278992,1.3681315183639526,0.533440113067627,1.5264166593551636,0.42255160212516785,1.4013348817825317,0.4815085530281067,1.862216830253601,206.3776092529297,0.24931640923023224,1.1839936971664429,0.24150390923023224,1.4706834554672241,0.536681592464447,1.6528615951538086,0.42518845200538635,1.6052173376083374,0.579094648361206,2.0315752029418945,228.6436309814453
42,0.2500651180744171,1.1635273694992065,0.23971353471279144,1.3596805334091187,0.5393205881118774,1.503172516822815,0.42540574073791504,1.3691645860671997,0.6287348866462708,1.7826049327850342,200.56687927246094,0.25117188692092896,1.1790825128555298,0.2421875,1.4621837139129639,0.5436540246009827,1.6299517154693604,0.42895597219467163,1.5855611562728882,0.6459817290306091,1.9969562292099,225.47109985351562
43,0.2519639730453491,1.159797191619873,0.24011501669883728,1.3505891561508179,0.5455034375190735,1.4829877614974976,0.4278712868690491,1.347793698310852,0.660700261592865,1.752432107925415,197.550048828125,0.25175780057907104,1.1779744625091553,0.24296875298023224,1.4542057514190674,0.5491107702255249,1.608856201171875,0.43137791752815247,1.5673764944076538,0.6627670526504517,1.967084527015686,222.64389038085938
44,0.25034722685813904,1.1557554006576538,0.24059244990348816,1.3409783840179443,0.5509246587753296,1.4633816480636597,0.4302770793437958,1.3267468214035034,0.6711015701293945,1.73549485206604,195.12835693359375,0.25175780057907104,1.1746000051498413,0.24375000596046448,1.4485294818878174,0.5554770231246948,1.5947656631469727,0.43258893489837646,1.5731124877929688,0.6709054112434387,1.9605436325073242,222.3206024169922
45,0.24960938096046448,1.1527278423309326,0.2413194477558136,1.3336145877838135,0.556110680103302,1.4447113275527954,0.4320702850818634,1.3056994676589966,0.6751605272293091,1.7276740074157715,193.13902282714844,0.24882812798023224,1.1727813482284546,0.24394531548023224,1.4417283535003662,0.5604285001754761,1.5769062042236328,0.4335307776927948,1.552941918373108,0.6734486818313599,1.9521583318710327,220.38272094726562
46,0.24903428554534912,1.1510183811187744,0.24152560532093048,1.3267054557800293,0.5606022477149963,1.4262341260910034,0.4336841106414795,1.2887439727783203,0.6772465705871582,1.7160090208053589,191.22621154785156,0.24882812798023224,1.1709543466567993,0.24531249701976776,1.4357755184173584,0.5650768876075745,1.5624665021896362,0.4352799952030182,1.5465326309204102,0.6757375597953796,1.9360090494155884,218.9627227783203
47,0.24970702826976776,1.1472729444503784,0.2419704794883728,1.3190629482269287,0.566303551197052,1.407221794128418,0.43501394987106323,1.274762511253357,0.6786558628082275,1.6296610832214355,186.24351501464844,0.2508789002895355,1.1681888103485107,0.24599608778953552,1.429335355758667,0.5691189169883728,1.5577703714370728,0.43568363785743713,1.537359356880188,0.6798067688941956,1.7295420169830322,209.41146850585938
48,0.25056424736976624,1.1450523138046265,0.2431640625,1.3125463724136353,0.5710301399230957,1.389846920967102,0.4367174506187439,1.26420259475708,0.6795579791069031,1.4503145217895508,177.50352478027344,0.24970702826976776,1.1646722555160522,0.24736328423023224,1.4216642379760742,0.5737672448158264,1.5338647365570068,0.4355490505695343,1.532171607017517,0.6798067688941956,1.6861302852630615,206.6605682373047
49,0.25018447637557983,1.143210768699646,0.24427083134651184,1.3058940172195435,0.5756896734237671,1.3707242012023926,0.43697142601013184,1.2494256496429443,0.680206298828125,1.4197200536727905,174.88583374023438,0.24843749403953552,1.1619141101837158,0.24726562201976776,1.4200584888458252,0.5781124234199524,1.5198510885238647,0.4374328553676605,1.513838529586792,0.6813327074050903,1.6545528173446655,203.94552612304688
50,0.24952256679534912,1.1400715112686157,0.24448785185813904,1.2995367050170898,0.5815926194190979,1.3503117561340332,0.43782317638397217,1.2344601154327393,0.6812492609024048,1.4010980129241943,172.7408905029297,0.2505859434604645,1.158872127532959,0.24716797471046448,1.412345290184021,0.5848828554153442,1.5031101703643799,0.4379710555076599,1.4959721565246582,0.6813327074050903,1.6555370092391968,202.5528564453125
51,0.25030380487442017,1.1379427909851074,0.24534505605697632,1.2934595346450806,0.5866889953613281,1.330138921737671,0.43861523270606995,1.2228434085845947,0.6816439628601074,1.3914470672607422,171.18048095703125,0.24843749403953552,1.1567926406860352,0.24697265028953552,1.409295916557312,0.5903396010398865,1.488635778427124,0.43891292810440063,1.4925973415374756,0.6818413138389587,1.646628975868225,201.63272094726562
52,0.24911023676395416,1.1341032981872559,0.24531249701976776,1.287172555923462,0.5922333598136902,1.3092405796051025,0.4390634298324585,1.2064661979675293,0.6817002892494202,1.3833645582199097,169.39671325683594,0.24765625596046448,1.1554303169250488,0.24785156548023224,1.4027656316757202,0.5967057943344116,1.4744058847427368,0.4394511282444,1.477647066116333,0.6820956468582153,1.6547772884368896,200.7816619873047
53,0.24847005307674408,1.1310439109802246,0.2466362863779068,1.2814432382583618,0.5975313186645508,1.2888436317443848,0.4394966661930084,1.19797682762146,0.681954026222229,1.376845121383667,168.139892578125,0.24775390326976776,1.1537524461746216,0.24746093153953552,1.3981833457946777,0.6015562415122986,1.4549556970596313,0.44066208600997925,1.4679168462753296,0.6826043128967285,1.6517889499664307,199.64158630371094
54,0.24971787631511688,1.1290314197540283,0.2472330778837204,1.2767834663391113,0.6029190421104431,1.2683134078979492,0.4406921863555908,1.1859666109085083,0.6826867461204529,1.3691933155059814,166.64593505859375,0.25029295682907104,1.1539525985717773,0.24814453721046448,1.3953903913497925,0.6075182557106018,1.4443459510803223,0.44066208600997925,1.4596235752105713,0.6828586459159851,1.6490586996078491,198.80758666992188
55,0.24920789897441864,1.1268088817596436,0.24769964814186096,1.271730899810791,0.6087994575500488,1.2464216947555542,0.44170835614204407,1.1763670444488525,0.6829970479011536,1.3633230924606323,165.33006286621094,0.24863281846046448,1.1483585834503174,0.24941405653953552,1.3874146938323975,0.6131771206855774,1.4177014827728271,0.4420076310634613,1.4491984844207764,0.6828586459159851,1.639779806137085,197.16043090820312
56,0.2490234375,1.123766303062439,0.24909938871860504,1.2669700384140015,0.613884449005127,1.2246943712234497,0.44179800152778625,1.1658517122268677,0.6830533146858215,1.3534420728683472,163.79281616210938,0.24765625596046448,1.1459847688674927,0.2505859434604645,1.3847092390060425,0.6192401647567749,1.3972883224487305,0.44335314631462097,1.435459852218628,0.6831128597259521,1.6316568851470947,195.56423950195312
57,0.24857856333255768,1.12197744846344,0.25002169609069824,1.2625617980957031,0.6196193099021912,1.2035976648330688,0.44278421998023987,1.1591717004776,0.6831660866737366,1.2981592416763306,160.53945922851562,0.24824218451976776,1.1436841487884521,0.2500976622104645,1.3801584243774414,0.6243937611579895,1.381303310394287,0.44348767399787903,1.4299261569976807,0.6826043128967285,1.4429543018341064,186.74740600585938
58,0.24787326157093048,1.118945598602295,0.2508246600627899,1.2583712339401245,0.6258581280708313,1.1807165145874023,0.4434417486190796,1.1542984247207642,0.683053195476532,0.9494629502296448,144.727783203125,0.24687500298023224,1.1451351642608643,0.25078123807907104,1.3745687007904053,0.6303557753562927,1.364593267440796,0.44416049122810364,1.4176000356674194,0.6820956468582153,1.1685001850128174,173.85470581054688
59,0.2481553852558136,1.1172140836715698,0.25192058086395264,1.2536927461624146,0.6332620978355408,1.1570147275924683,0.4434417486190796,1.1466522216796875,0.6839835047721863,0.8663614988327026,140.16513061523438,0.24638672173023224,1.142991304397583,0.2520507872104645,1.3693463802337646,0.6390461325645447,1.3407058715820312,0.4433531165122986,1.4254359006881714,0.6828585863113403,1.145866870880127,172.74961853027344
60,0.24784071743488312,1.1151400804519653,0.25262588262557983,1.2486215829849243,0.6413938999176025,1.1309107542037964,0.4438452422618866,1.1392238140106201,0.6842373609542847,0.8468284010887146,138.29110717773438,0.2470703125,1.1426810026168823,0.25214844942092896,1.3619813919067383,0.6437955498695374,1.3186057806015015,0.4445641040802002,1.4129053354263306,0.6836215853691101,1.1545594930648804,171.8826904296875
61,0.24871961772441864,1.1140612363815308,0.2539713680744171,1.2439007759094238,0.6470726132392883,1.105405569076538,0.44442781805992126,1.1320557594299316,0.6843780279159546,0.8320398330688477,136.65530395507812,0.24697265028953552,1.1435339450836182,0.25244140625,1.3573834896087646,0.6493533849716187,1.2967159748077393,0.44644787907600403,1.4151068925857544,0.6838759183883667,1.1465389728546143,171.15072631835938
62,0.24884982407093048,1.1118725538253784,0.25479599833488464,1.2389750480651855,0.6530539393424988,1.0807420015335083,0.4450405240058899,1.124842882156372,0.6849701404571533,0.824681282043457,135.34913635253906,0.24648436903953552,1.1410245895385742,0.2525390684604645,1.3514889478683472,0.6525869369506836,1.2758861780166626,0.44590964913368225,1.4149391651153564,0.6841301918029785,1.1567790508270264,171.07211303710938
63,0.2482638955116272,1.109463095664978,0.2563042640686035,1.235156536102295,0.6581950783729553,1.0582456588745117,0.4453243613243103,1.118906021118164,0.685364842414856,0.8207926154136658,134.31814575195312,0.24541015923023224,1.1400866508483887,0.255859375,1.3488515615463257,0.6587510704994202,1.2616239786148071,0.4465824365615845,1.393082857131958,0.6854017972946167,1.1533970832824707,169.3667449951172
64,0.24830728769302368,1.1062705516815186,0.25853949785232544,1.2291680574417114,0.6636722087860107,1.0372064113616943,0.44674402475357056,1.1120859384536743,0.6855903267860413,0.8133304119110107,133.09783935546875,0.24589844048023224,1.1384601593017578,0.25605469942092896,1.3444011211395264,0.6635005474090576,1.2496999502182007,0.44792798161506653,1.4039932489395142,0.6859104633331299,1.138558030128479,169.03965759277344
65,0.24938151240348816,1.1035442352294922,0.2596028745174408,1.2246100902557373,0.668511152267456,1.0154343843460083,0.446953147649765,1.1078039407730103,0.6863513588905334,0.8054351806640625,131.9967498779297,0.24726562201976776,1.134153962135315,0.2586914002895355,1.3390605449676514,0.6681488156318665,1.2247562408447266,0.4475242793560028,1.392911672592163,0.6869277954101562,1.136357307434082,167.72109985351562
66,0.2498372346162796,1.1026145219802856,0.26092666387557983,1.2211107015609741,0.6734060645103455,1.0008556842803955,0.4475807547569275,1.1009386777877808,0.6872250437736511,0.8019834160804749,131.1149139404297,0.24882812798023224,1.1313908100128174,0.2598632872104645,1.3364862203598022,0.6727972030639648,1.2132644653320312,0.45008084177970886,1.3914395570755005,0.6856561303138733,1.1346197128295898,167.2820587158203
67,0.2508029639720917,1.1008806228637695,0.26168620586395264,1.2183674573898315,0.6786367297172546,0.984343945980072,0.4482082724571228,1.0958740711212158,0.6876480579376221,0.7945083379745483,130.12045288085938,0.24941405653953552,1.1270618438720703,0.259765625,1.3353632688522339,0.6766371130943298,1.1949334144592285,0.4502153694629669,1.392271876335144,0.6879450678825378,1.1214123964309692,166.332275390625
68,0.25132378935813904,1.098750352859497,0.2627495527267456,1.2144707441329956,0.6831281781196594,0.9660349488258362,0.44879114627838135,1.0915937423706055,0.6879580616950989,0.7884917259216309,129.18345642089844,0.25244140625,1.1246124505996704,0.26093751192092896,1.3313981294631958,0.6808812618255615,1.1854350566864014,0.4510226845741272,1.3864854574203491,0.6876907348632812,1.1287188529968262,166.07589721679688
69,0.2524305582046509,1.098201870918274,0.2635091245174408,1.2111713886260986,0.6873061656951904,0.9525073766708374,0.4496130645275116,1.0860236883163452,0.6882964372634888,0.7854214310646057,128.4166259765625,0.25312501192092896,1.122467041015625,0.2618164122104645,1.3261269330978394,0.6838116645812988,1.1737539768218994,0.45290642976760864,1.3812848329544067,0.6881994009017944,1.109104871749878,164.63880920410156
