epoch,loss,output_1_FN,output_1_FP,output_1_TN,output_1_TP,output_1_acc,output_1_auPRC,output_1_auROC,output_1_loss,output_2_FN,output_2_FP,output_2_TN,output_2_TP,output_2_acc,output_2_auPRC,output_2_auROC,output_2_loss,output_3_FN,output_3_FP,output_3_TN,output_3_TP,output_3_acc,output_3_auPRC,output_3_auROC,output_3_loss,output_4_FN,output_4_FP,output_4_TN,output_4_TP,output_4_acc,output_4_auPRC,output_4_auROC,output_4_loss,output_5_FN,output_5_FP,output_5_TN,output_5_TP,output_5_acc,output_5_auPRC,output_5_auROC,output_5_loss,output_6_FN,output_6_FP,output_6_TN,output_6_TP,output_6_acc,output_6_auPRC,output_6_auROC,output_6_loss,val_loss,val_output_1_FN,val_output_1_FP,val_output_1_TN,val_output_1_TP,val_output_1_acc,val_output_1_auPRC,val_output_1_auROC,val_output_1_loss,val_output_2_FN,val_output_2_FP,val_output_2_TN,val_output_2_TP,val_output_2_acc,val_output_2_auPRC,val_output_2_auROC,val_output_2_loss,val_output_3_FN,val_output_3_FP,val_output_3_TN,val_output_3_TP,val_output_3_acc,val_output_3_auPRC,val_output_3_auROC,val_output_3_loss,val_output_4_FN,val_output_4_FP,val_output_4_TN,val_output_4_TP,val_output_4_acc,val_output_4_auPRC,val_output_4_auROC,val_output_4_loss,val_output_5_FN,val_output_5_FP,val_output_5_TN,val_output_5_TP,val_output_5_acc,val_output_5_auPRC,val_output_5_auROC,val_output_5_loss,val_output_6_FN,val_output_6_FP,val_output_6_TN,val_output_6_TP,val_output_6_acc,val_output_6_auPRC,val_output_6_auROC,val_output_6_loss
56,0.7327314019203186,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,1.7174131983210827e-07,11722.0,7801.0,392199.0,88278.0,0.9023600220680237,0.9681873321533203,0.9902925491333008,0.26278984546661377,28191.0,12510.0,687490.0,71809.0,0.7899500131607056,0.878164529800415,0.9713807106018066,0.6216212511062622,38614.0,9724.0,2190276.0,61386.0,0.7489799857139587,0.836169421672821,0.9786209464073181,0.8458725214004517,35477.0,16424.0,5583576.0,64523.0,0.727180004119873,0.7795913219451904,0.9805713891983032,0.9706096649169922,15753.0,11757.0,4288243.0,84247.0,0.8592900037765503,0.9204729795455933,0.9928684234619141,0.4723389744758606,0.6931447982788086,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,1.8222071673790197e-07,2991.0,1997.0,101295.0,22832.0,0.9038066864013672,0.9692624807357788,0.9905329942703247,0.256458580493927,6846.0,2875.0,177886.0,18977.0,0.8095108866691589,0.8924715518951416,0.9754431843757629,0.5801001191139221,9518.0,2645.0,565461.0,16305.0,0.7597490549087524,0.8436726927757263,0.9797006249427795,0.8131521940231323,8860.0,3837.0,1442251.0,16963.0,0.7379854917526245,0.8006380200386047,0.9849358201026917,0.8982083797454834,4003.0,3015.0,1107374.0,21820.0,0.860783040523529,0.9211124777793884,0.9929433465003967,0.4664466977119446
57,0.7714807987213135,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,1.6857191553754092e-07,11600.0,7860.0,392140.0,88400.0,0.9027699828147888,0.9684872031211853,0.9903686046600342,0.2619730830192566,26205.0,11688.0,688312.0,73795.0,0.8039799928665161,0.8911577463150024,0.9750576019287109,0.5844493508338928,39268.0,17223.0,2182777.0,60732.0,0.7063000202178955,0.7510390281677246,0.9575465321540833,1.1206728219985962,34663.0,16982.0,5583018.0,65337.0,0.7294399738311768,0.7830820679664612,0.9809429049491882,0.9613529443740845,15559.0,11732.0,4288268.0,84441.0,0.8612200021743774,0.9210382103919983,0.992585301399231,0.46994882822036743,0.7302486300468445,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,1.9773568737946334e-07,2948.0,1971.0,101321.0,22875.0,0.9060914516448975,0.9693590402603149,0.9906850457191467,0.25637903809547424,6614.0,2969.0,177792.0,19209.0,0.8082717061042786,0.8939557075500488,0.9760906100273132,0.5720903277397156,9811.0,3396.0,564710.0,16012.0,0.7305890321731567,0.8121811747550964,0.9746566414833069,0.9499690532684326,9022.0,3862.0,1442226.0,16801.0,0.7349262237548828,0.7928858399391174,0.9820917844772339,0.935471773147583,4041.0,3100.0,1107289.0,21782.0,0.8596212863922119,0.9218004941940308,0.993379533290863,0.4653356671333313
58,0.6950578093528748,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,1.7602960156182235e-07,10966.0,7547.0,392453.0,89034.0,0.9073399901390076,0.9704155325889587,0.9910159707069397,0.25247979164123535,24323.0,11524.0,688476.0,75677.0,0.8124399781227112,0.8980322480201721,0.9768592119216919,0.5642879009246826,35514.0,10512.0,2189488.0,64486.0,0.7600200176239014,0.8422698974609375,0.9782627820968628,0.8406624794006348,33644.0,16167.0,5583833.0,66356.0,0.7369899749755859,0.7951618432998657,0.9839233756065369,0.9044317007064819,15215.0,11497.0,4288503.0,84785.0,0.8642799854278564,0.9254913330078125,0.9934133887290955,0.4533753991127014,0.6617074012756348,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,1.8338863583267084e-07,2617.0,1841.0,101451.0,23206.0,0.913526713848114,0.9714595079421997,0.9913613200187683,0.24734169244766235,6017.0,3010.0,177751.0,19806.0,0.8161716461181641,0.9009551405906677,0.9773421287536621,0.5567447543144226,8471.0,2683.0,565423.0,17352.0,0.7729930877685547,0.853258490562439,0.980323314666748,0.7887247204780579,8526.0,3610.0,1442478.0,17297.0,0.7520040273666382,0.8182809352874756,0.9871421456336975,0.8480350375175476,3877.0,2872.0,1107517.0,21946.0,0.8687604069709778,0.9260047078132629,0.9934400320053101,0.45018163323402405
59,0.7490972876548767,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,1.5962085342380306e-07,11184.0,7562.0,392438.0,88816.0,0.9057199954986572,0.9698113203048706,0.9907901287078857,0.25562620162963867,28408.0,13999.0,686001.0,71592.0,0.7703700065612793,0.8568800091743469,0.956484317779541,0.7631908059120178,35902.0,14403.0,2185597.0,64098.0,0.7321900129318237,0.8010940551757812,0.9649271368980408,1.0109950304031372,33543.0,15640.0,5584360.0,66457.0,0.7415099740028381,0.8045530915260315,0.9852560758590698,0.8836431503295898,16077.0,12893.0,4287107.0,83923.0,0.8531699776649475,0.9072463512420654,0.9899176359176636,0.5254614353179932,0.6942421197891235,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,1.5849431633796485e-07,2798.0,1849.0,101443.0,23025.0,0.9101188778877258,0.9711346626281738,0.9911491274833679,0.24846124649047852,7506.0,4161.0,176600.0,18317.0,0.7485187649726868,0.8575637340545654,0.9649879336357117,0.6868270039558411,8966.0,2658.0,565448.0,16857.0,0.7690818309783936,0.8450141549110413,0.9785451889038086,0.8305220007896423,8627.0,3959.0,1442129.0,17196.0,0.7430197596549988,0.8059264421463013,0.9854218363761902,0.8811045289039612,4042.0,2986.0,1107403.0,21781.0,0.8631839752197266,0.9219207167625427,0.9934200048446655,0.46449506282806396
60,0.7438247799873352,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,1.5575375300613814e-07,11029.0,7600.0,392400.0,88971.0,0.9060900211334229,0.9699205160140991,0.9907761216163635,0.2546992301940918,28735.0,12359.0,687641.0,71265.0,0.7805899977684021,0.8753446340560913,0.9697050452232361,0.6407965421676636,35239.0,10556.0,2189444.0,64761.0,0.7648599743843079,0.8419862389564514,0.9773974418640137,0.8453629612922668,34342.0,17525.0,5582475.0,65658.0,0.728380024433136,0.781303346157074,0.9786502718925476,1.0023311376571655,15393.0,11675.0,4288325.0,84607.0,0.8628100156784058,0.9228959679603577,0.9928001761436462,0.4639896750450134,0.7345085740089417,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,1.5454247659363318e-07,2685.0,1798.0,101494.0,23138.0,0.9126747250556946,0.9709893465042114,0.9910637140274048,0.24910765886306763,6474.0,3882.0,176879.0,19349.0,0.7902257442474365,0.8776605725288391,0.9679191708564758,0.6469610929489136,8430.0,2798.0,565308.0,17393.0,0.7753940224647522,0.8534401059150696,0.979195773601532,0.7943906784057617,8315.0,4439.0,1441649.0,17508.0,0.7344228029251099,0.8083464503288269,0.9850679039955139,0.863391101360321,4312.0,3778.0,1106611.0,21511.0,0.8408783078193665,0.8913164138793945,0.9830688238143921,0.6407092809677124
61,0.6606953740119934,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,1.5500580730076763e-07,10071.0,7101.0,392899.0,89929.0,0.913569986820221,0.9727071523666382,0.9916799068450928,0.24166594445705414,25656.0,10876.0,689124.0,74344.0,0.8042600154876709,0.8951866626739502,0.9762347936630249,0.571931779384613,32311.0,10111.0,2189889.0,67689.0,0.7805500030517578,0.8584165573120117,0.9804689884185791,0.7702707648277283,31375.0,14856.0,5585144.0,68625.0,0.7562900185585022,0.8256943821907043,0.9874276518821716,0.8191806077957153,15457.0,12418.0,4287582.0,84543.0,0.8595399856567383,0.9164059162139893,0.9907164573669434,0.4918944537639618,0.6350215077400208,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,1.5857285973197577e-07,2618.0,1892.0,101400.0,23205.0,0.9126747250556946,0.972406804561615,0.9914678931236267,0.2399616539478302,6349.0,2770.0,177991.0,19474.0,0.8159779906272888,0.9010735750198364,0.9774153232574463,0.5564730763435364,7918.0,2499.0,565607.0,17905.0,0.792742908000946,0.865532636642456,0.9816729426383972,0.7478118538856506,7943.0,3729.0,1442359.0,17880.0,0.7627696394920349,0.831078052520752,0.9877320528030396,0.8060174584388733,3925.0,2988.0,1107401.0,21898.0,0.8651977181434631,0.928227424621582,0.9935966730117798,0.44258442521095276
62,0.7324054837226868,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,1.645448577392017e-07,10334.0,7279.0,392721.0,89666.0,0.911329984664917,0.9722739458084106,0.9915500283241272,0.24376961588859558,25866.0,12377.0,687623.0,74134.0,0.8002700209617615,0.8881295919418335,0.9743871092796326,0.5901746153831482,32178.0,12077.0,2187923.0,67822.0,0.7669000029563904,0.8449483513832092,0.9796161651611328,0.8006093502044678,33787.0,17440.0,5582560.0,66213.0,0.7292500138282776,0.7683784365653992,0.9783439636230469,0.9980420470237732,15210.0,11819.0,4288181.0,84790.0,0.8633900284767151,0.9236409664154053,0.991908073425293,0.46731218695640564,0.688012957572937,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,2.1621950452299643e-07,2576.0,1727.0,101565.0,23247.0,0.9166634678840637,0.9734365344047546,0.99189293384552,0.24018022418022156,6839.0,2897.0,177864.0,18984.0,0.8095496296882629,0.894295334815979,0.9754640460014343,0.5766494870185852,8315.0,2353.0,565753.0,17508.0,0.788328230381012,0.8629286289215088,0.9819672703742981,0.7665256857872009,8790.0,4142.0,1441946.0,17033.0,0.7365139722824097,0.7933205962181091,0.9862541556358337,0.9069474935531616,4184.0,2801.0,1107588.0,21639.0,0.8631839752197266,0.9244023561477661,0.9936510920524597,0.46576377749443054
63,0.625293493270874,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,1.6948028758179134e-07,9682.0,6969.0,393031.0,90318.0,0.9158499836921692,0.9738575220108032,0.9920511245727539,0.2356739640235901,23756.0,11774.0,688226.0,76244.0,0.815559983253479,0.9024075269699097,0.9778924584388733,0.5446063280105591,30014.0,10559.0,2189441.0,69986.0,0.7863500118255615,0.8643486499786377,0.9822263717651367,0.7320314645767212,30542.0,14706.0,5585294.0,69458.0,0.7613300085067749,0.8288034200668335,0.9876739382743835,0.8027356863021851,14430.0,10951.0,4289049.0,85570.0,0.8712199926376343,0.932705819606781,0.9939108490943909,0.4269983470439911,0.6332024931907654,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,1.718457554034103e-07,2633.0,1958.0,101334.0,23190.0,0.910815954208374,0.9727324843406677,0.9914894104003906,0.23740790784358978,6197.0,2810.0,177951.0,19626.0,0.8181465864181519,0.9047347903251648,0.9780809879302979,0.5473315119743347,7477.0,2523.0,565583.0,18346.0,0.7947179079055786,0.8703548312187195,0.9820466041564941,0.7385838031768799,8090.0,3744.0,1442344.0,17733.0,0.7576578855514526,0.828327476978302,0.9876395463943481,0.8154370784759521,3859.0,2753.0,1107636.0,21964.0,0.8702706694602966,0.9320389032363892,0.9942979216575623,0.4314122796058655
64,0.6044790148735046,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,1.5679052012274042e-07,9399.0,6890.0,393110.0,90601.0,0.9175900220870972,0.9744182825088501,0.9921870231628418,0.23232123255729675,22462.0,11236.0,688764.0,77538.0,0.8239200115203857,0.9076058864593506,0.9791713356971741,0.5273680090904236,27674.0,10358.0,2189642.0,72326.0,0.8006200194358826,0.8748810887336731,0.9833022356033325,0.6928244829177856,29642.0,14374.0,5585626.0,70358.0,0.76705002784729,0.8379756808280945,0.9881152510643005,0.7792176008224487,14150.0,10716.0,4289284.0,85850.0,0.8737999796867371,0.9355102777481079,0.9942970871925354,0.4157198965549469,0.7375040054321289,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,1.5409928266763018e-07,2531.0,1656.0,101636.0,23292.0,0.9191418290138245,0.9740872383117676,0.9920209646224976,0.23577813804149628,6756.0,3680.0,177081.0,19067.0,0.7817836999893188,0.8774926662445068,0.970615804195404,0.6317068934440613,9025.0,7022.0,561084.0,16798.0,0.6749022006988525,0.7484194040298462,0.9448940753936768,1.2927099466323853,7844.0,4358.0,1441730.0,17979.0,0.7442202568054199,0.8198015689849854,0.9861745238304138,0.8232041597366333,3728.0,3114.0,1107275.0,22095.0,0.8657785654067993,0.9273573160171509,0.9928431510925293,0.44603481888771057
65,0.614313542842865,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,1.5840586797821743e-07,9247.0,6807.0,393193.0,90753.0,0.9188899993896484,0.974961519241333,0.9923989176750183,0.22985558211803436,21971.0,11226.0,688774.0,78029.0,0.8267899751663208,0.9091099500656128,0.9794890880584717,0.5259907245635986,28808.0,12497.0,2187503.0,71192.0,0.7812399864196777,0.8521210551261902,0.976374089717865,0.7971654534339905,29017.0,13991.0,5586009.0,70983.0,0.7728099822998047,0.8432651162147522,0.9886717796325684,0.7642315626144409,14061.0,10676.0,4289324.0,85939.0,0.8750799894332886,0.9364451169967651,0.9943703413009644,0.4121904969215393,0.5887674689292908,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,1.6093198951239174e-07,2424.0,1750.0,101542.0,23399.0,0.9192193150520325,0.9738132357597351,0.9920582175254822,0.23322927951812744,5396.0,2870.0,177891.0,20427.0,0.8304999470710754,0.9127126932144165,0.9801855683326721,0.513972282409668,6958.0,2499.0,565607.0,18865.0,0.8060643672943115,0.8807870745658875,0.9841644167900085,0.6770709753036499,7406.0,3509.0,1442579.0,18417.0,0.7726445198059082,0.8474698066711426,0.9891409873962402,0.754683792591095,3614.0,2711.0,1107678.0,22209.0,0.8745304346084595,0.9367452263832092,0.9941814541816711,0.4084348678588867
66,0.5843843817710876,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,1.5059366376135586e-07,9038.0,6678.0,393322.0,90962.0,0.9203000068664551,0.9759979248046875,0.9927002787590027,0.22443880140781403,20917.0,11421.0,688579.0,79083.0,0.8310700058937073,0.9124488234519958,0.9804133772850037,0.511447012424469,27221.0,9942.0,2190058.0,72779.0,0.8032900094985962,0.8792200684547424,0.984156608581543,0.672663152217865,28328.0,14204.0,5585796.0,71672.0,0.7747799754142761,0.8472725749015808,0.9887317419052124,0.7506182789802551,13779.0,10514.0,4289486.0,86221.0,0.8765000104904175,0.9385356903076172,0.9944779872894287,0.40361741185188293,0.5761698484420776,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,1.5790337215548789e-07,2341.0,1720.0,101572.0,23482.0,0.9201487302780151,0.9758133888244629,0.9925618171691895,0.22615891695022583,5329.0,2677.0,178084.0,20494.0,0.8387483954429626,0.916224479675293,0.981044352054596,0.503287136554718,6633.0,2526.0,565580.0,19190.0,0.809007465839386,0.8861752152442932,0.9852128028869629,0.6578496098518372,7328.0,3367.0,1442721.0,18495.0,0.7809704542160034,0.852652907371521,0.9895647168159485,0.7387783527374268,3535.0,2755.0,1107634.0,22288.0,0.876544177532196,0.938210129737854,0.9942931532859802,0.4020366966724396
67,0.614028811454773,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,1.727502763060329e-07,9215.0,6792.0,393208.0,90785.0,0.9191200137138367,0.9752990007400513,0.9924682378768921,0.2274939864873886,21231.0,11207.0,688793.0,78769.0,0.8309800028800964,0.9127933979034424,0.9804800748825073,0.5112098455429077,30652.0,13847.0,2186153.0,69348.0,0.7628700137138367,0.8316776752471924,0.9762542247772217,0.8220676779747009,28718.0,13971.0,5586029.0,71282.0,0.7753900289535522,0.8466556072235107,0.9887062907218933,0.7567020058631897,14123.0,10656.0,4289344.0,85877.0,0.8745099902153015,0.9366016387939453,0.9943491220474243,0.4109838008880615,0.5729414820671082,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,1.6321256168794207e-07,2282.0,1645.0,101647.0,23541.0,0.9230530858039856,0.9762006998062134,0.9927100539207458,0.2237839698791504,5186.0,2861.0,177900.0,20637.0,0.8372768759727478,0.916986346244812,0.9812657237052917,0.4934000074863434,6831.0,2450.0,565656.0,18992.0,0.8133834004402161,0.8851490020751953,0.9858997464179993,0.6479546427726746,7308.0,3413.0,1442675.0,18515.0,0.7806606292724609,0.8537324666976929,0.9895140528678894,0.7336039543151855,3532.0,2763.0,1107626.0,22291.0,0.876466691493988,0.9375656247138977,0.9941925406455994,0.4057812988758087
68,0.5682358145713806,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,1.5101443295861827e-07,8789.0,6620.0,393380.0,91211.0,0.9221299886703491,0.9768174886703491,0.9929054975509644,0.21918964385986328,19841.0,10879.0,689121.0,80159.0,0.8391000032424927,0.9187471270561218,0.9819807410240173,0.48762452602386475,25339.0,10038.0,2189962.0,74661.0,0.8117799758911133,0.887209951877594,0.985908567905426,0.6425949931144714,27235.0,13894.0,5586106.0,72765.0,0.7824699878692627,0.8553531169891357,0.9890830516815186,0.7309336066246033,13601.0,10546.0,4289454.0,86399.0,0.877780020236969,0.9396669864654541,0.9946369528770447,0.3987481892108917,0.5665366649627686,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,1.533974511858105e-07,2189.0,1633.0,101659.0,23634.0,0.9254540801048279,0.9766747951507568,0.9927012324333191,0.21759863197803497,5187.0,2781.0,177980.0,20636.0,0.8365023136138916,0.9172038435935974,0.9815755486488342,0.4895584285259247,6395.0,2453.0,565653.0,19428.0,0.8165201544761658,0.8902936577796936,0.987159252166748,0.621551513671875,7068.0,3725.0,1442363.0,18755.0,0.7803508639335632,0.853418231010437,0.9895201325416565,0.7257969379425049,3557.0,2889.0,1107500.0,22266.0,0.8732138276100159,0.9354280233383179,0.9943438768386841,0.41086411476135254
69,0.5513724088668823,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,1.4770259326724045e-07,8547.0,6419.0,393581.0,91453.0,0.9246600270271301,0.9775457382202148,0.9931353330612183,0.2149183601140976,19133.0,10666.0,689334.0,80867.0,0.842989981174469,0.9223262071609497,0.9828647375106812,0.4749058485031128,24179.0,9672.0,2190328.0,75821.0,0.8215000033378601,0.8937411904335022,0.9869810342788696,0.6191905736923218,26810.0,13516.0,5586484.0,73190.0,0.7863600254058838,0.8605520129203796,0.9895767569541931,0.7119768857955933,13327.0,10118.0,4289882.0,86673.0,0.8810399770736694,0.9430224895477295,0.9949277639389038,0.3850652277469635,0.5520195364952087,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,1.4987959673362639e-07,2119.0,1616.0,101676.0,23704.0,0.9267320036888123,0.9774736762046814,0.9931746125221252,0.213643878698349,4906.0,2607.0,178154.0,20917.0,0.8499786853790283,0.9236152172088623,0.9824509620666504,0.48516765236854553,5933.0,2583.0,565523.0,19890.0,0.8255818486213684,0.8955296277999878,0.9868306517601013,0.630305826663971,6899.0,3323.0,1442765.0,18924.0,0.7913874983787537,0.8641542196273804,0.990095853805542,0.7033994793891907,3430.0,2675.0,1107714.0,22393.0,0.8806102871894836,0.9414703249931335,0.9947603344917297,0.39068958163261414
70,0.5596157908439636,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,1.496159995895141e-07,8678.0,6620.0,393380.0,91322.0,0.9229999780654907,0.9773457646369934,0.993092954158783,0.21565015614032745,19038.0,10782.0,689218.0,80962.0,0.8436899781227112,0.9223757982254028,0.9827216863632202,0.47741273045539856,24200.0,11078.0,2188922.0,75800.0,0.8138899803161621,0.8870618939399719,0.9857140183448792,0.6403763890266418,26691.0,13840.0,5586160.0,73309.0,0.7855799794197083,0.8593750596046448,0.9891270995140076,0.7156274914741516,13440.0,10345.0,4289655.0,86560.0,0.8794000148773193,0.9409789443016052,0.9943493604660034,0.39476433396339417,0.5933715105056763,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,1.6544220216019312e-07,2221.0,1669.0,101623.0,23602.0,0.9246795773506165,0.9765760898590088,0.9927984476089478,0.22044052183628082,5264.0,2531.0,178230.0,20559.0,0.8479650020599365,0.9195981621742249,0.9814270734786987,0.49934911727905273,6294.0,3394.0,564712.0,19529.0,0.8061805367469788,0.8746404051780701,0.9832543730735779,0.698037326335907,7065.0,4112.0,1441976.0,18758.0,0.7705920934677124,0.8413069844245911,0.9875675439834595,0.7629225850105286,3615.0,2644.0,1107745.0,22208.0,0.8764280080795288,0.9372976422309875,0.9948909282684326,0.4054591655731201
71,0.5397786498069763,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,1.518727117399976e-07,8376.0,6433.0,393567.0,91624.0,0.9249299764633179,0.9782043099403381,0.9933221340179443,0.21108344197273254,18424.0,10430.0,689570.0,81576.0,0.8492500185966492,0.9266166687011719,0.9838456511497498,0.4584781229496002,22996.0,10393.0,2189607.0,77004.0,0.8229100108146667,0.8973526358604431,0.9874815344810486,0.602412760257721,26097.0,13504.0,5586496.0,73903.0,0.7899600267410278,0.8657041192054749,0.9899997115135193,0.6949406862258911,13177.0,10091.0,4289909.0,86823.0,0.8819299936294556,0.9438914060592651,0.9948703050613403,0.38270214200019836,0.5327882766723633,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,1.619335989744286e-07,2008.0,1539.0,101753.0,23815.0,0.9309142827987671,0.9792118072509766,0.9936143755912781,0.20510919392108917,4643.0,2523.0,178238.0,21180.0,0.8531928658485413,0.9293028116226196,0.9841634631156921,0.45253488421440125,5707.0,2384.0,565722.0,20116.0,0.8371219635009766,0.9037396907806396,0.9882014393806458,0.6021345257759094,6652.0,3468.0,1442620.0,19171.0,0.7913488149642944,0.8677904605865479,0.9904038906097412,0.6853570938110352,3379.0,2489.0,1107900.0,22444.0,0.8849475383758545,0.9456087350845337,0.9952303171157837,0.3749387264251709
72,0.6005861759185791,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,2.4431236056443595e-07,9124.0,6981.0,393019.0,90876.0,0.9189299941062927,0.9757110476493835,0.9925624132156372,0.22437281906604767,19182.0,10516.0,689484.0,80818.0,0.8440999984741211,0.9230567216873169,0.9827289581298828,0.47690221667289734,25247.0,11699.0,2188301.0,74753.0,0.8041099905967712,0.8781571984291077,0.984737753868103,0.666489839553833,27592.0,15123.0,5584877.0,72408.0,0.774869978427887,0.8412940502166748,0.9849201440811157,0.8015938997268677,13619.0,10574.0,4289426.0,86381.0,0.8776699900627136,0.9397730827331543,0.9945947527885437,0.3982796370983124,0.5973536372184753,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,4.582673227560008e-07,2268.0,1669.0,101623.0,23555.0,0.9228594899177551,0.9768964052200317,0.9929859042167664,0.21782487630844116,5123.0,2582.0,178179.0,20700.0,0.8435890674591064,0.9229347109794617,0.9826357364654541,0.4828569293022156,6246.0,2905.0,565201.0,19577.0,0.8097045421600342,0.8880355358123779,0.9860454797744751,0.6534663438796997,7293.0,3819.0,1442269.0,18530.0,0.7696239948272705,0.8454777598381042,0.987521231174469,0.8010450601577759,3504.0,2722.0,1107667.0,22319.0,0.8782093524932861,0.9404870271682739,0.9950612783432007,0.39524707198143005
73,0.6399226784706116,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,9.351348353447975e-07,8862.0,6593.0,393407.0,91138.0,0.9221299886703491,0.9764552116394043,0.9928008913993835,0.22127917408943176,19944.0,10297.0,689703.0,80056.0,0.8411099910736084,0.9207992553710938,0.9824017286300659,0.4831242263317108,25201.0,10249.0,2189751.0,74799.0,0.8124600052833557,0.8870248794555664,0.9858212471008301,0.6540820002555847,30150.0,16693.0,5583307.0,69850.0,0.7530400156974792,0.8147081136703491,0.9807787537574768,0.899220883846283,13851.0,10581.0,4289419.0,86149.0,0.8756300210952759,0.9391480088233948,0.9948719143867493,0.4017808139324188,0.5430449843406677,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,2.2791688536472066e-07,2059.0,1614.0,101678.0,23764.0,0.9288618564605713,0.9786273241043091,0.9933554530143738,0.20614470541477203,4586.0,2537.0,178224.0,21237.0,0.8539673686027527,0.9295588731765747,0.9839313626289368,0.45607665181159973,5985.0,2753.0,565353.0,19838.0,0.8189210891723633,0.8969908952713013,0.987677276134491,0.5947749018669128,7047.0,3217.0,1442871.0,18776.0,0.7894512414932251,0.8629554510116577,0.9899755120277405,0.7129197716712952,3337.0,2609.0,1107780.0,22486.0,0.8837082982063293,0.9453893303871155,0.9950452446937561,0.3747194707393646
74,0.583107054233551,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,3.1624756502424134e-07,8346.0,6515.0,393485.0,91654.0,0.9250199794769287,0.9780081510543823,0.9932636618614197,0.21238289773464203,18347.0,10329.0,689671.0,81653.0,0.8484399914741516,0.9270744919776917,0.9836984872817993,0.45941898226737976,24046.0,11139.0,2188861.0,75954.0,0.8124899864196777,0.8867864608764648,0.9851759672164917,0.6464791893959045,27419.0,14091.0,5585909.0,72581.0,0.7807400226593018,0.8483000993728638,0.9858613610267639,0.7808298468589783,13265.0,10161.0,4289839.0,86735.0,0.8815699815750122,0.9433231353759766,0.9947160482406616,0.3849615752696991,0.8707714676856995,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,3.5480379665386863e-06,2662.0,1841.0,101451.0,23161.0,0.9130619764328003,0.9726230502128601,0.9918439984321594,0.24127207696437836,6351.0,2252.0,178509.0,19472.0,0.8311195373535156,0.9106323719024658,0.9797178506851196,0.5369135737419128,7857.0,2412.0,565694.0,17966.0,0.7868566513061523,0.868290901184082,0.9861569404602051,0.7099677324295044,9016.0,4497.0,1441591.0,16807.0,0.7228440046310425,0.7340164184570312,0.957356333732605,1.380879521369934,4226.0,2912.0,1107477.0,21597.0,0.8606668710708618,0.920823335647583,0.9924529790878296,0.4658225476741791
