epoch,loss,output_1_FN,output_1_FP,output_1_TN,output_1_TP,output_1_acc,output_1_auPRC,output_1_auROC,output_1_loss,output_2_FN,output_2_FP,output_2_TN,output_2_TP,output_2_acc,output_2_auPRC,output_2_auROC,output_2_loss,output_3_FN,output_3_FP,output_3_TN,output_3_TP,output_3_acc,output_3_auPRC,output_3_auROC,output_3_loss,output_4_FN,output_4_FP,output_4_TN,output_4_TP,output_4_acc,output_4_auPRC,output_4_auROC,output_4_loss,output_5_FN,output_5_FP,output_5_TN,output_5_TP,output_5_acc,output_5_auPRC,output_5_auROC,output_5_loss,output_6_FN,output_6_FP,output_6_TN,output_6_TP,output_6_acc,output_6_auPRC,output_6_auROC,output_6_loss,val_loss,val_output_1_FN,val_output_1_FP,val_output_1_TN,val_output_1_TP,val_output_1_acc,val_output_1_auPRC,val_output_1_auROC,val_output_1_loss,val_output_2_FN,val_output_2_FP,val_output_2_TN,val_output_2_TP,val_output_2_acc,val_output_2_auPRC,val_output_2_auROC,val_output_2_loss,val_output_3_FN,val_output_3_FP,val_output_3_TN,val_output_3_TP,val_output_3_acc,val_output_3_auPRC,val_output_3_auROC,val_output_3_loss,val_output_4_FN,val_output_4_FP,val_output_4_TN,val_output_4_TP,val_output_4_acc,val_output_4_auPRC,val_output_4_auROC,val_output_4_loss,val_output_5_FN,val_output_5_FP,val_output_5_TN,val_output_5_TP,val_output_5_acc,val_output_5_auPRC,val_output_5_auROC,val_output_5_loss,val_output_6_FN,val_output_6_FP,val_output_6_TN,val_output_6_TP,val_output_6_acc,val_output_6_auPRC,val_output_6_auROC,val_output_6_loss
332,0.09496679902076721,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,1.601153201136185e-07,1446.0,1349.0,398651.0,98554.0,0.9861000180244446,0.9990469217300415,0.9996896982192993,0.03597835823893547,3055.0,2205.0,697795.0,96945.0,0.9730299711227417,0.9964791536331177,0.9991602897644043,0.08059234172105789,3809.0,2505.0,2197495.0,96191.0,0.9676899909973145,0.9947471022605896,0.9991663694381714,0.10453268885612488,4532.0,3013.0,5596987.0,95468.0,0.9610499739646912,0.9922986030578613,0.9987471103668213,0.13164813816547394,2037.0,1479.0,4298521.0,97963.0,0.9820799827575684,0.9978886842727661,0.999629020690918,0.05608084797859192,0.2365237921476364,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,1.5686421761529346e-07,671.0,617.0,102675.0,25152.0,0.9750997424125671,0.9929034113883972,0.997160017490387,0.0888596624135971,1307.0,1060.0,179701.0,24516.0,0.953142523765564,0.9845993518829346,0.9948861002922058,0.17343850433826447,1589.0,1232.0,566874.0,24234.0,0.9434999823570251,0.9773352742195129,0.9944514632225037,0.22799673676490784,2057.0,1607.0,1444481.0,23766.0,0.9271579384803772,0.9666897654533386,0.9928019046783447,0.3038698136806488,1253.0,1077.0,1109312.0,24570.0,0.9542268514633179,0.9794600605964661,0.9949784874916077,0.19273844361305237
333,0.09055974334478378,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,1.5187963242624392e-07,1425.0,1333.0,398667.0,98575.0,0.9862499833106995,0.9991024732589722,0.9997118711471558,0.03533367067575455,3424.0,2621.0,697379.0,96576.0,0.9691299796104431,0.9951515197753906,0.9986398816108704,0.09392687678337097,3816.0,2555.0,2197445.0,96184.0,0.9669899940490723,0.9947062134742737,0.9991199374198914,0.10383894294500351,4302.0,2860.0,5597140.0,95698.0,0.9632700085639954,0.9932087659835815,0.9989715814590454,0.12307403981685638,1935.0,1328.0,4298672.0,98065.0,0.9833700060844421,0.9981956481933594,0.9997038245201111,0.051277391612529755,0.23766382038593292,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,1.5209062098620052e-07,640.0,597.0,102695.0,25183.0,0.9757967591285706,0.9927427172660828,0.9969598054885864,0.0905298963189125,1326.0,1090.0,179671.0,24497.0,0.9520582556724548,0.9832686185836792,0.9941779375076294,0.18592950701713562,1649.0,1301.0,566805.0,24174.0,0.9408279657363892,0.9762524366378784,0.994149386882782,0.23737646639347076,2068.0,1649.0,1444439.0,23755.0,0.9256864190101624,0.9662448167800903,0.9925954937934875,0.30147048830986023,1268.0,1056.0,1109333.0,24555.0,0.9543430209159851,0.9787589907646179,0.9948006868362427,0.1920841932296753
334,0.08534564822912216,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,1.462236838278841e-07,1393.0,1312.0,398688.0,98607.0,0.98649001121521,0.9991210699081421,0.9997161030769348,0.03412114083766937,3148.0,2299.0,697701.0,96852.0,0.9718999862670898,0.996226966381073,0.9990602731704712,0.0821605697274208,3692.0,2437.0,2197563.0,96308.0,0.9683499932289124,0.9950207471847534,0.9991701245307922,0.10066932439804077,4091.0,2734.0,5597266.0,95909.0,0.9648100137710571,0.9937406182289124,0.999008297920227,0.11671417206525803,1823.0,1278.0,4298722.0,98177.0,0.9842000007629395,0.9985316395759583,0.9997687339782715,0.04697839170694351,0.2352638989686966,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,1.4435794071232522e-07,636.0,591.0,102701.0,25187.0,0.976029098033905,0.9924201965332031,0.9968644976615906,0.0911034643650055,1256.0,1037.0,179724.0,24567.0,0.9546141028404236,0.9843826293945312,0.9948389530181885,0.17315414547920227,1554.0,1222.0,566884.0,24269.0,0.944468080997467,0.9772675037384033,0.9943025708198547,0.22926461696624756,1941.0,1687.0,1444401.0,23882.0,0.929249107837677,0.9667443037033081,0.9924262166023254,0.2996539771556854,1174.0,1101.0,1109288.0,24649.0,0.955853283405304,0.9783537983894348,0.9945738911628723,0.1933538168668747
335,0.08035530894994736,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,1.407781127227281e-07,1339.0,1252.0,398748.0,98661.0,0.9870200157165527,0.9991773366928101,0.9997326135635376,0.03299260139465332,2890.0,2125.0,697875.0,97110.0,0.9744499921798706,0.9968369007110596,0.9992381930351257,0.07500655204057693,3502.0,2336.0,2197664.0,96498.0,0.9702000021934509,0.9954290390014648,0.9992241859436035,0.09555666893720627,3840.0,2532.0,5597468.0,96160.0,0.9669600129127502,0.9944727420806885,0.9991308450698853,0.10941474884748459,1762.0,1255.0,4298745.0,98238.0,0.9846299886703491,0.9987536072731018,0.9998358488082886,0.04477108269929886,0.23536717891693115,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,1.4177267360082624e-07,640.0,609.0,102683.0,25183.0,0.9755644202232361,0.9924777746200562,0.996859073638916,0.09165137261152267,1250.0,1039.0,179722.0,24573.0,0.9548464417457581,0.9841874837875366,0.994737446308136,0.17154541611671448,1545.0,1201.0,566905.0,24278.0,0.9448940753936768,0.9775170683860779,0.9942482709884644,0.2296813279390335,1981.0,1578.0,1444510.0,23842.0,0.929249107837677,0.9666061401367188,0.992313802242279,0.30163803696632385,1253.0,1046.0,1109343.0,24570.0,0.9548851847648621,0.9785817861557007,0.9946905970573425,0.1911221295595169
336,0.08019779622554779,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,1.3685252042705542e-07,1356.0,1277.0,398723.0,98644.0,0.98676997423172,0.9992235898971558,0.9997595548629761,0.0328732468187809,2855.0,2105.0,697895.0,97145.0,0.9745500087738037,0.9969751834869385,0.9992859959602356,0.07386696338653564,3636.0,2403.0,2197597.0,96364.0,0.968940019607544,0.9950591325759888,0.9990847110748291,0.09879092127084732,3913.0,2586.0,5597414.0,96087.0,0.9663699865341187,0.9943775534629822,0.9991195201873779,0.10911353677511215,1693.0,1181.0,4298819.0,98307.0,0.985230028629303,0.9988707304000854,0.9998577237129211,0.043193839490413666,0.23905256390571594,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,1.4122799996130198e-07,696.0,661.0,102631.0,25127.0,0.9735507369041443,0.9921655654907227,0.9967125654220581,0.09809045493602753,1249.0,1055.0,179706.0,24574.0,0.9543817639350891,0.9845523238182068,0.9949225783348083,0.17507405579090118,1553.0,1241.0,566865.0,24270.0,0.9448553323745728,0.9765372276306152,0.9938207864761353,0.2408219873905182,1971.0,1576.0,1444512.0,23852.0,0.9300623536109924,0.9665311574935913,0.9924842715263367,0.3033379018306732,1182.0,1110.0,1109279.0,24641.0,0.9553111791610718,0.9781835079193115,0.9945366382598877,0.19336578249931335
337,0.07689238339662552,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,1.3709332336020452e-07,1363.0,1273.0,398727.0,98637.0,0.9868000149726868,0.9993199110031128,0.9997912049293518,0.032173704355955124,2768.0,2066.0,697934.0,97232.0,0.9755499958992004,0.9970552921295166,0.9992756247520447,0.07260414958000183,3483.0,2351.0,2197649.0,96517.0,0.9700499773025513,0.9953716993331909,0.9991424679756165,0.09483949095010757,3673.0,2459.0,5597541.0,96327.0,0.9683799743652344,0.9949585795402527,0.9992191195487976,0.10296254605054855,1703.0,1191.0,4298809.0,98297.0,0.9851700067520142,0.9988599419593811,0.999847948551178,0.04309464991092682,0.2408260703086853,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,1.3868431381069968e-07,640.0,602.0,102690.0,25183.0,0.9757967591285706,0.9922388792037964,0.9967476725578308,0.09092660993337631,1244.0,1029.0,179732.0,24579.0,0.9550400972366333,0.9844303131103516,0.9948338866233826,0.1728483885526657,1543.0,1253.0,566853.0,24280.0,0.9441195726394653,0.9766217470169067,0.993916928768158,0.2330516129732132,1890.0,1690.0,1444398.0,23933.0,0.92975252866745,0.9652681946754456,0.9917628169059753,0.30778422951698303,1172.0,1130.0,1109259.0,24651.0,0.9551562666893005,0.9774010181427002,0.9942132234573364,0.19848881661891937
338,0.07484472543001175,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,1.3688469380213064e-07,1380.0,1298.0,398702.0,98620.0,0.9866399765014648,0.9992384910583496,0.9997655153274536,0.03281345218420029,2760.0,2048.0,697952.0,97240.0,0.9757199883460999,0.9971362352371216,0.999315083026886,0.07192310690879822,3450.0,2343.0,2197657.0,96550.0,0.9704099893569946,0.9956372976303101,0.9992585778236389,0.0930202528834343,3678.0,2442.0,5597558.0,96322.0,0.968500018119812,0.9951474070549011,0.9992720484733582,0.10032008588314056,1622.0,1166.0,4298834.0,98378.0,0.9858300089836121,0.998988151550293,0.9998749494552612,0.041051190346479416,0.23746240139007568,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,1.3802410592234082e-07,637.0,605.0,102687.0,25186.0,0.9757193326950073,0.9921829700469971,0.9967190623283386,0.09004441648721695,1200.0,983.0,179778.0,24623.0,0.9563567638397217,0.9847223162651062,0.994918704032898,0.16718453168869019,1494.0,1193.0,566913.0,24329.0,0.9463656544685364,0.9769349098205566,0.9940057396888733,0.2288149893283844,1978.0,1628.0,1444460.0,23845.0,0.9286295175552368,0.9656086564064026,0.9918619394302368,0.3068484365940094,1234.0,1028.0,1109361.0,24589.0,0.9555435180664062,0.9789571762084961,0.9947019219398499,0.19241991639137268
339,0.07614460587501526,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,1.3601804482732405e-07,1325.0,1256.0,398744.0,98675.0,0.9871000051498413,0.9992848038673401,0.9997778534889221,0.032331954687833786,2806.0,2103.0,697897.0,97194.0,0.975059986114502,0.9971017837524414,0.9992855191230774,0.07197430729866028,3448.0,2333.0,2197667.0,96552.0,0.9702500104904175,0.9954479932785034,0.9991851449012756,0.09416808933019638,3736.0,2421.0,5597579.0,96264.0,0.9680200219154358,0.9950730800628662,0.9992318749427795,0.10025297850370407,1754.0,1284.0,4298716.0,98246.0,0.9846799969673157,0.9985132813453674,0.9997500777244568,0.04469002038240433,0.2634269893169403,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,1.4464872322150768e-07,720.0,675.0,102617.0,25103.0,0.9727374911308289,0.992089569568634,0.9968550205230713,0.09790049493312836,1310.0,1063.0,179698.0,24513.0,0.9531038403511047,0.9841422438621521,0.9948806166648865,0.17758850753307343,1639.0,1279.0,566827.0,24184.0,0.9420284032821655,0.9753854274749756,0.9936211109161377,0.251007616519928,2135.0,1698.0,1444390.0,23688.0,0.9242535829544067,0.9633530378341675,0.9917975664138794,0.3261817395687103,1365.0,1182.0,1109207.0,24458.0,0.9503543376922607,0.9726252555847168,0.9926422834396362,0.2350136935710907
340,0.07405171543359756,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,1.3734366177686752e-07,1309.0,1219.0,398781.0,98691.0,0.9872900247573853,0.9993115067481995,0.999774694442749,0.03178703039884567,2692.0,2017.0,697983.0,97308.0,0.9760599732398987,0.9970934391021729,0.9992823600769043,0.071600042283535,3435.0,2313.0,2197687.0,96565.0,0.9706599712371826,0.9956853985786438,0.9992665648460388,0.09168010950088501,3669.0,2379.0,5597621.0,96331.0,0.9686899781227112,0.9952855110168457,0.9992945790290833,0.09751076251268387,1657.0,1206.0,4298794.0,98343.0,0.9854900240898132,0.9986632466316223,0.9997527599334717,0.043061260133981705,0.2423763871192932,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,1.4089107480685925e-07,638.0,591.0,102701.0,25185.0,0.9759904146194458,0.9922376275062561,0.9967547655105591,0.09193094819784164,1243.0,1021.0,179740.0,24580.0,0.9548851847648621,0.9841100573539734,0.9947057366371155,0.17228326201438904,1530.0,1217.0,566889.0,24293.0,0.945048987865448,0.9757733941078186,0.9936135411262512,0.24072013795375824,1983.0,1609.0,1444479.0,23840.0,0.9290555119514465,0.9641743302345276,0.9916053414344788,0.30848830938339233,1233.0,1035.0,1109354.0,24590.0,0.9556209444999695,0.9772194027900696,0.994318962097168,0.19845464825630188
341,0.17913402616977692,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,3.441439559992432e-07,2334.0,2132.0,397868.0,97666.0,0.9776099920272827,0.9974142909049988,0.9991253018379211,0.05932973697781563,4706.0,3380.0,696620.0,95294.0,0.9585000276565552,0.99113929271698,0.9972654581069946,0.1324690282344818,5939.0,4011.0,2195989.0,94061.0,0.9483799934387207,0.9866937398910522,0.9972203969955444,0.17722681164741516,7013.0,5463.0,5594537.0,92987.0,0.9361400008201599,0.9746346473693848,0.9941808581352234,0.26922163367271423,3012.0,2508.0,4297492.0,96988.0,0.9718999862670898,0.9936696290969849,0.9987938404083252,0.09366771578788757,0.2440248429775238,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,3.118728670870041e-07,695.0,658.0,102634.0,25128.0,0.973357081413269,0.9929101467132568,0.9972391724586487,0.09077633917331696,1357.0,1027.0,179734.0,24466.0,0.9529876708984375,0.984840989112854,0.9951573014259338,0.17462153732776642,1798.0,1350.0,566756.0,24025.0,0.9372652173042297,0.9742553234100342,0.9933182001113892,0.25467649102211,2228.0,1745.0,1444343.0,23595.0,0.9202648997306824,0.9635093212127686,0.9925720691680908,0.31490322947502136,1298.0,1061.0,1109328.0,24525.0,0.9536846876144409,0.9797504544258118,0.995144248008728,0.18776251375675201
342,0.08982398360967636,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,1.9686531516072137e-07,1529.0,1435.0,398565.0,98471.0,0.9852399826049805,0.9991339445114136,0.9997462034225464,0.036735232919454575,3142.0,2239.0,697761.0,96858.0,0.9727100133895874,0.9967141151428223,0.9992502927780151,0.07968935370445251,4134.0,2702.0,2197298.0,95866.0,0.9647899866104126,0.9932056069374084,0.9982975721359253,0.11567158252000809,4576.0,2972.0,5597028.0,95424.0,0.9613000154495239,0.9929970502853394,0.9990600943565369,0.12197373062372208,1824.0,1350.0,4298650.0,98176.0,0.9837300181388855,0.9988028407096863,0.9998701214790344,0.0466226227581501,0.23658950626850128,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,1.5779677653426916e-07,649.0,606.0,102686.0,25174.0,0.9754482507705688,0.9926472902297974,0.9969372153282166,0.09236153960227966,1243.0,1014.0,179747.0,24580.0,0.9551562666893005,0.9844516515731812,0.9948387742042542,0.17072084546089172,1578.0,1239.0,566867.0,24245.0,0.9436935782432556,0.975387454032898,0.993447482585907,0.23942077159881592,2050.0,1619.0,1444469.0,23773.0,0.9274290204048157,0.9656493067741394,0.99239182472229,0.29991239309310913,1237.0,1064.0,1109325.0,24586.0,0.9547302722930908,0.9781627058982849,0.9945589900016785,0.19219720363616943
343,0.07765362411737442,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,1.4970643746892165e-07,1361.0,1265.0,398735.0,98639.0,0.986810028553009,0.9992370009422302,0.9997720122337341,0.03321269527077675,2799.0,2099.0,697901.0,97201.0,0.9754400253295898,0.997052013874054,0.9993118047714233,0.07304222881793976,3506.0,2359.0,2197641.0,96494.0,0.969789981842041,0.9947099685668945,0.9988517165184021,0.10024675726890564,3897.0,2550.0,5597450.0,96103.0,0.9666900038719177,0.99471515417099,0.9992185235023499,0.10359281301498413,1643.0,1136.0,4298864.0,98357.0,0.9857800006866455,0.9989298582077026,0.9998740553855896,0.041658662259578705,0.2426384538412094,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,1.4612163568017422e-07,670.0,634.0,102658.0,25153.0,0.9745188355445862,0.9924594759941101,0.9968438744544983,0.09419114887714386,1313.0,1073.0,179688.0,24510.0,0.9524067640304565,0.9836442470550537,0.9947831034660339,0.17398159205913544,1643.0,1388.0,566718.0,24180.0,0.9392789602279663,0.9746315479278564,0.9934371113777161,0.24644160270690918,2027.0,1671.0,1444417.0,23796.0,0.9274677634239197,0.9644278287887573,0.9918929934501648,0.30677857995033264,1271.0,1089.0,1109300.0,24552.0,0.9537234306335449,0.978092610836029,0.9947041273117065,0.19794094562530518
344,0.07246240973472595,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,1.428947626891386e-07,1304.0,1225.0,398775.0,98696.0,0.9872599840164185,0.9993603229522705,0.999812126159668,0.0313982255756855,2677.0,1995.0,698005.0,97323.0,0.9760599732398987,0.9972599744796753,0.9993259310722351,0.07014863193035126,3387.0,2273.0,2197727.0,96613.0,0.9708300232887268,0.9956110715866089,0.9993242025375366,0.09331788867712021,3720.0,2428.0,5597572.0,96280.0,0.968209981918335,0.9952608942985535,0.9992745518684387,0.0960625559091568,1602.0,1113.0,4298887.0,98398.0,0.9862099885940552,0.9991077184677124,0.9999017715454102,0.03936852514743805,0.23987989127635956,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,1.4325931374514767e-07,626.0,580.0,102712.0,25197.0,0.9762614965438843,0.9921752214431763,0.9967156648635864,0.09198671579360962,1186.0,1006.0,179755.0,24637.0,0.9565503597259521,0.9848329424858093,0.9949694871902466,0.17107447981834412,1512.0,1217.0,566889.0,24311.0,0.9458622336387634,0.9763644337654114,0.9938296675682068,0.23559321463108063,1943.0,1596.0,1444492.0,23880.0,0.9294040203094482,0.9660707116127014,0.9922444224357605,0.2994694709777832,1242.0,1033.0,1109356.0,24581.0,0.9548077583312988,0.9776579737663269,0.9944317936897278,0.20514479279518127
345,0.07300635427236557,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,1.4035494189101883e-07,1317.0,1252.0,398748.0,98683.0,0.9871299862861633,0.9993095993995667,0.9997779130935669,0.031916651874780655,2685.0,2017.0,697983.0,97315.0,0.9762899875640869,0.9972426295280457,0.9993040561676025,0.0698629692196846,3351.0,2281.0,2197719.0,96649.0,0.9709500074386597,0.9958195686340332,0.9993425011634827,0.09073629230260849,3705.0,2468.0,5597532.0,96295.0,0.9679200053215027,0.9952029585838318,0.9992833733558655,0.09601366519927979,1668.0,1203.0,4298797.0,98332.0,0.9853600263595581,0.9987192153930664,0.9997585415840149,0.04249280318617821,0.24359764158725739,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,1.3830327816322097e-07,641.0,600.0,102692.0,25182.0,0.9757967591285706,0.9927161931991577,0.9969145655632019,0.09156887233257294,1220.0,1016.0,179745.0,24603.0,0.9556596875190735,0.9838999509811401,0.9945124387741089,0.17256616055965424,1553.0,1226.0,566880.0,24270.0,0.9443519115447998,0.9748650789260864,0.9933743476867676,0.23695042729377747,1951.0,1615.0,1444473.0,23872.0,0.9294040203094482,0.9644044637680054,0.9916666746139526,0.3079923689365387,1244.0,1050.0,1109339.0,24579.0,0.9548077583312988,0.9761763215065002,0.9939286112785339,0.2049153447151184
346,0.06982119381427765,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,1.3751653682447795e-07,1299.0,1227.0,398773.0,98701.0,0.987339973449707,0.9993188381195068,0.9997808933258057,0.03072633221745491,2598.0,1936.0,698064.0,97402.0,0.9769799709320068,0.9973785877227783,0.9993401765823364,0.06815119832754135,3230.0,2189.0,2197811.0,96770.0,0.972000002861023,0.9961025714874268,0.9993706345558167,0.08764435350894928,3569.0,2345.0,5597655.0,96431.0,0.9694899916648865,0.9958220720291138,0.9994947910308838,0.09130249172449112,1624.0,1146.0,4298854.0,98376.0,0.9859700202941895,0.9989035129547119,0.9998349547386169,0.04059643670916557,0.24114203453063965,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,1.397969384697717e-07,701.0,658.0,102634.0,25122.0,0.9734345078468323,0.9922235608100891,0.9967589378356934,0.09652919322252274,1209.0,1032.0,179729.0,24614.0,0.9555822610855103,0.9842307567596436,0.9947081804275513,0.17275960743427277,1516.0,1224.0,566882.0,24307.0,0.9454362392425537,0.976236879825592,0.9936780333518982,0.23239009082317352,1966.0,1612.0,1444476.0,23857.0,0.9294427633285522,0.9659559726715088,0.9922873377799988,0.3013671636581421,1226.0,1184.0,1109205.0,24597.0,0.9531038403511047,0.9763932824134827,0.994059145450592,0.20752549171447754
347,0.06898993998765945,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,1.366224324783616e-07,1277.0,1186.0,398814.0,98723.0,0.9876599907875061,0.9993621110916138,0.9998020529747009,0.03081784024834633,2646.0,1990.0,698010.0,97354.0,0.9763200283050537,0.9973192811012268,0.9993379712104797,0.06859635561704636,3273.0,2194.0,2197806.0,96727.0,0.9719399809837341,0.9961442351341248,0.9993638396263123,0.08714336901903152,3518.0,2313.0,5597687.0,96482.0,0.9699199795722961,0.9958946704864502,0.999491274356842,0.09019879996776581,1584.0,1115.0,4298885.0,98416.0,0.986270010471344,0.9990037083625793,0.9998562335968018,0.03957073390483856,0.24129363894462585,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,1.3348359573228663e-07,658.0,618.0,102674.0,25165.0,0.9750997424125671,0.9923750758171082,0.9968361258506775,0.09716030210256577,1255.0,1050.0,179711.0,24568.0,0.9550400972366333,0.9835449457168579,0.994525671005249,0.1784694343805313,1513.0,1237.0,566869.0,24310.0,0.9451651573181152,0.9752581715583801,0.9935301542282104,0.23767176270484924,1886.0,1690.0,1444398.0,23937.0,0.9299461841583252,0.9648865461349487,0.9920122623443604,0.3046202063560486,1186.0,1133.0,1109256.0,24637.0,0.9547690153121948,0.9770998954772949,0.9942454099655151,0.19991931319236755
348,0.06912793964147568,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,1.3564729783865914e-07,1290.0,1205.0,398795.0,98710.0,0.9875199794769287,0.999365508556366,0.9998065829277039,0.03088570386171341,2676.0,2024.0,697976.0,97324.0,0.9759100079536438,0.997351884841919,0.9993552565574646,0.06845148652791977,3296.0,2237.0,2197763.0,96704.0,0.9714800119400024,0.9959587454795837,0.9993289113044739,0.08841818571090698,3490.0,2413.0,5597587.0,96510.0,0.9694799780845642,0.9958179593086243,0.9995102882385254,0.09060650318861008,1536.0,1136.0,4298864.0,98464.0,0.986329972743988,0.999055027961731,0.9998766183853149,0.038830697536468506,0.25395089387893677,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,1.401662785838198e-07,664.0,625.0,102667.0,25159.0,0.9747511744499207,0.9924331903457642,0.9968932271003723,0.09314437210559845,1217.0,1006.0,179755.0,24606.0,0.955930769443512,0.9838024377822876,0.9946126937866211,0.17390038073062897,1508.0,1218.0,566888.0,24315.0,0.9457847476005554,0.9743400812149048,0.9930992722511292,0.2449312061071396,1978.0,1616.0,1444472.0,23845.0,0.9285907745361328,0.9626904129981995,0.9912706613540649,0.3191223442554474,1195.0,1131.0,1109258.0,24628.0,0.9543817639350891,0.973405122756958,0.9931804537773132,0.21861030161380768
349,0.06812316179275513,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,1.35350461505368e-07,1265.0,1177.0,398823.0,98735.0,0.9877099990844727,0.9993431568145752,0.9997979998588562,0.030419835820794106,2644.0,2011.0,697989.0,97356.0,0.9763100147247314,0.9974324703216553,0.9993665218353271,0.06818702816963196,3357.0,2306.0,2197694.0,96643.0,0.9712399840354919,0.9958876371383667,0.9993203282356262,0.08856566250324249,3462.0,2321.0,5597679.0,96538.0,0.9699900150299072,0.9960511326789856,0.9995341300964355,0.0886615440249443,1555.0,1154.0,4298846.0,98445.0,0.9861400127410889,0.999091625213623,0.9998824000358582,0.038200147449970245,0.24264951050281525,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,1.3814418764468428e-07,630.0,595.0,102697.0,25193.0,0.976106584072113,0.9926270842552185,0.9968885779380798,0.09309851378202438,1192.0,1006.0,179755.0,24631.0,0.9563180208206177,0.9844218492507935,0.994599461555481,0.17583195865154266,1486.0,1209.0,566897.0,24337.0,0.9460171461105347,0.9761397838592529,0.993572473526001,0.23807412385940552,1945.0,1570.0,1444518.0,23878.0,0.9303721785545349,0.9656462669372559,0.9918322563171387,0.30828800797462463,1202.0,1003.0,1109386.0,24621.0,0.9568601846694946,0.9772528409957886,0.994179368019104,0.2001822292804718
350,0.06634559482336044,0.0,0.0,100000.0,100000.0,1.0,1.0,1.0,1.3362307527131634e-07,1277.0,1199.0,398801.0,98723.0,0.9876999855041504,0.9993495345115662,0.9997967481613159,0.03063887171447277,2605.0,1980.0,698020.0,97395.0,0.9765599966049194,0.9973959922790527,0.9993409514427185,0.06749750673770905,3214.0,2158.0,2197842.0,96786.0,0.9724400043487549,0.9961851239204407,0.9993534684181213,0.08538009971380234,3368.0,2274.0,5597726.0,96632.0,0.9707800149917603,0.9962091445922852,0.9995421767234802,0.08652830123901367,1493.0,1069.0,4298931.0,98507.0,0.9868800044059753,0.9991320371627808,0.9998884201049805,0.03711387515068054,0.24445727467536926,0.0,0.0,25823.0,25823.0,1.0,1.0,1.0,1.3717223623643804e-07,653.0,615.0,102677.0,25170.0,0.9752159118652344,0.9923993945121765,0.9967926144599915,0.0936664417386055,1167.0,977.0,179784.0,24656.0,0.9577508568763733,0.9843475818634033,0.9946366548538208,0.17425015568733215,1493.0,1226.0,566880.0,24330.0,0.9455136656761169,0.9757459163665771,0.9934358596801758,0.23845364153385162,1960.0,1557.0,1444531.0,23863.0,0.9304108619689941,0.9646596312522888,0.991685688495636,0.3073195219039917,1242.0,1048.0,1109341.0,24581.0,0.9543817639350891,0.9761748909950256,0.9939097762107849,0.20717237889766693
