epoch,loss,output_1_acc,output_1_loss,output_2_acc,output_2_loss,output_3_acc,output_3_loss,output_4_acc,output_4_loss,output_5_acc,output_5_loss,output_6_acc,output_6_loss,val_loss,val_output_1_acc,val_output_1_loss,val_output_2_acc,val_output_2_loss,val_output_3_acc,val_output_3_loss,val_output_4_acc,val_output_4_loss,val_output_5_acc,val_output_5_loss,val_output_6_acc,val_output_6_loss
6,1049.858642578125,0.9605566263198853,0.5337967872619629,0.272216796875,1.3276857137680054,0.20917968451976776,2.7368433475494385,0.03447265550494194,3.7512173652648926,0.029570313170552254,7.387981414794922,0.013876953162252903,11.656020164489746,1046.906982421875,1.0,1.1920930376163597e-07,0.2784442603588104,1.2505834102630615,0.22038167715072632,2.696518898010254,0.027921274304389954,3.7383084297180176,0.02770780771970749,7.3923773765563965,0.00597703130915761,11.63034725189209
7,1066.6522216796875,0.9684960842132568,0.526542603969574,0.26115235686302185,1.281956434249878,0.21630859375,2.751063346862793,0.03428710997104645,4.172192573547363,0.027597656473517418,7.372121810913086,0.0042871092446148396,11.8411283493042,1051.9832763671875,1.0,1.1920930376163597e-07,0.2784442603588104,1.2505834102630615,0.22038167715072632,2.696518898010254,0.027921274304389954,3.9590137004852295,0.02770780771970749,7.3923773765563965,0.00597703130915761,11.63034725189209
8,1071.23388671875,0.9673730731010437,0.5445882081985474,0.26258790493011475,1.2738969326019287,0.21062499284744263,2.8264458179473877,0.03807617351412773,4.339422225952148,0.027578124776482582,7.372015476226807,0.004482422024011612,11.844364166259766,1046.906982421875,1.0,1.1920930376163597e-07,0.2784442603588104,1.2505834102630615,0.22038167715072632,2.696518898010254,0.027921274304389954,3.7383084297180176,0.02770780771970749,7.3923773765563965,0.00597703130915761,11.63034725189209
9,1059.875,0.9696289300918579,0.507447361946106,0.2732812464237213,1.2632755041122437,0.19166015088558197,2.8861398696899414,0.02827148512005806,3.832737922668457,0.02753906324505806,7.372103214263916,0.004316406324505806,11.842994689941406,1046.906982421875,1.0,1.1920930376163597e-07,0.2784442603588104,1.2505834102630615,0.22038167715072632,2.696518898010254,0.027921274304389954,3.7383084297180176,0.02770780771970749,7.3923773765563965,0.00597703130915761,11.63034725189209
10,1059.6212158203125,0.9689257740974426,0.5187731385231018,0.27330076694488525,1.2631515264511108,0.191162109375,2.8844878673553467,0.027851562947034836,3.8322129249572754,0.027499999850988388,7.373035907745361,0.004316406324505806,11.836089134216309,1046.906982421875,1.0,1.1920930376163597e-07,0.2784442603588104,1.2505834102630615,0.22038167715072632,2.696518898010254,0.027921274304389954,3.7383084297180176,0.02770780771970749,7.3923773765563965,0.00597703130915761,11.63034725189209
11,1058.5296630859375,0.9691503643989563,0.515084445476532,0.27372071146965027,1.2609946727752686,0.19129882752895355,2.889880895614624,0.028291014954447746,3.8263683319091797,0.027558593079447746,7.371826171875,0.004570312332361937,11.81533432006836,1046.906982421875,1.0,1.1920930376163597e-07,0.2784442603588104,1.2505834102630615,0.22038167715072632,2.696518898010254,0.027921274304389954,3.7383084297180176,0.02770780771970749,7.3923773765563965,0.00597703130915761,11.63034725189209
12,1058.986572265625,0.9691992402076721,0.5143728256225586,0.27317383885383606,1.262984275817871,0.19274413585662842,2.896735191345215,0.028212890028953552,3.8288817405700684,0.027480468153953552,7.37222146987915,0.004599609412252903,11.822453498840332,1046.906982421875,1.0,1.1920930376163597e-07,0.2784442603588104,1.2505834102630615,0.22038167715072632,2.696518898010254,0.027921274304389954,3.7383084297180176,0.02770780771970749,7.3923773765563965,0.00597703130915761,11.63034725189209
13,1058.8807373046875,0.9686620831489563,0.5230143666267395,0.27341797947883606,1.2619264125823975,0.19118164479732513,2.8965935707092285,0.0283203125,3.8299524784088135,0.027509765699505806,7.37225341796875,0.0046191406436264515,11.81921100616455,1046.906982421875,1.0,1.1920930376163597e-07,0.2784442603588104,1.2505834102630615,0.22038167715072632,2.696518898010254,0.027921274304389954,3.7383084297180176,0.02770780771970749,7.3923773765563965,0.00597703130915761,11.63034725189209
14,1058.694091796875,0.9681054949760437,0.5314624905586243,0.2733203172683716,1.2606347799301147,0.19096679985523224,2.8915417194366455,0.028144530951976776,3.827498197555542,0.02753906324505806,7.371974945068359,0.004951172042638063,11.817286491394043,1046.906982421875,1.0,1.1920930376163597e-07,0.2784442603588104,1.2505834102630615,0.22038167715072632,2.696518898010254,0.027921274304389954,3.7383084297180176,0.02770780771970749,7.3923773765563965,0.00597703130915761,11.63034725189209
15,1058.7239990234375,0.967968761920929,0.5345060229301453,0.2733496129512787,1.2628980875015259,0.1916210949420929,2.8895819187164307,0.028066406026482582,3.8363373279571533,0.02753906324505806,7.371976375579834,0.005771484225988388,11.813302040100098,1046.906982421875,1.0,1.1920930376163597e-07,0.2784442603588104,1.2505834102630615,0.22038167715072632,2.696518898010254,0.027921274304389954,3.7383084297180176,0.02770780771970749,7.3923773765563965,0.00597703130915761,11.63034725189209
16,1058.4864501953125,0.9685644507408142,0.5240251421928406,0.2732617259025574,1.2628005743026733,0.19182616472244263,2.891597270965576,0.028212890028953552,3.83444881439209,0.027558593079447746,7.371832370758057,0.005859375,11.8092041015625,1046.906982421875,1.0,1.1920930376163597e-07,0.2784442603588104,1.2505834102630615,0.22038167715072632,2.696518898010254,0.027921274304389954,3.7383084297180176,0.02770780771970749,7.3923773765563965,0.00597703130915761,11.63034725189209
