epoch,l0_acc,l0_loss,l1_acc,l1_loss,l2_acc,l2_loss,l3_acc,l3_loss,l4_acc,l4_loss,loss,val_l0_acc,val_l0_loss,val_l1_acc,val_l1_loss,val_l2_acc,val_l2_loss,val_l3_acc,val_l3_loss,val_l4_acc,val_l4_loss,val_loss
0,0.11977415531873703,2.743048906326294,0.2514432668685913,3.184497594833374,0.051291000097990036,2.708016872406006,0.010721308179199696,6.778788089752197,0.06556493043899536,13.453018188476562,28.86736488342285,0.17609743773937225,2.152090072631836,0.3554935157299042,2.4890146255493164,0.08348134160041809,2.5661587715148926,0.020045675337314606,5.942122459411621,0.09832529723644257,11.643646240234375,24.793031692504883
1,0.22086532413959503,1.8693209886550903,0.4058237671852112,2.1036691665649414,0.11044850945472717,2.5135066509246826,0.023663001134991646,5.511289596557617,0.10737168788909912,10.236010551452637,22.233800888061523,0.24828723073005676,1.702096939086914,0.47893935441970825,1.8670886754989624,0.13651354610919952,2.4393470287323,0.029561029747128487,5.229801177978516,0.11799035221338272,8.6587553024292,19.89708709716797
2,0.2700310945510864,1.5981935262680054,0.5320687890052795,1.6796929836273193,0.17147748172283173,2.326960563659668,0.04133095219731331,4.918079376220703,0.13477763533592224,8.345711708068848,18.868637084960938,0.2707434594631195,1.5332350730895996,0.5834813714027405,1.5819728374481201,0.20121794939041138,2.2092809677124023,0.054554689675569534,4.741841793060303,0.14552143216133118,7.982268810272217,18.048599243164062
3,0.28154540061950684,1.4470865726470947,0.6033115386962891,1.4425996541976929,0.23063504695892334,2.06644868850708,0.05376514047384262,4.477757930755615,0.1739833801984787,7.332622051239014,16.766515731811523,0.2821618914604187,1.4387562274932861,0.6431108713150024,1.3776073455810547,0.24816031754016876,1.9539730548858643,0.05531591549515724,4.32829475402832,0.20667341351509094,7.007013320922852,16.10564613342285
4,0.28493940830230713,1.3535351753234863,0.6658313870429993,1.2656712532043457,0.30089446902275085,1.8535903692245483,0.05398717150092125,4.136086463928223,0.29363057017326355,6.332374572753906,14.941259384155273,0.2742958664894104,1.365751028060913,0.6991879940032959,1.223877191543579,0.3478811979293823,1.7863433361053467,0.06153261289000511,4.012474536895752,0.3941892981529236,6.013105392456055,14.401552200317383
5,0.28164055943489075,1.3000669479370117,0.7159169912338257,1.1221095323562622,0.43957361578941345,1.6933561563491821,0.06198057904839516,3.8452320098876953,0.4967011511325836,5.405418872833252,13.36618423461914,0.26757168769836426,1.3207828998565674,0.7380106449127197,1.1053099632263184,0.5943922400474548,1.5968924760818481,0.06140574812889099,3.7589569091796875,0.58576500415802,5.011801242828369,12.793744087219238
6,0.28097444772720337,1.2596938610076904,0.7511577606201172,1.0164201259613037,0.6893040537834167,1.4902018308639526,0.060109108686447144,3.6341378688812256,0.6180293560028076,4.493731498718262,11.894186019897461,0.2693478763103485,1.280576467514038,0.7627505660057068,1.013903021812439,0.7216442227363586,1.4226831197738647,0.05924893170595169,3.595183849334717,0.6280131340026855,4.553670883178711,11.86601734161377
7,0.28528833389282227,1.228143334388733,0.773647129535675,0.9279664754867554,0.73951655626297,1.2198677062988281,0.06159995123744011,3.4559476375579834,0.6322717070579529,4.202666759490967,11.034591674804688,0.2664298415184021,1.2612754106521606,0.7824156284332275,0.9415459632873535,0.7584368586540222,0.9368850588798523,0.05886831507086754,3.4147629737854004,0.630043089389801,4.388614177703857,10.943084716796875
8,0.2820846140384674,1.2097115516662598,0.7888726592063904,0.851654589176178,0.7751061916351318,0.8419062495231628,0.060680072754621506,3.0692121982574463,0.6297340393066406,3.9938578605651855,9.966340065002441,0.2737883925437927,1.2449302673339844,0.7910428643226624,0.8847859501838684,0.7871097922325134,0.7969316244125366,0.05912205949425697,2.8515050411224365,0.624333918094635,4.223575592041016,10.001729011535645
9,0.29033178091049194,1.190900444984436,0.7968343496322632,0.8188397288322449,0.797151505947113,0.7448972463607788,0.06407409906387329,2.7172176837921143,0.62427818775177,3.8779642581939697,9.349821090698242,0.28609490394592285,1.2013968229293823,0.8004313707351685,0.8330060839653015,0.8057599663734436,0.7274125814437866,0.06330880522727966,2.752459764480591,0.6275057196617126,4.075004577636719,9.58928108215332
