,superkingdom,phylum,class,order,family,genus
239,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Methylophilaceae,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Methylophilaceae;g__Methylotenera
240,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__
241,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__
242,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__
243,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Propionivibrio
244,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Thauera
245,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales,sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae,sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__Desulfobulbus
246,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__,sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__,sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__
247,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales,sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__,sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__;g__
248,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__
249,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Cellvibrionaceae,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Cellvibrionaceae;g__Marinimicrobium
250,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Marinobacter
251,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Idiomarinaceae,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Idiomarinaceae;g__
252,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella
253,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Rheinheimera
254,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__;g__
255,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Halorhodospira
256,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__
257,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__
258,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__
259,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__;g__
260,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Alcanivoracaceae,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Alcanivoracaceae;g__Alcanivorax
261,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Halomonas
262,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Marinomonas
263,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__
264,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__;g__Enhydrobacter
265,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Piscirickettsiaceae,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Piscirickettsiaceae;g__
266,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Pseudoalteromonas
267,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Steroidobacteraceae,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Steroidobacteraceae;g__Steroidobacter
268,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__
269,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella
270,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas
271,sk__Bacteria,sk__Bacteria;p__Spirochaetes,sk__Bacteria;p__Spirochaetes;c__Spirochaetia,sk__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales,sk__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae,sk__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__
272,sk__Bacteria,sk__Bacteria;p__Spirochaetes,sk__Bacteria;p__Spirochaetes;c__Spirochaetia,sk__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales,sk__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae,sk__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema
273,sk__Bacteria,sk__Bacteria;p__Deinococcus-Thermus,sk__Bacteria;p__Deinococcus-Thermus;c__Deinococci,sk__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales,sk__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Trueperaceae,sk__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__
274,sk__Archaea,sk__Archaea;p__Euryarchaeota,sk__Archaea;p__Euryarchaeota;c__Thermoplasmata,sk__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales,sk__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__,sk__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__;g__
275,sk__Bacteria,sk__Bacteria;p__,sk__Bacteria;p__;c__,sk__Bacteria;p__;c__;o__Haloplasmatales,sk__Bacteria;p__;c__;o__Haloplasmatales;f__,sk__Bacteria;p__;c__;o__Haloplasmatales;f__;g__
276,sk__Bacteria,sk__Bacteria;p__Acidobacteria,sk__Bacteria;p__Acidobacteria;c__Acidobacteriia,sk__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__,sk__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__;f__,sk__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__;f__;g__
277,sk__Bacteria,sk__Bacteria;p__Acidobacteria,sk__Bacteria;p__Acidobacteria;c__Blastocatellia,sk__Bacteria;p__Acidobacteria;c__Blastocatellia;o__,sk__Bacteria;p__Acidobacteria;c__Blastocatellia;o__;f__,sk__Bacteria;p__Acidobacteria;c__Blastocatellia;o__;f__;g__
278,sk__Bacteria,sk__Bacteria;p__Acidobacteria,sk__Bacteria;p__Acidobacteria;c__Blastocatellia,sk__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales,sk__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae,sk__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__Blastocatella
279,sk__Bacteria,sk__Bacteria;p__Acidobacteria,sk__Bacteria;p__Acidobacteria;c__Holophagae,sk__Bacteria;p__Acidobacteria;c__Holophagae;o__,sk__Bacteria;p__Acidobacteria;c__Holophagae;o__;f__,sk__Bacteria;p__Acidobacteria;c__Holophagae;o__;f__;g__
280,sk__Bacteria,sk__Bacteria;p__Acidobacteria,sk__Bacteria;p__Acidobacteria;c__Holophagae,sk__Bacteria;p__Acidobacteria;c__Holophagae;o__Acanthopleuribacterales,sk__Bacteria;p__Acidobacteria;c__Holophagae;o__Acanthopleuribacterales;f__Acanthopleuribacteraceae,sk__Bacteria;p__Acidobacteria;c__Holophagae;o__Acanthopleuribacterales;f__Acanthopleuribacteraceae;g__Acanthopleuribacter
281,sk__Bacteria,sk__Bacteria;p__Acidobacteria,sk__Bacteria;p__Acidobacteria;c__Holophagae,sk__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales,sk__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__,sk__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__;g__
282,sk__Bacteria,sk__Bacteria;p__Acidobacteria,sk__Bacteria;p__Acidobacteria;c__Holophagae,sk__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales,sk__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__Holophagaceae,sk__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__Holophagaceae;g__
283,sk__Bacteria,sk__Bacteria;p__Acidobacteria,sk__Bacteria;p__Acidobacteria;c__Acidobacteriia,sk__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Bryobacterales,sk__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Bryobacterales;f__Bryobacteraceae,sk__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Bryobacterales;f__Bryobacteraceae;g__
284,sk__Bacteria,sk__Bacteria;p__Acidobacteria,sk__Bacteria;p__Acidobacteria;c__Acidobacteriia,sk__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Bryobacterales,sk__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Bryobacterales;f__Bryobacteraceae,sk__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Bryobacterales;f__Bryobacteraceae;g__Bryobacter
285,sk__Bacteria,sk__Bacteria;p__Acidobacteria,sk__Bacteria;p__Acidobacteria;c__Acidobacteriia,sk__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Bryobacterales,sk__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Bryobacterales;f__Bryobacteraceae,sk__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Bryobacterales;f__Bryobacteraceae;g__Paludibaculum
286,sk__Bacteria,sk__Bacteria;p__Acidobacteria,sk__Bacteria;p__Acidobacteria;c__Acidobacteriia,sk__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Bryobacterales,sk__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Bryobacterales;f__Solibacteraceae,sk__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Bryobacterales;f__Solibacteraceae;g__
287,sk__Bacteria,sk__Bacteria;p__Acidobacteria,sk__Bacteria;p__Acidobacteria;c__Acidobacteriia,sk__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Bryobacterales,sk__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Bryobacterales;f__Solibacteraceae,sk__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Bryobacterales;f__Solibacteraceae;g__Candidatus Solibacter
288,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Acidimicrobiia,sk__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__,sk__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__;f__,sk__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__;f__;g__
289,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Acidimicrobiia,sk__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales,sk__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae,sk__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__
290,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Acidimicrobiia,sk__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales,sk__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae,sk__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Ilumatobacter
291,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Acidimicrobiia,sk__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales,sk__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae,sk__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__Iamia
292,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__
293,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__;g__
294,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__
295,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__
296,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium
297,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae;g__
298,sk__Eukaryota,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Insecta,sk__Eukaryota;p__Arthropoda;c__Insecta;o__Hemiptera,sk__Eukaryota;p__Arthropoda;c__Insecta;o__Hemiptera;f__Coccidae,sk__Eukaryota;p__Arthropoda;c__Insecta;o__Hemiptera;f__Coccidae;g__Rhodococcus
299,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__;g__
300,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__;g__
301,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__;g__Tropheryma
302,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Dermatophilaceae,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Dermatophilaceae;g__
