,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,F-max,ROC-AUC,PR-AUC
739,0.9759,0.8416,0.992,0.8416,0.008,0.8416,0.9875,0.9036,0.9405,0.9923,0.9618
740,0.9758,0.8406,0.992,0.8406,0.008,0.8406,0.9874,0.9029,0.9405,0.9923,0.9618
741,0.9758,0.8405,0.9921,0.8405,0.0079,0.8405,0.9875,0.9029,0.9405,0.9923,0.9618
742,0.9758,0.8394,0.9921,0.8394,0.0079,0.8394,0.9875,0.9021,0.9405,0.9923,0.9618
743,0.9757,0.839,0.9921,0.839,0.0079,0.839,0.9875,0.9019,0.9405,0.9923,0.9618
744,0.9757,0.8387,0.9921,0.8387,0.0079,0.8387,0.9875,0.9016,0.9405,0.9923,0.9618
745,0.9757,0.8383,0.9922,0.8383,0.0078,0.8383,0.9875,0.9014,0.9405,0.9923,0.9618
746,0.9756,0.8369,0.9922,0.8369,0.0078,0.8369,0.9875,0.9004,0.9405,0.9923,0.9618
747,0.9756,0.836,0.9922,0.836,0.0078,0.836,0.9875,0.8998,0.9405,0.9923,0.9618
748,0.9755,0.8351,0.9922,0.8351,0.0078,0.8351,0.9879,0.8993,0.9405,0.9923,0.9618
749,0.9755,0.8345,0.9923,0.8345,0.0077,0.8345,0.9879,0.8988,0.9405,0.9923,0.9618
750,0.9754,0.8338,0.9923,0.8338,0.0077,0.8338,0.9879,0.8984,0.9405,0.9923,0.9618
751,0.9754,0.8333,0.9923,0.8333,0.0077,0.8333,0.9879,0.898,0.9405,0.9923,0.9618
752,0.9753,0.8329,0.9924,0.8329,0.0076,0.8329,0.9879,0.8978,0.9405,0.9923,0.9618
753,0.9753,0.8317,0.9924,0.8317,0.0076,0.8317,0.988,0.8969,0.9405,0.9923,0.9618
754,0.9753,0.8308,0.9924,0.8308,0.0076,0.8308,0.9879,0.8963,0.9405,0.9923,0.9618
755,0.9752,0.83,0.9924,0.83,0.0076,0.83,0.9879,0.8957,0.9405,0.9923,0.9618
756,0.9752,0.8299,0.9924,0.8299,0.0076,0.8299,0.988,0.8956,0.9405,0.9923,0.9618
757,0.9751,0.8284,0.9925,0.8284,0.0075,0.8284,0.988,0.8946,0.9405,0.9923,0.9618
758,0.975,0.828,0.9925,0.828,0.0075,0.828,0.988,0.8944,0.9405,0.9923,0.9618
759,0.975,0.8276,0.9925,0.8276,0.0075,0.8276,0.988,0.8941,0.9405,0.9923,0.9618
760,0.975,0.8265,0.9925,0.8265,0.0075,0.8265,0.9884,0.8934,0.9405,0.9923,0.9618
761,0.975,0.8262,0.9925,0.8262,0.0075,0.8262,0.9884,0.8932,0.9405,0.9923,0.9618
762,0.9749,0.8256,0.9926,0.8256,0.0074,0.8256,0.9884,0.8928,0.9405,0.9923,0.9618
763,0.9748,0.8243,0.9926,0.8243,0.0074,0.8243,0.9884,0.8919,0.9405,0.9923,0.9618
764,0.9747,0.8225,0.9926,0.8225,0.0074,0.8225,0.9884,0.8905,0.9405,0.9923,0.9618
765,0.9747,0.8216,0.9926,0.8216,0.0074,0.8216,0.9884,0.8899,0.9405,0.9923,0.9618
766,0.9747,0.8209,0.9927,0.8209,0.0073,0.8209,0.9884,0.8894,0.9405,0.9923,0.9618
767,0.9746,0.8198,0.9927,0.8198,0.0073,0.8198,0.9884,0.8885,0.9405,0.9923,0.9618
768,0.9746,0.8178,0.9927,0.8178,0.0073,0.8178,0.9888,0.8872,0.9405,0.9923,0.9618
769,0.9745,0.8167,0.9927,0.8167,0.0073,0.8167,0.9887,0.8864,0.9405,0.9923,0.9618
770,0.9745,0.8164,0.9927,0.8164,0.0073,0.8164,0.9888,0.8861,0.9405,0.9923,0.9618
771,0.9745,0.816,0.9928,0.816,0.0072,0.816,0.9888,0.8859,0.9405,0.9923,0.9618
772,0.9744,0.8151,0.9928,0.8151,0.0072,0.8151,0.9892,0.8853,0.9405,0.9923,0.9618
773,0.9743,0.8132,0.9928,0.8132,0.0072,0.8132,0.9892,0.8839,0.9405,0.9923,0.9618
774,0.9743,0.8126,0.9929,0.8126,0.0071,0.8126,0.9892,0.8834,0.9405,0.9923,0.9618
775,0.9742,0.8111,0.9929,0.8111,0.0071,0.8111,0.9892,0.8823,0.9405,0.9923,0.9618
776,0.9742,0.8105,0.9929,0.8105,0.0071,0.8105,0.9892,0.8819,0.9405,0.9923,0.9618
777,0.9742,0.8093,0.9929,0.8093,0.0071,0.8093,0.9892,0.881,0.9405,0.9923,0.9618
778,0.9741,0.8079,0.993,0.8079,0.007,0.8079,0.9892,0.8799,0.9405,0.9923,0.9618
779,0.974,0.8068,0.993,0.8068,0.007,0.8068,0.9892,0.879,0.9405,0.9923,0.9618
780,0.974,0.8053,0.993,0.8053,0.007,0.8053,0.9892,0.8779,0.9405,0.9923,0.9618
781,0.9739,0.8044,0.993,0.8044,0.007,0.8044,0.9892,0.8772,0.9405,0.9923,0.9618
782,0.9738,0.8027,0.993,0.8027,0.007,0.8027,0.9892,0.8759,0.9405,0.9923,0.9618
783,0.9738,0.8013,0.9931,0.8013,0.0069,0.8013,0.9892,0.8748,0.9405,0.9923,0.9618
784,0.9737,0.8004,0.9931,0.8004,0.0069,0.8004,0.9892,0.8741,0.9405,0.9923,0.9618
785,0.9737,0.798,0.9931,0.798,0.0069,0.798,0.9896,0.8722,0.9405,0.9923,0.9618
786,0.9736,0.7963,0.9931,0.7963,0.0069,0.7963,0.9896,0.8709,0.9405,0.9923,0.9618
787,0.9735,0.7946,0.9931,0.7946,0.0069,0.7946,0.9895,0.8695,0.9405,0.9923,0.9618
788,0.9734,0.7924,0.9932,0.7924,0.0068,0.7924,0.9895,0.8677,0.9405,0.9923,0.9618
789,0.9734,0.7912,0.9932,0.7912,0.0068,0.7912,0.9896,0.8668,0.9405,0.9923,0.9618
790,0.9733,0.789,0.9933,0.789,0.0067,0.789,0.9895,0.865,0.9405,0.9923,0.9618
791,0.9732,0.7865,0.9933,0.7865,0.0067,0.7865,0.9895,0.8629,0.9405,0.9923,0.9618
792,0.9731,0.784,0.9933,0.784,0.0067,0.784,0.9894,0.8608,0.9405,0.9923,0.9618
793,0.9731,0.7808,0.9933,0.7808,0.0067,0.7808,0.9894,0.858,0.9405,0.9923,0.9618
794,0.973,0.7797,0.9933,0.7797,0.0067,0.7797,0.9894,0.857,0.9405,0.9923,0.9618
795,0.9729,0.7777,0.9933,0.7777,0.0067,0.7777,0.9894,0.8554,0.9405,0.9923,0.9618
796,0.9729,0.7756,0.9934,0.7756,0.0066,0.7756,0.9894,0.8535,0.9405,0.9923,0.9618
797,0.9729,0.7747,0.9934,0.7747,0.0066,0.7747,0.9894,0.8528,0.9405,0.9923,0.9618
798,0.9728,0.7726,0.9934,0.7726,0.0066,0.7726,0.9893,0.8509,0.9405,0.9923,0.9618
799,0.9727,0.7706,0.9935,0.7706,0.0065,0.7706,0.9893,0.8492,0.9405,0.9923,0.9618
800,0.9727,0.7687,0.9935,0.7687,0.0065,0.7687,0.9893,0.8475,0.9405,0.9923,0.9618
801,0.9726,0.7665,0.9935,0.7665,0.0065,0.7665,0.9892,0.8455,0.9405,0.9923,0.9618
802,0.9726,0.7641,0.9935,0.7641,0.0065,0.7641,0.9892,0.8433,0.9405,0.9923,0.9618
803,0.9725,0.7607,0.9935,0.7607,0.0065,0.7607,0.9891,0.8401,0.9405,0.9923,0.9618
804,0.9724,0.7588,0.9935,0.7588,0.0065,0.7588,0.9891,0.8383,0.9405,0.9923,0.9618
805,0.9723,0.754,0.9935,0.754,0.0065,0.754,0.9889,0.8337,0.9405,0.9923,0.9618
806,0.9722,0.7512,0.9936,0.7512,0.0064,0.7512,0.9888,0.8311,0.9405,0.9923,0.9618
807,0.9721,0.7485,0.9936,0.7485,0.0064,0.7485,0.99,0.8287,0.9405,0.9923,0.9618
808,0.972,0.746,0.9936,0.746,0.0064,0.746,0.9899,0.8263,0.9405,0.9923,0.9618
809,0.9719,0.7428,0.9936,0.7428,0.0064,0.7428,0.9899,0.823,0.9405,0.9923,0.9618
810,0.9719,0.7403,0.9937,0.7403,0.0063,0.7403,0.9905,0.8207,0.9405,0.9923,0.9618
811,0.9718,0.7374,0.9937,0.7374,0.0063,0.7374,0.9904,0.8177,0.9405,0.9923,0.9618
812,0.9717,0.7318,0.9938,0.7318,0.0062,0.7318,0.991,0.812,0.9405,0.9923,0.9618
813,0.9716,0.726,0.9938,0.726,0.0062,0.726,0.9908,0.8058,0.9405,0.9923,0.9618
814,0.9715,0.7184,0.9938,0.7184,0.0062,0.7184,0.9907,0.7973,0.9405,0.9923,0.9618
815,0.9714,0.7134,0.9939,0.7134,0.0061,0.7134,0.9905,0.7917,0.9405,0.9923,0.9618
816,0.9713,0.706,0.9939,0.706,0.0061,0.706,0.9903,0.7831,0.9405,0.9923,0.9618
817,0.9709,0.6772,0.9939,0.6772,0.0061,0.6772,0.9939,0.7464,0.9405,0.9923,0.9618
818,0.9706,0.6539,0.994,0.6539,0.006,0.6539,0.9939,0.7124,0.9405,0.9923,0.9618
819,0.9703,0.6352,0.994,0.6352,0.006,0.6352,0.9939,0.6819,0.9405,0.9923,0.9618
820,0.9702,0.6247,0.994,0.6247,0.006,0.6247,0.994,0.6636,0.9405,0.9923,0.9618
821,0.9701,0.6194,0.994,0.6194,0.006,0.6194,0.994,0.654,0.9405,0.9923,0.9618
822,0.9699,0.6131,0.9941,0.6131,0.0059,0.6131,0.994,0.6421,0.9405,0.9923,0.9618
823,0.9699,0.6094,0.9941,0.6094,0.0059,0.6094,0.9941,0.6349,0.9405,0.9923,0.9618
824,0.9698,0.6084,0.9941,0.6084,0.0059,0.6084,0.9941,0.6333,0.9405,0.9923,0.9618
825,0.9698,0.6083,0.9942,0.6083,0.0058,0.6083,0.9941,0.6333,0.9405,0.9923,0.9618
826,0.9697,0.6081,0.9942,0.6081,0.0058,0.6081,0.9941,0.6332,0.9405,0.9923,0.9618
827,0.9697,0.608,0.9942,0.608,0.0058,0.608,0.9942,0.6331,0.9405,0.9923,0.9618
828,0.9696,0.6078,0.9942,0.6078,0.0058,0.6078,0.9942,0.633,0.9405,0.9923,0.9618
829,0.9696,0.6076,0.9943,0.6076,0.0057,0.6076,0.9942,0.6329,0.9405,0.9923,0.9618
830,0.9695,0.6075,0.9943,0.6075,0.0057,0.6075,0.9942,0.6329,0.9405,0.9923,0.9618
831,0.9695,0.6074,0.9943,0.6074,0.0057,0.6074,0.9943,0.6329,0.9405,0.9923,0.9618
832,0.9694,0.6073,0.9944,0.6073,0.0056,0.6073,0.9943,0.6328,0.9405,0.9923,0.9618
833,0.9694,0.6072,0.9944,0.6072,0.0056,0.6072,0.9943,0.6327,0.9405,0.9923,0.9618
834,0.9693,0.607,0.9944,0.607,0.0056,0.607,0.9943,0.6327,0.9405,0.9923,0.9618
835,0.9693,0.6069,0.9944,0.6069,0.0056,0.6069,0.9944,0.6326,0.9405,0.9923,0.9618
836,0.9692,0.6067,0.9944,0.6067,0.0056,0.6067,0.9944,0.6325,0.9405,0.9923,0.9618
837,0.9692,0.6066,0.9945,0.6066,0.0055,0.6066,0.9944,0.6325,0.9405,0.9923,0.9618
838,0.9691,0.6064,0.9945,0.6064,0.0055,0.6064,0.9944,0.6324,0.9405,0.9923,0.9618
839,0.969,0.6062,0.9945,0.6062,0.0055,0.6062,0.9944,0.6323,0.9405,0.9923,0.9618
840,0.969,0.6062,0.9945,0.6062,0.0055,0.6062,0.9944,0.6322,0.9405,0.9923,0.9618
841,0.969,0.606,0.9946,0.606,0.0054,0.606,0.9944,0.6322,0.9405,0.9923,0.9618
842,0.9689,0.6058,0.9946,0.6058,0.0054,0.6058,0.9945,0.6321,0.9405,0.9923,0.9618
843,0.9688,0.6057,0.9946,0.6057,0.0054,0.6057,0.9945,0.632,0.9405,0.9923,0.9618
844,0.9688,0.6055,0.9946,0.6055,0.0054,0.6055,0.9945,0.6319,0.9405,0.9923,0.9618
845,0.9687,0.6053,0.9946,0.6053,0.0054,0.6053,0.9945,0.6318,0.9405,0.9923,0.9618
846,0.9687,0.6052,0.9946,0.6052,0.0054,0.6052,0.9945,0.6318,0.9405,0.9923,0.9618
847,0.9686,0.6051,0.9947,0.6051,0.0053,0.6051,0.9946,0.6317,0.9405,0.9923,0.9618
848,0.9686,0.605,0.9947,0.605,0.0053,0.605,0.9946,0.6316,0.9405,0.9923,0.9618
849,0.9685,0.6048,0.9947,0.6048,0.0053,0.6048,0.9946,0.6316,0.9405,0.9923,0.9618
850,0.9684,0.6046,0.9947,0.6046,0.0053,0.6046,0.9946,0.6315,0.9405,0.9923,0.9618
851,0.9684,0.6045,0.9948,0.6045,0.0052,0.6045,0.9947,0.6314,0.9405,0.9923,0.9618
852,0.9684,0.6044,0.9948,0.6044,0.0052,0.6044,0.9947,0.6314,0.9405,0.9923,0.9618
853,0.9683,0.6042,0.9949,0.6042,0.0051,0.6042,0.9947,0.6313,0.9405,0.9923,0.9618
854,0.9682,0.604,0.9949,0.604,0.0051,0.604,0.9947,0.6312,0.9405,0.9923,0.9618
855,0.9682,0.6038,0.9949,0.6038,0.0051,0.6038,0.9948,0.6311,0.9405,0.9923,0.9618
856,0.9681,0.6037,0.9949,0.6037,0.0051,0.6037,0.9948,0.631,0.9405,0.9923,0.9618
857,0.968,0.6035,0.995,0.6035,0.005,0.6035,0.9948,0.6309,0.9405,0.9923,0.9618
858,0.968,0.6033,0.995,0.6033,0.005,0.6033,0.9948,0.6308,0.9405,0.9923,0.9618
859,0.9679,0.6032,0.995,0.6032,0.005,0.6032,0.9948,0.6308,0.9405,0.9923,0.9618
860,0.9678,0.603,0.995,0.603,0.005,0.603,0.9948,0.6307,0.9405,0.9923,0.9618
861,0.9678,0.6029,0.9951,0.6029,0.0049,0.6029,0.9949,0.6306,0.9405,0.9923,0.9618
862,0.9677,0.6027,0.9951,0.6027,0.0049,0.6027,0.9949,0.6305,0.9405,0.9923,0.9618
863,0.9676,0.6025,0.9951,0.6025,0.0049,0.6025,0.9949,0.6304,0.9405,0.9923,0.9618
864,0.9676,0.6023,0.9951,0.6023,0.0049,0.6023,0.9949,0.6303,0.9405,0.9923,0.9618
865,0.9675,0.6022,0.9952,0.6022,0.0048,0.6022,0.9949,0.6302,0.9405,0.9923,0.9618
866,0.9674,0.602,0.9952,0.602,0.0048,0.602,0.9949,0.6302,0.9405,0.9923,0.9618
867,0.9673,0.6018,0.9952,0.6018,0.0048,0.6018,0.9949,0.6301,0.9405,0.9923,0.9618
868,0.9673,0.6017,0.9952,0.6017,0.0048,0.6017,0.995,0.63,0.9405,0.9923,0.9618
869,0.9672,0.6016,0.9952,0.6016,0.0048,0.6016,0.995,0.6299,0.9405,0.9923,0.9618
870,0.9672,0.6013,0.9952,0.6013,0.0048,0.6013,0.995,0.6298,0.9405,0.9923,0.9618
871,0.9671,0.6012,0.9953,0.6012,0.0047,0.6012,0.995,0.6297,0.9405,0.9923,0.9618
872,0.967,0.601,0.9953,0.601,0.0047,0.601,0.995,0.6296,0.9405,0.9923,0.9618
873,0.9669,0.6008,0.9953,0.6008,0.0047,0.6008,0.995,0.6295,0.9405,0.9923,0.9618
874,0.9668,0.6007,0.9953,0.6007,0.0047,0.6007,0.995,0.6295,0.9405,0.9923,0.9618
875,0.9668,0.6005,0.9953,0.6005,0.0047,0.6005,0.995,0.6294,0.9405,0.9923,0.9618
876,0.9667,0.6003,0.9953,0.6003,0.0047,0.6003,0.995,0.6293,0.9405,0.9923,0.9618
877,0.9666,0.6001,0.9954,0.6001,0.0046,0.6001,0.9951,0.6292,0.9405,0.9923,0.9618
878,0.9666,0.6,0.9954,0.6,0.0046,0.6,0.9951,0.6291,0.9405,0.9923,0.9618
879,0.9665,0.5998,0.9954,0.5998,0.0046,0.5998,0.9951,0.629,0.9405,0.9923,0.9618
880,0.9664,0.5996,0.9954,0.5996,0.0046,0.5996,0.9951,0.6289,0.9405,0.9923,0.9618
881,0.9664,0.5994,0.9954,0.5994,0.0046,0.5994,0.9951,0.6288,0.9405,0.9923,0.9618
882,0.9663,0.5993,0.9954,0.5993,0.0046,0.5993,0.9951,0.6287,0.9405,0.9923,0.9618
883,0.9662,0.5991,0.9954,0.5991,0.0046,0.5991,0.9951,0.6286,0.9405,0.9923,0.9618
884,0.9661,0.5989,0.9954,0.5989,0.0046,0.5989,0.9951,0.6285,0.9405,0.9923,0.9618
885,0.9661,0.5987,0.9955,0.5987,0.0045,0.5987,0.9952,0.6284,0.9405,0.9923,0.9618
886,0.966,0.5984,0.9955,0.5984,0.0045,0.5984,0.9952,0.6283,0.9405,0.9923,0.9618
887,0.9659,0.5982,0.9955,0.5982,0.0045,0.5982,0.9952,0.6281,0.9405,0.9923,0.9618
888,0.9658,0.5979,0.9956,0.5979,0.0044,0.5979,0.9952,0.628,0.9405,0.9923,0.9618
889,0.9657,0.5977,0.9956,0.5977,0.0044,0.5977,0.9953,0.6279,0.9405,0.9923,0.9618
890,0.9656,0.5974,0.9956,0.5974,0.0044,0.5974,0.9953,0.6277,0.9405,0.9923,0.9618
891,0.9655,0.5972,0.9956,0.5972,0.0044,0.5972,0.9953,0.6276,0.9405,0.9923,0.9618
892,0.9654,0.597,0.9956,0.597,0.0044,0.597,0.9953,0.6275,0.9405,0.9923,0.9618
893,0.9653,0.5968,0.9956,0.5968,0.0044,0.5968,0.9953,0.6274,0.9405,0.9923,0.9618
894,0.9652,0.5965,0.9957,0.5965,0.0043,0.5965,0.9953,0.6273,0.9405,0.9923,0.9618
895,0.9651,0.5962,0.9957,0.5962,0.0043,0.5962,0.9953,0.6271,0.9405,0.9923,0.9618
896,0.9649,0.5958,0.9957,0.5958,0.0043,0.5958,0.9954,0.6269,0.9405,0.9923,0.9618
897,0.9649,0.5956,0.9957,0.5956,0.0043,0.5956,0.9954,0.6268,0.9405,0.9923,0.9618
898,0.9648,0.5954,0.9957,0.5954,0.0043,0.5954,0.9954,0.6267,0.9405,0.9923,0.9618
899,0.9647,0.5952,0.9958,0.5952,0.0042,0.5952,0.9954,0.6266,0.9405,0.9923,0.9618
900,0.9646,0.595,0.9958,0.595,0.0042,0.595,0.9954,0.6265,0.9405,0.9923,0.9618
901,0.9645,0.5947,0.9958,0.5947,0.0042,0.5947,0.9954,0.6263,0.9405,0.9923,0.9618
902,0.9644,0.5944,0.9958,0.5944,0.0042,0.5944,0.9954,0.6261,0.9405,0.9923,0.9618
903,0.9643,0.5941,0.9959,0.5941,0.0041,0.5941,0.9955,0.626,0.9405,0.9923,0.9618
904,0.9642,0.5939,0.9959,0.5939,0.0041,0.5939,0.9955,0.6259,0.9405,0.9923,0.9618
905,0.9641,0.5936,0.9959,0.5936,0.0041,0.5936,0.9955,0.6257,0.9405,0.9923,0.9618
906,0.964,0.5933,0.9959,0.5933,0.0041,0.5933,0.9955,0.6256,0.9405,0.9923,0.9618
907,0.9638,0.5931,0.9959,0.5931,0.0041,0.5931,0.9955,0.6254,0.9405,0.9923,0.9618
908,0.9637,0.5928,0.9959,0.5928,0.0041,0.5928,0.9955,0.6253,0.9405,0.9923,0.9618
909,0.9636,0.5925,0.996,0.5925,0.004,0.5925,0.9956,0.6251,0.9405,0.9923,0.9618
910,0.9635,0.5923,0.996,0.5923,0.004,0.5923,0.9956,0.625,0.9405,0.9923,0.9618
911,0.9634,0.5921,0.996,0.5921,0.004,0.5921,0.9956,0.6249,0.9405,0.9923,0.9618
912,0.9633,0.5917,0.9961,0.5917,0.0039,0.5917,0.9956,0.6247,0.9405,0.9923,0.9618
913,0.9632,0.5914,0.9961,0.5914,0.0039,0.5914,0.9956,0.6245,0.9405,0.9923,0.9618
914,0.963,0.591,0.9961,0.591,0.0039,0.591,0.9956,0.6243,0.9405,0.9923,0.9618
915,0.9629,0.5907,0.9961,0.5907,0.0039,0.5907,0.9956,0.6242,0.9405,0.9923,0.9618
916,0.9627,0.5904,0.9961,0.5904,0.0039,0.5904,0.9957,0.624,0.9405,0.9923,0.9618
917,0.9625,0.5898,0.9962,0.5898,0.0038,0.5898,0.9958,0.6237,0.9405,0.9923,0.9618
918,0.9624,0.5895,0.9962,0.5895,0.0038,0.5895,0.9958,0.6235,0.9405,0.9923,0.9618
919,0.9623,0.5891,0.9963,0.5891,0.0037,0.5891,0.9959,0.6234,0.9405,0.9923,0.9618
920,0.9622,0.5888,0.9963,0.5888,0.0037,0.5888,0.9959,0.6232,0.9405,0.9923,0.9618
921,0.962,0.5884,0.9963,0.5884,0.0037,0.5884,0.9959,0.623,0.9405,0.9923,0.9618
922,0.9619,0.5881,0.9963,0.5881,0.0037,0.5881,0.9959,0.6228,0.9405,0.9923,0.9618
923,0.9617,0.5878,0.9963,0.5878,0.0037,0.5878,0.9959,0.6226,0.9405,0.9923,0.9618
924,0.9616,0.5874,0.9963,0.5874,0.0037,0.5874,0.9959,0.6224,0.9405,0.9923,0.9618
925,0.9614,0.587,0.9964,0.587,0.0036,0.587,0.9959,0.6222,0.9405,0.9923,0.9618
926,0.9612,0.5866,0.9964,0.5866,0.0036,0.5866,0.996,0.6219,0.9405,0.9923,0.9618
927,0.9611,0.5862,0.9964,0.5862,0.0036,0.5862,0.996,0.6217,0.9405,0.9923,0.9618
928,0.9609,0.5858,0.9964,0.5858,0.0036,0.5858,0.996,0.6215,0.9405,0.9923,0.9618
929,0.9607,0.5854,0.9964,0.5854,0.0036,0.5854,0.996,0.6213,0.9405,0.9923,0.9618
930,0.9606,0.585,0.9965,0.585,0.0035,0.585,0.996,0.6211,0.9405,0.9923,0.9618
931,0.9604,0.5845,0.9965,0.5845,0.0035,0.5845,0.9961,0.6208,0.9405,0.9923,0.9618
932,0.9602,0.5841,0.9965,0.5841,0.0035,0.5841,0.9961,0.6205,0.9405,0.9923,0.9618
933,0.96,0.5836,0.9966,0.5836,0.0034,0.5836,0.9961,0.6203,0.9405,0.9923,0.9618
934,0.9599,0.5833,0.9966,0.5833,0.0034,0.5833,0.9961,0.6201,0.9405,0.9923,0.9618
935,0.9597,0.5828,0.9966,0.5828,0.0034,0.5828,0.9961,0.6198,0.9405,0.9923,0.9618
936,0.9595,0.5824,0.9967,0.5824,0.0033,0.5824,0.9962,0.6196,0.9405,0.9923,0.9618
937,0.9593,0.582,0.9967,0.582,0.0033,0.582,0.9962,0.6194,0.9405,0.9923,0.9618
938,0.9591,0.5814,0.9967,0.5814,0.0033,0.5814,0.9962,0.6191,0.9405,0.9923,0.9618
939,0.959,0.581,0.9967,0.581,0.0033,0.581,0.9962,0.6188,0.9405,0.9923,0.9618
940,0.9587,0.5804,0.9967,0.5804,0.0033,0.5804,0.9962,0.6185,0.9405,0.9923,0.9618
941,0.9585,0.5799,0.9967,0.5799,0.0033,0.5799,0.9962,0.6182,0.9405,0.9923,0.9618
942,0.9583,0.5793,0.9968,0.5793,0.0032,0.5793,0.9963,0.6179,0.9405,0.9923,0.9618
943,0.9581,0.5789,0.9968,0.5789,0.0032,0.5789,0.9963,0.6176,0.9405,0.9923,0.9618
944,0.9579,0.5784,0.9968,0.5784,0.0032,0.5784,0.9963,0.6174,0.9405,0.9923,0.9618
945,0.9576,0.5778,0.9969,0.5778,0.0031,0.5778,0.9964,0.617,0.9405,0.9923,0.9618
946,0.9574,0.5771,0.9969,0.5771,0.0031,0.5771,0.9964,0.6167,0.9405,0.9923,0.9618
947,0.9571,0.5766,0.9969,0.5766,0.0031,0.5766,0.9964,0.6163,0.9405,0.9923,0.9618
948,0.9569,0.576,0.9969,0.576,0.0031,0.576,0.9965,0.616,0.9405,0.9923,0.9618
949,0.9566,0.5754,0.997,0.5754,0.003,0.5754,0.9965,0.6157,0.9405,0.9923,0.9618
950,0.9564,0.5749,0.997,0.5749,0.003,0.5749,0.9965,0.6154,0.9405,0.9923,0.9618
951,0.9562,0.5742,0.997,0.5742,0.003,0.5742,0.9965,0.6151,0.9405,0.9923,0.9618
952,0.9559,0.5735,0.9971,0.5735,0.0029,0.5735,0.9966,0.6147,0.9405,0.9923,0.9618
953,0.9556,0.5729,0.9971,0.5729,0.0029,0.5729,0.9966,0.6143,0.9405,0.9923,0.9618
954,0.9553,0.5721,0.9971,0.5721,0.0029,0.5721,0.9966,0.6138,0.9405,0.9923,0.9618
955,0.955,0.5714,0.9971,0.5714,0.0029,0.5714,0.9967,0.6134,0.9405,0.9923,0.9618
956,0.9547,0.5707,0.9972,0.5707,0.0028,0.5707,0.9967,0.613,0.9405,0.9923,0.9618
957,0.9544,0.57,0.9972,0.57,0.0028,0.57,0.9967,0.6127,0.9405,0.9923,0.9618
958,0.954,0.5691,0.9973,0.5691,0.0027,0.5691,0.9968,0.6121,0.9405,0.9923,0.9618
959,0.9537,0.5683,0.9973,0.5683,0.0027,0.5683,0.9968,0.6116,0.9405,0.9923,0.9618
960,0.9534,0.5674,0.9973,0.5674,0.0027,0.5674,0.9968,0.6111,0.9405,0.9923,0.9618
961,0.953,0.5665,0.9974,0.5665,0.0026,0.5665,0.9969,0.6106,0.9405,0.9923,0.9618
962,0.9526,0.5655,0.9974,0.5655,0.0026,0.5655,0.9968,0.61,0.9405,0.9923,0.9618
963,0.9523,0.5646,0.9974,0.5646,0.0026,0.5646,0.9969,0.6094,0.9405,0.9923,0.9618
964,0.9517,0.5634,0.9974,0.5634,0.0026,0.5634,0.9969,0.6087,0.9405,0.9923,0.9618
965,0.9513,0.5622,0.9975,0.5622,0.0025,0.5622,0.9969,0.608,0.9405,0.9923,0.9618
966,0.9508,0.5611,0.9975,0.5611,0.0025,0.5611,0.9969,0.6074,0.9405,0.9923,0.9618
967,0.9504,0.5599,0.9975,0.5599,0.0025,0.5599,0.997,0.6067,0.9405,0.9923,0.9618
968,0.9499,0.5587,0.9976,0.5587,0.0024,0.5587,0.997,0.6059,0.9405,0.9923,0.9618
969,0.9493,0.5573,0.9976,0.5573,0.0024,0.5573,0.997,0.6051,0.9405,0.9923,0.9618
970,0.9488,0.556,0.9977,0.556,0.0023,0.556,0.997,0.6044,0.9405,0.9923,0.9618
971,0.9482,0.5546,0.9977,0.5546,0.0023,0.5546,0.997,0.6035,0.9405,0.9923,0.9618
972,0.9477,0.5533,0.9977,0.5533,0.0023,0.5533,0.9971,0.6028,0.9405,0.9923,0.9618
973,0.947,0.552,0.9978,0.552,0.0022,0.552,0.9971,0.6019,0.9405,0.9923,0.9618
974,0.9463,0.5504,0.9978,0.5504,0.0022,0.5504,0.9972,0.601,0.9405,0.9923,0.9618
975,0.9456,0.5488,0.9978,0.5488,0.0022,0.5488,0.9972,0.6,0.9405,0.9923,0.9618
976,0.9449,0.5471,0.9979,0.5471,0.0021,0.5471,0.9972,0.599,0.9405,0.9923,0.9618
977,0.9441,0.5453,0.998,0.5453,0.002,0.5453,0.9973,0.5979,0.9405,0.9923,0.9618
978,0.9433,0.5434,0.998,0.5434,0.002,0.5434,0.9973,0.5967,0.9405,0.9923,0.9618
979,0.9424,0.5413,0.998,0.5413,0.002,0.5413,0.9973,0.5954,0.9405,0.9923,0.9618
980,0.9415,0.5391,0.9981,0.5391,0.0019,0.5391,0.9973,0.5941,0.9405,0.9923,0.9618
981,0.9403,0.5365,0.9981,0.5365,0.0019,0.5365,0.9973,0.5925,0.9405,0.9923,0.9618
982,0.9392,0.5339,0.9981,0.5339,0.0019,0.5339,0.9974,0.5909,0.9405,0.9923,0.9618
983,0.9379,0.5311,0.9982,0.5311,0.0018,0.5311,0.9974,0.5891,0.9405,0.9923,0.9618
984,0.9363,0.5276,0.9982,0.5276,0.0018,0.5276,0.9974,0.587,0.9405,0.9923,0.9618
985,0.9344,0.5239,0.9983,0.5239,0.0017,0.5239,0.9975,0.5846,0.9405,0.9923,0.9618
986,0.9317,0.517,0.9983,0.517,0.0017,0.517,0.9975,0.5801,0.9405,0.9923,0.9618
