,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,F-max,ROC-AUC,PR-AUC
244,0.9762,0.9431,0.9538,0.9431,0.0462,0.9431,0.9208,0.9312,0.9405,0.9923,0.9618
245,0.9763,0.9427,0.9539,0.9427,0.0461,0.9427,0.9211,0.9312,0.9405,0.9923,0.9618
246,0.9763,0.9427,0.954,0.9427,0.046,0.9427,0.9212,0.9313,0.9405,0.9923,0.9618
247,0.9763,0.9427,0.9541,0.9427,0.0459,0.9427,0.9216,0.9314,0.9405,0.9923,0.9618
248,0.9764,0.9427,0.9542,0.9427,0.0458,0.9427,0.9217,0.9314,0.9405,0.9923,0.9618
249,0.9764,0.9426,0.9543,0.9426,0.0457,0.9426,0.9221,0.9316,0.9405,0.9923,0.9618
250,0.9765,0.9424,0.9544,0.9424,0.0456,0.9424,0.9222,0.9315,0.9405,0.9923,0.9618
251,0.9765,0.942,0.9546,0.942,0.0454,0.942,0.9228,0.9316,0.9405,0.9923,0.9618
252,0.9766,0.942,0.9547,0.942,0.0453,0.942,0.9231,0.9318,0.9405,0.9923,0.9618
253,0.9766,0.942,0.9548,0.942,0.0452,0.942,0.9232,0.9318,0.9405,0.9923,0.9618
254,0.9766,0.942,0.9549,0.942,0.0451,0.942,0.9232,0.9319,0.9405,0.9923,0.9618
255,0.9766,0.9417,0.9549,0.9417,0.0451,0.9417,0.9236,0.9318,0.9405,0.9923,0.9618
256,0.9766,0.9416,0.955,0.9416,0.045,0.9416,0.9236,0.9318,0.9405,0.9923,0.9618
257,0.9767,0.9416,0.9551,0.9416,0.0449,0.9416,0.9238,0.9319,0.9405,0.9923,0.9618
258,0.9767,0.9416,0.9552,0.9416,0.0448,0.9416,0.924,0.9321,0.9405,0.9923,0.9618
259,0.9767,0.9416,0.9553,0.9416,0.0447,0.9416,0.9242,0.9321,0.9405,0.9923,0.9618
260,0.9768,0.9416,0.9554,0.9416,0.0446,0.9416,0.9245,0.9322,0.9405,0.9923,0.9618
261,0.9768,0.9415,0.9555,0.9415,0.0445,0.9415,0.925,0.9325,0.9405,0.9923,0.9618
262,0.9768,0.941,0.9556,0.941,0.0444,0.941,0.9251,0.9322,0.9405,0.9923,0.9618
263,0.9769,0.941,0.9557,0.941,0.0443,0.941,0.9254,0.9324,0.9405,0.9923,0.9618
264,0.9769,0.941,0.9558,0.941,0.0442,0.941,0.9255,0.9325,0.9405,0.9923,0.9618
265,0.9769,0.9409,0.9559,0.9409,0.0441,0.9409,0.9259,0.9326,0.9405,0.9923,0.9618
266,0.977,0.9409,0.956,0.9409,0.044,0.9409,0.926,0.9326,0.9405,0.9923,0.9618
267,0.977,0.9409,0.9561,0.9409,0.0439,0.9409,0.926,0.9326,0.9405,0.9923,0.9618
268,0.977,0.9408,0.9561,0.9408,0.0439,0.9408,0.9264,0.9328,0.9405,0.9923,0.9618
269,0.9771,0.9408,0.9562,0.9408,0.0438,0.9408,0.9264,0.9328,0.9405,0.9923,0.9618
270,0.9771,0.9408,0.9564,0.9408,0.0436,0.9408,0.9273,0.9332,0.9405,0.9923,0.9618
271,0.9771,0.9407,0.9565,0.9407,0.0435,0.9407,0.9277,0.9334,0.9405,0.9923,0.9618
272,0.9771,0.9407,0.9565,0.9407,0.0435,0.9407,0.9278,0.9334,0.9405,0.9923,0.9618
273,0.9772,0.9407,0.9567,0.9407,0.0433,0.9407,0.9281,0.9336,0.9405,0.9923,0.9618
274,0.9773,0.9407,0.9568,0.9407,0.0432,0.9407,0.9285,0.9337,0.9405,0.9923,0.9618
275,0.9773,0.9407,0.9569,0.9407,0.0431,0.9407,0.9288,0.9339,0.9405,0.9923,0.9618
276,0.9773,0.9406,0.957,0.9406,0.043,0.9406,0.9289,0.934,0.9405,0.9923,0.9618
277,0.9774,0.9406,0.9571,0.9406,0.0429,0.9406,0.9293,0.9342,0.9405,0.9923,0.9618
278,0.9774,0.9406,0.9572,0.9406,0.0428,0.9406,0.9294,0.9342,0.9405,0.9923,0.9618
279,0.9775,0.9406,0.9573,0.9406,0.0427,0.9406,0.9295,0.9342,0.9405,0.9923,0.9618
280,0.9775,0.9405,0.9574,0.9405,0.0426,0.9405,0.9298,0.9344,0.9405,0.9923,0.9618
281,0.9776,0.9405,0.9576,0.9405,0.0424,0.9405,0.9304,0.9347,0.9405,0.9923,0.9618
282,0.9776,0.9405,0.9576,0.9405,0.0424,0.9405,0.9305,0.9347,0.9405,0.9923,0.9618
283,0.9776,0.9405,0.9577,0.9405,0.0423,0.9405,0.9306,0.9347,0.9405,0.9923,0.9618
284,0.9776,0.9404,0.9578,0.9404,0.0422,0.9404,0.9308,0.9348,0.9405,0.9923,0.9618
285,0.9776,0.9404,0.9579,0.9404,0.0421,0.9404,0.9309,0.9348,0.9405,0.9923,0.9618
286,0.9777,0.9404,0.958,0.9404,0.042,0.9404,0.9314,0.9351,0.9405,0.9923,0.9618
287,0.9777,0.9403,0.9581,0.9403,0.0419,0.9403,0.9321,0.9353,0.9405,0.9923,0.9618
288,0.9777,0.9403,0.9583,0.9403,0.0417,0.9403,0.9322,0.9354,0.9405,0.9923,0.9618
289,0.9778,0.94,0.9583,0.94,0.0417,0.94,0.9322,0.9352,0.9405,0.9923,0.9618
290,0.9779,0.9399,0.9586,0.9399,0.0414,0.9399,0.9326,0.9354,0.9405,0.9923,0.9618
291,0.9779,0.9399,0.9587,0.9399,0.0413,0.9399,0.933,0.9356,0.9405,0.9923,0.9618
292,0.978,0.9399,0.9588,0.9399,0.0412,0.9399,0.9335,0.9358,0.9405,0.9923,0.9618
293,0.978,0.9398,0.9588,0.9398,0.0412,0.9398,0.9336,0.9359,0.9405,0.9923,0.9618
294,0.9781,0.9398,0.959,0.9398,0.041,0.9398,0.934,0.936,0.9405,0.9923,0.9618
295,0.978,0.9395,0.9591,0.9395,0.0409,0.9395,0.934,0.9359,0.9405,0.9923,0.9618
296,0.9781,0.9395,0.9591,0.9395,0.0409,0.9395,0.9342,0.936,0.9405,0.9923,0.9618
297,0.9781,0.9392,0.9592,0.9392,0.0408,0.9392,0.9343,0.9359,0.9405,0.9923,0.9618
298,0.9782,0.9392,0.9594,0.9392,0.0406,0.9392,0.9346,0.9361,0.9405,0.9923,0.9618
299,0.9782,0.9392,0.9595,0.9392,0.0405,0.9392,0.9347,0.9361,0.9405,0.9923,0.9618
300,0.9782,0.9391,0.9595,0.9391,0.0405,0.9391,0.9348,0.9361,0.9405,0.9923,0.9618
301,0.9782,0.9388,0.9596,0.9388,0.0404,0.9388,0.9348,0.936,0.9405,0.9923,0.9618
302,0.9782,0.9387,0.9597,0.9387,0.0403,0.9387,0.9349,0.936,0.9405,0.9923,0.9618
303,0.9783,0.9387,0.9598,0.9387,0.0402,0.9387,0.9353,0.9361,0.9405,0.9923,0.9618
304,0.9783,0.9387,0.9599,0.9387,0.0401,0.9387,0.9356,0.9363,0.9405,0.9923,0.9618
305,0.9783,0.9384,0.9599,0.9384,0.0401,0.9384,0.9356,0.9361,0.9405,0.9923,0.9618
306,0.9783,0.9383,0.96,0.9383,0.04,0.9383,0.9359,0.9362,0.9405,0.9923,0.9618
307,0.9784,0.9383,0.9601,0.9383,0.0399,0.9383,0.936,0.9363,0.9405,0.9923,0.9618
308,0.9784,0.9383,0.9602,0.9383,0.0398,0.9383,0.9361,0.9363,0.9405,0.9923,0.9618
309,0.9784,0.9383,0.9603,0.9383,0.0397,0.9383,0.9362,0.9363,0.9405,0.9923,0.9618
310,0.9784,0.9382,0.9605,0.9382,0.0395,0.9382,0.9365,0.9365,0.9405,0.9923,0.9618
311,0.9784,0.9381,0.9606,0.9381,0.0394,0.9381,0.9366,0.9365,0.9405,0.9923,0.9618
312,0.9784,0.9375,0.9606,0.9375,0.0394,0.9375,0.9367,0.9362,0.9405,0.9923,0.9618
313,0.9785,0.9373,0.9607,0.9373,0.0393,0.9373,0.9367,0.9361,0.9405,0.9923,0.9618
314,0.9785,0.9373,0.9608,0.9373,0.0392,0.9373,0.9374,0.9364,0.9405,0.9923,0.9618
315,0.9785,0.9372,0.9609,0.9372,0.0391,0.9372,0.9375,0.9364,0.9405,0.9923,0.9618
316,0.9785,0.937,0.9611,0.937,0.0389,0.937,0.9379,0.9365,0.9405,0.9923,0.9618
317,0.9786,0.9365,0.9612,0.9365,0.0388,0.9365,0.9379,0.9362,0.9405,0.9923,0.9618
318,0.9787,0.9365,0.9613,0.9365,0.0387,0.9365,0.9383,0.9364,0.9405,0.9923,0.9618
319,0.9786,0.9362,0.9614,0.9362,0.0386,0.9362,0.9383,0.9363,0.9405,0.9923,0.9618
320,0.9786,0.9362,0.9615,0.9362,0.0385,0.9362,0.9385,0.9363,0.9405,0.9923,0.9618
321,0.9787,0.9361,0.9616,0.9361,0.0384,0.9361,0.9386,0.9364,0.9405,0.9923,0.9618
322,0.9787,0.9358,0.9617,0.9358,0.0383,0.9358,0.9387,0.9363,0.9405,0.9923,0.9618
323,0.9788,0.9358,0.9618,0.9358,0.0382,0.9358,0.9388,0.9363,0.9405,0.9923,0.9618
324,0.9788,0.9358,0.9619,0.9358,0.0381,0.9358,0.9389,0.9363,0.9405,0.9923,0.9618
325,0.9788,0.9357,0.9619,0.9357,0.0381,0.9357,0.9389,0.9363,0.9405,0.9923,0.9618
326,0.9788,0.9357,0.962,0.9357,0.038,0.9357,0.9394,0.9365,0.9405,0.9923,0.9618
327,0.9789,0.9356,0.9622,0.9356,0.0378,0.9356,0.9396,0.9366,0.9405,0.9923,0.9618
328,0.9789,0.9356,0.9622,0.9356,0.0378,0.9356,0.9396,0.9366,0.9405,0.9923,0.9618
329,0.9789,0.9355,0.9623,0.9355,0.0377,0.9355,0.9399,0.9367,0.9405,0.9923,0.9618
330,0.979,0.9355,0.9624,0.9355,0.0376,0.9355,0.9403,0.9369,0.9405,0.9923,0.9618
331,0.979,0.9355,0.9624,0.9355,0.0376,0.9355,0.9406,0.937,0.9405,0.9923,0.9618
332,0.979,0.9354,0.9625,0.9354,0.0375,0.9354,0.9407,0.9371,0.9405,0.9923,0.9618
333,0.9791,0.9352,0.9626,0.9352,0.0374,0.9352,0.9409,0.937,0.9405,0.9923,0.9618
334,0.9793,0.9346,0.963,0.9346,0.037,0.9346,0.942,0.9373,0.9405,0.9923,0.9618
335,0.9793,0.9344,0.9632,0.9344,0.0368,0.9344,0.9423,0.9373,0.9405,0.9923,0.9618
336,0.9793,0.9343,0.9632,0.9343,0.0368,0.9343,0.9427,0.9374,0.9405,0.9923,0.9618
337,0.9794,0.9343,0.9633,0.9343,0.0367,0.9343,0.9431,0.9376,0.9405,0.9923,0.9618
338,0.9794,0.9342,0.9635,0.9342,0.0365,0.9342,0.9435,0.9378,0.9405,0.9923,0.9618
339,0.9795,0.9336,0.9636,0.9336,0.0364,0.9336,0.9436,0.9375,0.9405,0.9923,0.9618
340,0.9795,0.9336,0.9637,0.9336,0.0363,0.9336,0.944,0.9376,0.9405,0.9923,0.9618
341,0.9795,0.9335,0.9638,0.9335,0.0362,0.9335,0.9443,0.9378,0.9405,0.9923,0.9618
342,0.9795,0.9333,0.9639,0.9333,0.0361,0.9333,0.9444,0.9376,0.9405,0.9923,0.9618
343,0.9796,0.933,0.964,0.933,0.036,0.933,0.9444,0.9376,0.9405,0.9923,0.9618
344,0.9796,0.933,0.964,0.933,0.036,0.933,0.9445,0.9376,0.9405,0.9923,0.9618
345,0.9796,0.9329,0.9641,0.9329,0.0359,0.9329,0.9446,0.9376,0.9405,0.9923,0.9618
346,0.9796,0.9329,0.9642,0.9329,0.0358,0.9329,0.9446,0.9376,0.9405,0.9923,0.9618
347,0.9796,0.9329,0.9643,0.9329,0.0357,0.9329,0.9448,0.9377,0.9405,0.9923,0.9618
348,0.9797,0.9328,0.9644,0.9328,0.0356,0.9328,0.9448,0.9377,0.9405,0.9923,0.9618
349,0.9797,0.9325,0.9644,0.9325,0.0356,0.9325,0.9449,0.9376,0.9405,0.9923,0.9618
350,0.9797,0.9325,0.9645,0.9325,0.0355,0.9325,0.945,0.9376,0.9405,0.9923,0.9618
351,0.9797,0.9324,0.9646,0.9324,0.0354,0.9324,0.9454,0.9377,0.9405,0.9923,0.9618
352,0.9797,0.9321,0.9647,0.9321,0.0353,0.9321,0.9454,0.9376,0.9405,0.9923,0.9618
353,0.9797,0.932,0.9648,0.932,0.0352,0.932,0.9457,0.9377,0.9405,0.9923,0.9618
354,0.9798,0.932,0.9649,0.932,0.0351,0.932,0.9458,0.9377,0.9405,0.9923,0.9618
355,0.9798,0.932,0.9649,0.932,0.0351,0.932,0.9458,0.9377,0.9405,0.9923,0.9618
356,0.9798,0.9319,0.965,0.9319,0.035,0.9319,0.9459,0.9377,0.9405,0.9923,0.9618
357,0.9798,0.9319,0.9651,0.9319,0.0349,0.9319,0.946,0.9378,0.9405,0.9923,0.9618
358,0.9798,0.9318,0.9652,0.9318,0.0348,0.9318,0.9464,0.9379,0.9405,0.9923,0.9618
359,0.9798,0.9318,0.9652,0.9318,0.0348,0.9318,0.9467,0.938,0.9405,0.9923,0.9618
360,0.9799,0.9317,0.9653,0.9317,0.0347,0.9317,0.9468,0.9381,0.9405,0.9923,0.9618
361,0.9799,0.9317,0.9653,0.9317,0.0347,0.9317,0.9474,0.9383,0.9405,0.9923,0.9618
362,0.9799,0.9316,0.9654,0.9316,0.0346,0.9316,0.9475,0.9383,0.9405,0.9923,0.9618
363,0.9799,0.9316,0.9655,0.9316,0.0345,0.9316,0.9478,0.9385,0.9405,0.9923,0.9618
364,0.9799,0.9316,0.9656,0.9316,0.0344,0.9316,0.9479,0.9385,0.9405,0.9923,0.9618
365,0.98,0.9315,0.9657,0.9315,0.0343,0.9315,0.948,0.9386,0.9405,0.9923,0.9618
366,0.98,0.9315,0.9659,0.9315,0.0341,0.9315,0.9482,0.9386,0.9405,0.9923,0.9618
367,0.98,0.9314,0.966,0.9314,0.034,0.9314,0.9483,0.9386,0.9405,0.9923,0.9618
368,0.98,0.9314,0.966,0.9314,0.034,0.9314,0.9487,0.9387,0.9405,0.9923,0.9618
369,0.98,0.9313,0.9661,0.9313,0.0339,0.9313,0.9487,0.9387,0.9405,0.9923,0.9618
370,0.9801,0.9312,0.9662,0.9312,0.0338,0.9312,0.9488,0.9387,0.9405,0.9923,0.9618
371,0.98,0.9311,0.9663,0.9311,0.0337,0.9311,0.9489,0.9387,0.9405,0.9923,0.9618
372,0.9801,0.931,0.9664,0.931,0.0336,0.931,0.9495,0.939,0.9405,0.9923,0.9618
373,0.9802,0.9309,0.9666,0.9309,0.0334,0.9309,0.95,0.9392,0.9405,0.9923,0.9618
374,0.9802,0.9308,0.9667,0.9308,0.0333,0.9308,0.9501,0.9392,0.9405,0.9923,0.9618
375,0.9802,0.9306,0.9668,0.9306,0.0332,0.9306,0.9505,0.9393,0.9405,0.9923,0.9618
376,0.9802,0.9306,0.967,0.9306,0.033,0.9306,0.9507,0.9393,0.9405,0.9923,0.9618
377,0.9802,0.9305,0.9671,0.9305,0.0329,0.9305,0.9508,0.9394,0.9405,0.9923,0.9618
378,0.9803,0.9303,0.9672,0.9303,0.0328,0.9303,0.9511,0.9395,0.9405,0.9923,0.9618
379,0.9803,0.9302,0.9673,0.9302,0.0327,0.9302,0.9515,0.9395,0.9405,0.9923,0.9618
380,0.9803,0.93,0.9675,0.93,0.0325,0.93,0.9517,0.9396,0.9405,0.9923,0.9618
381,0.9803,0.9297,0.9676,0.9297,0.0324,0.9297,0.9518,0.9394,0.9405,0.9923,0.9618
382,0.9803,0.9296,0.9677,0.9296,0.0323,0.9296,0.9519,0.9395,0.9405,0.9923,0.9618
383,0.9804,0.9294,0.9679,0.9294,0.0321,0.9294,0.9522,0.9395,0.9405,0.9923,0.9618
384,0.9804,0.9292,0.9681,0.9292,0.0319,0.9292,0.9526,0.9396,0.9405,0.9923,0.9618
385,0.9804,0.929,0.9682,0.929,0.0318,0.929,0.9527,0.9395,0.9405,0.9923,0.9618
386,0.9804,0.9288,0.9683,0.9288,0.0317,0.9288,0.9528,0.9395,0.9405,0.9923,0.9618
387,0.9805,0.9287,0.9684,0.9287,0.0316,0.9287,0.9532,0.9397,0.9405,0.9923,0.9618
388,0.9805,0.9286,0.9685,0.9286,0.0315,0.9286,0.9534,0.9397,0.9405,0.9923,0.9618
389,0.9805,0.9284,0.9688,0.9284,0.0312,0.9284,0.9537,0.9397,0.9405,0.9923,0.9618
390,0.9805,0.9283,0.9689,0.9283,0.0311,0.9283,0.9538,0.9398,0.9405,0.9923,0.9618
391,0.9805,0.9281,0.9689,0.9281,0.0311,0.9281,0.9538,0.9397,0.9405,0.9923,0.9618
392,0.9806,0.928,0.9691,0.928,0.0309,0.928,0.954,0.9397,0.9405,0.9923,0.9618
393,0.9806,0.9277,0.9692,0.9277,0.0308,0.9277,0.9542,0.9397,0.9405,0.9923,0.9618
394,0.9806,0.9276,0.9693,0.9276,0.0307,0.9276,0.9543,0.9396,0.9405,0.9923,0.9618
395,0.9806,0.9274,0.9693,0.9274,0.0307,0.9274,0.9546,0.9397,0.9405,0.9923,0.9618
396,0.9806,0.9274,0.9694,0.9274,0.0306,0.9274,0.9552,0.94,0.9405,0.9923,0.9618
397,0.9806,0.9273,0.9695,0.9273,0.0305,0.9273,0.9554,0.94,0.9405,0.9923,0.9618
398,0.9806,0.9272,0.9696,0.9272,0.0304,0.9272,0.9556,0.94,0.9405,0.9923,0.9618
399,0.9806,0.9266,0.9697,0.9266,0.0303,0.9266,0.9556,0.9397,0.9405,0.9923,0.9618
400,0.9806,0.9265,0.9697,0.9265,0.0303,0.9265,0.9557,0.9397,0.9405,0.9923,0.9618
401,0.9807,0.9263,0.9699,0.9263,0.0301,0.9263,0.956,0.9398,0.9405,0.9923,0.9618
402,0.9807,0.9262,0.97,0.9262,0.03,0.9262,0.9561,0.9398,0.9405,0.9923,0.9618
403,0.9807,0.9262,0.9701,0.9262,0.0299,0.9262,0.9563,0.9398,0.9405,0.9923,0.9618
404,0.9808,0.926,0.9703,0.926,0.0297,0.926,0.9564,0.9399,0.9405,0.9923,0.9618
405,0.9807,0.9255,0.9704,0.9255,0.0296,0.9255,0.9567,0.9397,0.9405,0.9923,0.9618
406,0.9807,0.9252,0.9706,0.9252,0.0294,0.9252,0.9568,0.9396,0.9405,0.9923,0.9618
407,0.9807,0.925,0.9706,0.925,0.0294,0.925,0.9568,0.9395,0.9405,0.9923,0.9618
408,0.9807,0.9249,0.9707,0.9249,0.0293,0.9249,0.9569,0.9395,0.9405,0.9923,0.9618
409,0.9807,0.9248,0.9708,0.9248,0.0292,0.9248,0.957,0.9395,0.9405,0.9923,0.9618
410,0.9807,0.9247,0.9709,0.9247,0.0291,0.9247,0.9571,0.9395,0.9405,0.9923,0.9618
411,0.9807,0.924,0.971,0.924,0.029,0.924,0.9571,0.9392,0.9405,0.9923,0.9618
412,0.9807,0.9239,0.9711,0.9239,0.0289,0.9239,0.9572,0.9392,0.9405,0.9923,0.9618
413,0.9807,0.9238,0.9712,0.9238,0.0288,0.9238,0.9573,0.9392,0.9405,0.9923,0.9618
414,0.9807,0.9237,0.9712,0.9237,0.0288,0.9237,0.9574,0.9391,0.9405,0.9923,0.9618
415,0.9807,0.9236,0.9713,0.9236,0.0287,0.9236,0.9575,0.9391,0.9405,0.9923,0.9618
416,0.9807,0.9235,0.9713,0.9235,0.0287,0.9235,0.9575,0.9391,0.9405,0.9923,0.9618
417,0.9807,0.9234,0.9714,0.9234,0.0286,0.9234,0.9576,0.9391,0.9405,0.9923,0.9618
418,0.9807,0.9231,0.9715,0.9231,0.0285,0.9231,0.9577,0.939,0.9405,0.9923,0.9618
419,0.9807,0.923,0.9716,0.923,0.0284,0.923,0.9578,0.939,0.9405,0.9923,0.9618
420,0.9807,0.923,0.9717,0.923,0.0283,0.923,0.9579,0.939,0.9405,0.9923,0.9618
421,0.9807,0.9229,0.9718,0.9229,0.0282,0.9229,0.9582,0.9391,0.9405,0.9923,0.9618
422,0.9807,0.9229,0.9718,0.9229,0.0282,0.9229,0.9583,0.9391,0.9405,0.9923,0.9618
423,0.9807,0.9228,0.9719,0.9228,0.0281,0.9228,0.9584,0.9392,0.9405,0.9923,0.9618
424,0.9807,0.9227,0.972,0.9227,0.028,0.9227,0.9589,0.9393,0.9405,0.9923,0.9618
425,0.9808,0.9219,0.9721,0.9219,0.0279,0.9219,0.9589,0.9389,0.9405,0.9923,0.9618
426,0.9808,0.9218,0.9721,0.9218,0.0279,0.9218,0.959,0.9389,0.9405,0.9923,0.9618
427,0.9808,0.9217,0.9722,0.9217,0.0278,0.9217,0.9591,0.9389,0.9405,0.9923,0.9618
428,0.9808,0.9216,0.9723,0.9216,0.0277,0.9216,0.9598,0.9392,0.9405,0.9923,0.9618
429,0.9808,0.9214,0.9724,0.9214,0.0276,0.9214,0.9599,0.9391,0.9405,0.9923,0.9618
430,0.9808,0.9213,0.9725,0.9213,0.0275,0.9213,0.96,0.9391,0.9405,0.9923,0.9618
431,0.9808,0.921,0.9726,0.921,0.0274,0.921,0.96,0.939,0.9405,0.9923,0.9618
432,0.9808,0.9206,0.9726,0.9206,0.0274,0.9206,0.9601,0.9388,0.9405,0.9923,0.9618
433,0.9808,0.9205,0.9727,0.9205,0.0273,0.9205,0.9601,0.9387,0.9405,0.9923,0.9618
434,0.9808,0.9204,0.9728,0.9204,0.0272,0.9204,0.9602,0.9387,0.9405,0.9923,0.9618
435,0.9807,0.9198,0.9729,0.9198,0.0271,0.9198,0.9603,0.9384,0.9405,0.9923,0.9618
436,0.9807,0.9197,0.9729,0.9197,0.0271,0.9197,0.9603,0.9384,0.9405,0.9923,0.9618
437,0.9807,0.9196,0.973,0.9196,0.027,0.9196,0.9604,0.9384,0.9405,0.9923,0.9618
438,0.9807,0.9196,0.973,0.9196,0.027,0.9196,0.9607,0.9385,0.9405,0.9923,0.9618
439,0.9807,0.9195,0.9731,0.9195,0.0269,0.9195,0.9608,0.9385,0.9405,0.9923,0.9618
440,0.9807,0.9194,0.9732,0.9194,0.0268,0.9194,0.9609,0.9385,0.9405,0.9923,0.9618
441,0.9807,0.9193,0.9732,0.9193,0.0268,0.9193,0.9609,0.9385,0.9405,0.9923,0.9618
442,0.9808,0.9188,0.9733,0.9188,0.0267,0.9188,0.9609,0.9382,0.9405,0.9923,0.9618
443,0.9808,0.9187,0.9734,0.9187,0.0266,0.9187,0.9613,0.9383,0.9405,0.9923,0.9618
444,0.9808,0.9186,0.9734,0.9186,0.0266,0.9186,0.9617,0.9385,0.9405,0.9923,0.9618
445,0.9808,0.9185,0.9735,0.9185,0.0265,0.9185,0.9618,0.9385,0.9405,0.9923,0.9618
446,0.9808,0.9184,0.9736,0.9184,0.0264,0.9184,0.9619,0.9385,0.9405,0.9923,0.9618
447,0.9808,0.9184,0.9737,0.9184,0.0263,0.9184,0.962,0.9385,0.9405,0.9923,0.9618
448,0.9808,0.9183,0.9738,0.9183,0.0262,0.9183,0.9621,0.9385,0.9405,0.9923,0.9618
449,0.9809,0.9183,0.9739,0.9183,0.0261,0.9183,0.9626,0.9387,0.9405,0.9923,0.9618
450,0.9809,0.9182,0.974,0.9182,0.026,0.9182,0.9629,0.9388,0.9405,0.9923,0.9618
451,0.9809,0.9181,0.9741,0.9181,0.0259,0.9181,0.963,0.9388,0.9405,0.9923,0.9618
452,0.9809,0.9176,0.9741,0.9176,0.0259,0.9176,0.963,0.9385,0.9405,0.9923,0.9618
453,0.9809,0.9175,0.9741,0.9175,0.0259,0.9175,0.9631,0.9385,0.9405,0.9923,0.9618
454,0.9809,0.9174,0.9742,0.9174,0.0258,0.9174,0.9631,0.9385,0.9405,0.9923,0.9618
455,0.9809,0.9173,0.9743,0.9173,0.0257,0.9173,0.9632,0.9385,0.9405,0.9923,0.9618
456,0.9808,0.9172,0.9744,0.9172,0.0256,0.9172,0.9633,0.9384,0.9405,0.9923,0.9618
457,0.9809,0.9171,0.9744,0.9171,0.0256,0.9171,0.9633,0.9384,0.9405,0.9923,0.9618
458,0.9809,0.9171,0.9745,0.9171,0.0255,0.9171,0.9634,0.9385,0.9405,0.9923,0.9618
459,0.9808,0.917,0.9745,0.917,0.0255,0.917,0.9637,0.9385,0.9405,0.9923,0.9618
460,0.9809,0.917,0.9746,0.917,0.0254,0.917,0.9638,0.9385,0.9405,0.9923,0.9618
461,0.9809,0.9169,0.9747,0.9169,0.0253,0.9169,0.9641,0.9387,0.9405,0.9923,0.9618
462,0.9809,0.9168,0.9748,0.9168,0.0252,0.9168,0.9642,0.9387,0.9405,0.9923,0.9618
463,0.9809,0.9164,0.9749,0.9164,0.0251,0.9164,0.9643,0.9385,0.9405,0.9923,0.9618
464,0.9809,0.9164,0.9749,0.9164,0.0251,0.9164,0.9644,0.9385,0.9405,0.9923,0.9618
465,0.9809,0.9163,0.975,0.9163,0.025,0.9163,0.9645,0.9385,0.9405,0.9923,0.9618
466,0.9809,0.9162,0.9751,0.9162,0.0249,0.9162,0.9645,0.9385,0.9405,0.9923,0.9618
467,0.9809,0.9162,0.9752,0.9162,0.0248,0.9162,0.9646,0.9385,0.9405,0.9923,0.9618
468,0.9809,0.9159,0.9752,0.9159,0.0248,0.9159,0.9646,0.9384,0.9405,0.9923,0.9618
469,0.9809,0.9158,0.9753,0.9158,0.0247,0.9158,0.9647,0.9383,0.9405,0.9923,0.9618
470,0.9809,0.9157,0.9754,0.9157,0.0246,0.9157,0.9647,0.9383,0.9405,0.9923,0.9618
471,0.9809,0.9156,0.9754,0.9156,0.0246,0.9156,0.9648,0.9383,0.9405,0.9923,0.9618
472,0.9809,0.9152,0.9755,0.9152,0.0245,0.9152,0.9649,0.9381,0.9405,0.9923,0.9618
473,0.9809,0.9152,0.9756,0.9152,0.0244,0.9152,0.9649,0.9381,0.9405,0.9923,0.9618
474,0.9809,0.9151,0.9756,0.9151,0.0244,0.9151,0.9652,0.9383,0.9405,0.9923,0.9618
475,0.9809,0.9151,0.9757,0.9151,0.0243,0.9151,0.9653,0.9382,0.9405,0.9923,0.9618
476,0.9808,0.915,0.9757,0.915,0.0243,0.915,0.9653,0.9382,0.9405,0.9923,0.9618
477,0.9808,0.9149,0.9758,0.9149,0.0242,0.9149,0.9654,0.9382,0.9405,0.9923,0.9618
478,0.9808,0.9148,0.9758,0.9148,0.0242,0.9148,0.9655,0.9382,0.9405,0.9923,0.9618
479,0.9809,0.9148,0.9759,0.9148,0.0241,0.9148,0.9655,0.9382,0.9405,0.9923,0.9618
480,0.9808,0.9147,0.976,0.9147,0.024,0.9147,0.9659,0.9383,0.9405,0.9923,0.9618
481,0.9808,0.9147,0.976,0.9147,0.024,0.9147,0.9659,0.9383,0.9405,0.9923,0.9618
482,0.9808,0.9146,0.9761,0.9146,0.0239,0.9146,0.9663,0.9384,0.9405,0.9923,0.9618
483,0.9809,0.9145,0.9761,0.9145,0.0239,0.9145,0.9666,0.9386,0.9405,0.9923,0.9618
484,0.9809,0.9145,0.9763,0.9145,0.0237,0.9145,0.9667,0.9386,0.9405,0.9923,0.9618
485,0.9809,0.9141,0.9763,0.9141,0.0237,0.9141,0.9668,0.9384,0.9405,0.9923,0.9618
486,0.9809,0.914,0.9763,0.914,0.0237,0.914,0.9668,0.9384,0.9405,0.9923,0.9618
487,0.9809,0.914,0.9764,0.914,0.0236,0.914,0.9669,0.9384,0.9405,0.9923,0.9618
488,0.9809,0.9136,0.9765,0.9136,0.0235,0.9136,0.9669,0.9382,0.9405,0.9923,0.9618
489,0.9808,0.9133,0.9766,0.9133,0.0234,0.9133,0.9669,0.9381,0.9405,0.9923,0.9618
490,0.9808,0.9129,0.9766,0.9129,0.0234,0.9129,0.967,0.9378,0.9405,0.9923,0.9618
491,0.9808,0.9128,0.9767,0.9128,0.0233,0.9128,0.967,0.9378,0.9405,0.9923,0.9618
