t,TN,FP,FN,TP,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,ROC-AUC,PR-AUC,F-max
0.398,117237,58,218,1075,0.9977,0.8314,0.9995,0.8314,0.0005,0.8314,0.9488,0.8862,0.9874,0.8988,0.8862
0.399,117237,58,220,1073,0.9977,0.8299,0.9995,0.8299,0.0005,0.8299,0.9487,0.8853,0.9874,0.8988,0.8862
0.4,117237,58,220,1073,0.9977,0.8299,0.9995,0.8299,0.0005,0.8299,0.9487,0.8853,0.9874,0.8988,0.8862
0.401,117237,58,220,1073,0.9977,0.8299,0.9995,0.8299,0.0005,0.8299,0.9487,0.8853,0.9874,0.8988,0.8862
0.402,117237,58,220,1073,0.9977,0.8299,0.9995,0.8299,0.0005,0.8299,0.9487,0.8853,0.9874,0.8988,0.8862
0.403,117237,58,220,1073,0.9977,0.8299,0.9995,0.8299,0.0005,0.8299,0.9487,0.8853,0.9874,0.8988,0.8862
0.404,117237,58,220,1073,0.9977,0.8299,0.9995,0.8299,0.0005,0.8299,0.9487,0.8853,0.9874,0.8988,0.8862
0.405,117237,58,220,1073,0.9977,0.8299,0.9995,0.8299,0.0005,0.8299,0.9487,0.8853,0.9874,0.8988,0.8862
0.406,117237,58,221,1072,0.9976,0.8291,0.9995,0.8291,0.0005,0.8291,0.9487,0.8849,0.9874,0.8988,0.8862
0.407,117237,58,221,1072,0.9976,0.8291,0.9995,0.8291,0.0005,0.8291,0.9487,0.8849,0.9874,0.8988,0.8862
0.408,117237,58,221,1072,0.9976,0.8291,0.9995,0.8291,0.0005,0.8291,0.9487,0.8849,0.9874,0.8988,0.8862
0.409,117237,58,221,1072,0.9976,0.8291,0.9995,0.8291,0.0005,0.8291,0.9487,0.8849,0.9874,0.8988,0.8862
0.41,117237,58,221,1072,0.9976,0.8291,0.9995,0.8291,0.0005,0.8291,0.9487,0.8849,0.9874,0.8988,0.8862
0.411,117237,58,223,1070,0.9976,0.8275,0.9995,0.8275,0.0005,0.8275,0.9486,0.8839,0.9874,0.8988,0.8862
0.412,117237,58,223,1070,0.9976,0.8275,0.9995,0.8275,0.0005,0.8275,0.9486,0.8839,0.9874,0.8988,0.8862
0.413,117237,58,223,1070,0.9976,0.8275,0.9995,0.8275,0.0005,0.8275,0.9486,0.8839,0.9874,0.8988,0.8862
0.414,117237,58,223,1070,0.9976,0.8275,0.9995,0.8275,0.0005,0.8275,0.9486,0.8839,0.9874,0.8988,0.8862
0.415,117237,58,223,1070,0.9976,0.8275,0.9995,0.8275,0.0005,0.8275,0.9486,0.8839,0.9874,0.8988,0.8862
0.416,117237,58,223,1070,0.9976,0.8275,0.9995,0.8275,0.0005,0.8275,0.9486,0.8839,0.9874,0.8988,0.8862
0.417,117237,58,223,1070,0.9976,0.8275,0.9995,0.8275,0.0005,0.8275,0.9486,0.8839,0.9874,0.8988,0.8862
0.418,117237,58,224,1069,0.9976,0.8268,0.9995,0.8268,0.0005,0.8268,0.9485,0.8835,0.9874,0.8988,0.8862
0.419,117237,58,224,1069,0.9976,0.8268,0.9995,0.8268,0.0005,0.8268,0.9485,0.8835,0.9874,0.8988,0.8862
0.42,117237,58,224,1069,0.9976,0.8268,0.9995,0.8268,0.0005,0.8268,0.9485,0.8835,0.9874,0.8988,0.8862
0.421,117238,57,224,1069,0.9976,0.8268,0.9995,0.8268,0.0005,0.8268,0.9494,0.8838,0.9874,0.8988,0.8862
0.422,117238,57,224,1069,0.9976,0.8268,0.9995,0.8268,0.0005,0.8268,0.9494,0.8838,0.9874,0.8988,0.8862
0.423,117238,57,224,1069,0.9976,0.8268,0.9995,0.8268,0.0005,0.8268,0.9494,0.8838,0.9874,0.8988,0.8862
0.424,117239,56,224,1069,0.9976,0.8268,0.9995,0.8268,0.0005,0.8268,0.9502,0.8842,0.9874,0.8988,0.8862
0.425,117239,56,227,1066,0.9976,0.8244,0.9995,0.8244,0.0005,0.8244,0.9501,0.8828,0.9874,0.8988,0.8862
0.426,117239,56,227,1066,0.9976,0.8244,0.9995,0.8244,0.0005,0.8244,0.9501,0.8828,0.9874,0.8988,0.8862
0.427,117239,56,227,1066,0.9976,0.8244,0.9995,0.8244,0.0005,0.8244,0.9501,0.8828,0.9874,0.8988,0.8862
0.428,117241,54,227,1066,0.9976,0.8244,0.9995,0.8244,0.0005,0.8244,0.9518,0.8835,0.9874,0.8988,0.8862
0.429,117241,54,227,1066,0.9976,0.8244,0.9995,0.8244,0.0005,0.8244,0.9518,0.8835,0.9874,0.8988,0.8862
0.43,117241,54,227,1066,0.9976,0.8244,0.9995,0.8244,0.0005,0.8244,0.9518,0.8835,0.9874,0.8988,0.8862
0.431,117241,54,228,1065,0.9976,0.8237,0.9995,0.8237,0.0005,0.8237,0.9517,0.8831,0.9874,0.8988,0.8862
0.432,117241,54,229,1064,0.9976,0.8229,0.9995,0.8229,0.0005,0.8229,0.9517,0.8826,0.9874,0.8988,0.8862
0.433,117241,54,229,1064,0.9976,0.8229,0.9995,0.8229,0.0005,0.8229,0.9517,0.8826,0.9874,0.8988,0.8862
0.434,117241,54,229,1064,0.9976,0.8229,0.9995,0.8229,0.0005,0.8229,0.9517,0.8826,0.9874,0.8988,0.8862
0.435,117241,54,231,1062,0.9976,0.8213,0.9995,0.8213,0.0005,0.8213,0.9516,0.8817,0.9874,0.8988,0.8862
0.436,117241,54,231,1062,0.9976,0.8213,0.9995,0.8213,0.0005,0.8213,0.9516,0.8817,0.9874,0.8988,0.8862
0.437,117241,54,231,1062,0.9976,0.8213,0.9995,0.8213,0.0005,0.8213,0.9516,0.8817,0.9874,0.8988,0.8862
0.438,117242,53,231,1062,0.9976,0.8213,0.9995,0.8213,0.0005,0.8213,0.9525,0.8821,0.9874,0.8988,0.8862
0.439,117242,53,231,1062,0.9976,0.8213,0.9995,0.8213,0.0005,0.8213,0.9525,0.8821,0.9874,0.8988,0.8862
0.44,117242,53,231,1062,0.9976,0.8213,0.9995,0.8213,0.0005,0.8213,0.9525,0.8821,0.9874,0.8988,0.8862
0.441,117242,53,231,1062,0.9976,0.8213,0.9995,0.8213,0.0005,0.8213,0.9525,0.8821,0.9874,0.8988,0.8862
0.442,117242,53,233,1060,0.9976,0.8198,0.9995,0.8198,0.0005,0.8198,0.9524,0.8811,0.9874,0.8988,0.8862
0.443,117243,52,233,1060,0.9976,0.8198,0.9996,0.8198,0.0004,0.8198,0.9532,0.8815,0.9874,0.8988,0.8862
0.444,117244,51,233,1060,0.9976,0.8198,0.9996,0.8198,0.0004,0.8198,0.9541,0.8819,0.9874,0.8988,0.8862
0.445,117244,51,233,1060,0.9976,0.8198,0.9996,0.8198,0.0004,0.8198,0.9541,0.8819,0.9874,0.8988,0.8862
0.446,117244,51,233,1060,0.9976,0.8198,0.9996,0.8198,0.0004,0.8198,0.9541,0.8819,0.9874,0.8988,0.8862
0.447,117244,51,233,1060,0.9976,0.8198,0.9996,0.8198,0.0004,0.8198,0.9541,0.8819,0.9874,0.8988,0.8862
0.448,117244,51,233,1060,0.9976,0.8198,0.9996,0.8198,0.0004,0.8198,0.9541,0.8819,0.9874,0.8988,0.8862
0.449,117245,50,233,1060,0.9976,0.8198,0.9996,0.8198,0.0004,0.8198,0.955,0.8822,0.9874,0.8988,0.8862
0.45,117246,49,233,1060,0.9976,0.8198,0.9996,0.8198,0.0004,0.8198,0.9558,0.8826,0.9874,0.8988,0.8862
0.451,117246,49,233,1060,0.9976,0.8198,0.9996,0.8198,0.0004,0.8198,0.9558,0.8826,0.9874,0.8988,0.8862
0.452,117246,49,235,1058,0.9976,0.8183,0.9996,0.8183,0.0004,0.8183,0.9557,0.8817,0.9874,0.8988,0.8862
0.453,117246,49,235,1058,0.9976,0.8183,0.9996,0.8183,0.0004,0.8183,0.9557,0.8817,0.9874,0.8988,0.8862
0.454,117246,49,235,1058,0.9976,0.8183,0.9996,0.8183,0.0004,0.8183,0.9557,0.8817,0.9874,0.8988,0.8862
0.455,117246,49,235,1058,0.9976,0.8183,0.9996,0.8183,0.0004,0.8183,0.9557,0.8817,0.9874,0.8988,0.8862
0.456,117246,49,235,1058,0.9976,0.8183,0.9996,0.8183,0.0004,0.8183,0.9557,0.8817,0.9874,0.8988,0.8862
0.457,117246,49,235,1058,0.9976,0.8183,0.9996,0.8183,0.0004,0.8183,0.9557,0.8817,0.9874,0.8988,0.8862
0.458,117246,49,235,1058,0.9976,0.8183,0.9996,0.8183,0.0004,0.8183,0.9557,0.8817,0.9874,0.8988,0.8862
0.459,117247,48,235,1058,0.9976,0.8183,0.9996,0.8183,0.0004,0.8183,0.9566,0.882,0.9874,0.8988,0.8862
0.46,117247,48,235,1058,0.9976,0.8183,0.9996,0.8183,0.0004,0.8183,0.9566,0.882,0.9874,0.8988,0.8862
0.461,117248,47,235,1058,0.9976,0.8183,0.9996,0.8183,0.0004,0.8183,0.9575,0.8824,0.9874,0.8988,0.8862
0.462,117248,47,235,1058,0.9976,0.8183,0.9996,0.8183,0.0004,0.8183,0.9575,0.8824,0.9874,0.8988,0.8862
0.463,117248,47,236,1057,0.9976,0.8175,0.9996,0.8175,0.0004,0.8175,0.9574,0.8819,0.9874,0.8988,0.8862
0.464,117248,47,236,1057,0.9976,0.8175,0.9996,0.8175,0.0004,0.8175,0.9574,0.8819,0.9874,0.8988,0.8862
0.465,117248,47,236,1057,0.9976,0.8175,0.9996,0.8175,0.0004,0.8175,0.9574,0.8819,0.9874,0.8988,0.8862
0.466,117248,47,236,1057,0.9976,0.8175,0.9996,0.8175,0.0004,0.8175,0.9574,0.8819,0.9874,0.8988,0.8862
0.467,117248,47,236,1057,0.9976,0.8175,0.9996,0.8175,0.0004,0.8175,0.9574,0.8819,0.9874,0.8988,0.8862
0.468,117248,47,237,1056,0.9976,0.8167,0.9996,0.8167,0.0004,0.8167,0.9574,0.8815,0.9874,0.8988,0.8862
0.469,117248,47,237,1056,0.9976,0.8167,0.9996,0.8167,0.0004,0.8167,0.9574,0.8815,0.9874,0.8988,0.8862
0.47,117248,47,237,1056,0.9976,0.8167,0.9996,0.8167,0.0004,0.8167,0.9574,0.8815,0.9874,0.8988,0.8862
0.471,117248,47,237,1056,0.9976,0.8167,0.9996,0.8167,0.0004,0.8167,0.9574,0.8815,0.9874,0.8988,0.8862
0.472,117248,47,238,1055,0.9976,0.8159,0.9996,0.8159,0.0004,0.8159,0.9574,0.881,0.9874,0.8988,0.8862
0.473,117248,47,238,1055,0.9976,0.8159,0.9996,0.8159,0.0004,0.8159,0.9574,0.881,0.9874,0.8988,0.8862
0.474,117249,46,238,1055,0.9976,0.8159,0.9996,0.8159,0.0004,0.8159,0.9582,0.8814,0.9874,0.8988,0.8862
0.475,117249,46,238,1055,0.9976,0.8159,0.9996,0.8159,0.0004,0.8159,0.9582,0.8814,0.9874,0.8988,0.8862
0.476,117249,46,238,1055,0.9976,0.8159,0.9996,0.8159,0.0004,0.8159,0.9582,0.8814,0.9874,0.8988,0.8862
0.477,117249,46,238,1055,0.9976,0.8159,0.9996,0.8159,0.0004,0.8159,0.9582,0.8814,0.9874,0.8988,0.8862
0.478,117249,46,238,1055,0.9976,0.8159,0.9996,0.8159,0.0004,0.8159,0.9582,0.8814,0.9874,0.8988,0.8862
0.479,117249,46,238,1055,0.9976,0.8159,0.9996,0.8159,0.0004,0.8159,0.9582,0.8814,0.9874,0.8988,0.8862
0.48,117250,45,238,1055,0.9976,0.8159,0.9996,0.8159,0.0004,0.8159,0.9591,0.8817,0.9874,0.8988,0.8862
0.481,117250,45,238,1055,0.9976,0.8159,0.9996,0.8159,0.0004,0.8159,0.9591,0.8817,0.9874,0.8988,0.8862
0.482,117251,44,238,1055,0.9976,0.8159,0.9996,0.8159,0.0004,0.8159,0.96,0.8821,0.9874,0.8988,0.8862
0.483,117252,43,238,1055,0.9976,0.8159,0.9996,0.8159,0.0004,0.8159,0.9608,0.8825,0.9874,0.8988,0.8862
0.484,117252,43,238,1055,0.9976,0.8159,0.9996,0.8159,0.0004,0.8159,0.9608,0.8825,0.9874,0.8988,0.8862
0.485,117252,43,239,1054,0.9976,0.8152,0.9996,0.8152,0.0004,0.8152,0.9608,0.882,0.9874,0.8988,0.8862
0.486,117252,43,239,1054,0.9976,0.8152,0.9996,0.8152,0.0004,0.8152,0.9608,0.882,0.9874,0.8988,0.8862
0.487,117252,43,239,1054,0.9976,0.8152,0.9996,0.8152,0.0004,0.8152,0.9608,0.882,0.9874,0.8988,0.8862
0.488,117252,43,240,1053,0.9976,0.8144,0.9996,0.8144,0.0004,0.8144,0.9608,0.8815,0.9874,0.8988,0.8862
0.489,117252,43,241,1052,0.9976,0.8136,0.9996,0.8136,0.0004,0.8136,0.9607,0.8811,0.9874,0.8988,0.8862
0.49,117252,43,242,1051,0.9976,0.8128,0.9996,0.8128,0.0004,0.8128,0.9607,0.8806,0.9874,0.8988,0.8862
0.491,117252,43,242,1051,0.9976,0.8128,0.9996,0.8128,0.0004,0.8128,0.9607,0.8806,0.9874,0.8988,0.8862
0.492,117253,42,243,1050,0.9976,0.8121,0.9996,0.8121,0.0004,0.8121,0.9615,0.8805,0.9874,0.8988,0.8862
0.493,117253,42,244,1049,0.9976,0.8113,0.9996,0.8113,0.0004,0.8113,0.9615,0.88,0.9874,0.8988,0.8862
0.494,117253,42,244,1049,0.9976,0.8113,0.9996,0.8113,0.0004,0.8113,0.9615,0.88,0.9874,0.8988,0.8862
0.495,117254,41,244,1049,0.9976,0.8113,0.9997,0.8113,0.0003,0.8113,0.9624,0.8804,0.9874,0.8988,0.8862
0.496,117255,40,244,1049,0.9976,0.8113,0.9997,0.8113,0.0003,0.8113,0.9633,0.8808,0.9874,0.8988,0.8862
0.497,117255,40,244,1049,0.9976,0.8113,0.9997,0.8113,0.0003,0.8113,0.9633,0.8808,0.9874,0.8988,0.8862
0.498,117255,40,245,1048,0.9976,0.8105,0.9997,0.8105,0.0003,0.8105,0.9632,0.8803,0.9874,0.8988,0.8862
0.499,117255,40,245,1048,0.9976,0.8105,0.9997,0.8105,0.0003,0.8105,0.9632,0.8803,0.9874,0.8988,0.8862
0.5,117255,40,245,1048,0.9976,0.8105,0.9997,0.8105,0.0003,0.8105,0.9632,0.8803,0.9874,0.8988,0.8862
0.501,117255,40,245,1048,0.9976,0.8105,0.9997,0.8105,0.0003,0.8105,0.9632,0.8803,0.9874,0.8988,0.8862
0.502,117255,40,245,1048,0.9976,0.8105,0.9997,0.8105,0.0003,0.8105,0.9632,0.8803,0.9874,0.8988,0.8862
0.503,117256,39,246,1047,0.9976,0.8097,0.9997,0.8097,0.0003,0.8097,0.9641,0.8802,0.9874,0.8988,0.8862
0.504,117256,39,248,1045,0.9976,0.8082,0.9997,0.8082,0.0003,0.8082,0.964,0.8793,0.9874,0.8988,0.8862
0.505,117256,39,248,1045,0.9976,0.8082,0.9997,0.8082,0.0003,0.8082,0.964,0.8793,0.9874,0.8988,0.8862
0.506,117256,39,248,1045,0.9976,0.8082,0.9997,0.8082,0.0003,0.8082,0.964,0.8793,0.9874,0.8988,0.8862
0.507,117256,39,249,1044,0.9976,0.8074,0.9997,0.8074,0.0003,0.8074,0.964,0.8788,0.9874,0.8988,0.8862
0.508,117256,39,249,1044,0.9976,0.8074,0.9997,0.8074,0.0003,0.8074,0.964,0.8788,0.9874,0.8988,0.8862
0.509,117256,39,251,1042,0.9976,0.8059,0.9997,0.8059,0.0003,0.8059,0.9639,0.8778,0.9874,0.8988,0.8862
0.51,117256,39,251,1042,0.9976,0.8059,0.9997,0.8059,0.0003,0.8059,0.9639,0.8778,0.9874,0.8988,0.8862
0.511,117256,39,251,1042,0.9976,0.8059,0.9997,0.8059,0.0003,0.8059,0.9639,0.8778,0.9874,0.8988,0.8862
0.512,117256,39,252,1041,0.9975,0.8051,0.9997,0.8051,0.0003,0.8051,0.9639,0.8774,0.9874,0.8988,0.8862
0.513,117256,39,252,1041,0.9975,0.8051,0.9997,0.8051,0.0003,0.8051,0.9639,0.8774,0.9874,0.8988,0.8862
0.514,117256,39,253,1040,0.9975,0.8043,0.9997,0.8043,0.0003,0.8043,0.9639,0.8769,0.9874,0.8988,0.8862
0.515,117256,39,253,1040,0.9975,0.8043,0.9997,0.8043,0.0003,0.8043,0.9639,0.8769,0.9874,0.8988,0.8862
0.516,117256,39,253,1040,0.9975,0.8043,0.9997,0.8043,0.0003,0.8043,0.9639,0.8769,0.9874,0.8988,0.8862
0.517,117256,39,254,1039,0.9975,0.8036,0.9997,0.8036,0.0003,0.8036,0.9638,0.8764,0.9874,0.8988,0.8862
0.518,117256,39,255,1038,0.9975,0.8028,0.9997,0.8028,0.0003,0.8028,0.9638,0.8759,0.9874,0.8988,0.8862
0.519,117256,39,256,1037,0.9975,0.802,0.9997,0.802,0.0003,0.802,0.9638,0.8755,0.9874,0.8988,0.8862
0.52,117256,39,256,1037,0.9975,0.802,0.9997,0.802,0.0003,0.802,0.9638,0.8755,0.9874,0.8988,0.8862
0.521,117256,39,256,1037,0.9975,0.802,0.9997,0.802,0.0003,0.802,0.9638,0.8755,0.9874,0.8988,0.8862
0.522,117256,39,256,1037,0.9975,0.802,0.9997,0.802,0.0003,0.802,0.9638,0.8755,0.9874,0.8988,0.8862
0.523,117256,39,256,1037,0.9975,0.802,0.9997,0.802,0.0003,0.802,0.9638,0.8755,0.9874,0.8988,0.8862
0.524,117256,39,257,1036,0.9975,0.8012,0.9997,0.8012,0.0003,0.8012,0.9637,0.875,0.9874,0.8988,0.8862
0.525,117256,39,257,1036,0.9975,0.8012,0.9997,0.8012,0.0003,0.8012,0.9637,0.875,0.9874,0.8988,0.8862
0.526,117257,38,257,1036,0.9975,0.8012,0.9997,0.8012,0.0003,0.8012,0.9646,0.8754,0.9874,0.8988,0.8862
0.527,117258,37,257,1036,0.9975,0.8012,0.9997,0.8012,0.0003,0.8012,0.9655,0.8757,0.9874,0.8988,0.8862
0.528,117258,37,258,1035,0.9975,0.8005,0.9997,0.8005,0.0003,0.8005,0.9655,0.8753,0.9874,0.8988,0.8862
0.529,117259,36,258,1035,0.9975,0.8005,0.9997,0.8005,0.0003,0.8005,0.9664,0.8756,0.9874,0.8988,0.8862
0.53,117260,35,258,1035,0.9975,0.8005,0.9997,0.8005,0.0003,0.8005,0.9673,0.876,0.9874,0.8988,0.8862
0.531,117260,35,258,1035,0.9975,0.8005,0.9997,0.8005,0.0003,0.8005,0.9673,0.876,0.9874,0.8988,0.8862
0.532,117260,35,258,1035,0.9975,0.8005,0.9997,0.8005,0.0003,0.8005,0.9673,0.876,0.9874,0.8988,0.8862
0.533,117260,35,258,1035,0.9975,0.8005,0.9997,0.8005,0.0003,0.8005,0.9673,0.876,0.9874,0.8988,0.8862
0.534,117261,34,258,1035,0.9975,0.8005,0.9997,0.8005,0.0003,0.8005,0.9682,0.8764,0.9874,0.8988,0.8862
0.535,117261,34,259,1034,0.9975,0.7997,0.9997,0.7997,0.0003,0.7997,0.9682,0.8759,0.9874,0.8988,0.8862
0.536,117262,33,259,1034,0.9975,0.7997,0.9997,0.7997,0.0003,0.7997,0.9691,0.8763,0.9874,0.8988,0.8862
0.537,117262,33,260,1033,0.9975,0.7989,0.9997,0.7989,0.0003,0.7989,0.969,0.8758,0.9874,0.8988,0.8862
0.538,117262,33,261,1032,0.9975,0.7981,0.9997,0.7981,0.0003,0.7981,0.969,0.8753,0.9874,0.8988,0.8862
0.539,117262,33,262,1031,0.9975,0.7974,0.9997,0.7974,0.0003,0.7974,0.969,0.8748,0.9874,0.8988,0.8862
0.54,117262,33,263,1030,0.9975,0.7966,0.9997,0.7966,0.0003,0.7966,0.969,0.8744,0.9874,0.8988,0.8862
0.541,117262,33,266,1027,0.9975,0.7943,0.9997,0.7943,0.0003,0.7943,0.9689,0.8729,0.9874,0.8988,0.8862
0.542,117262,33,266,1027,0.9975,0.7943,0.9997,0.7943,0.0003,0.7943,0.9689,0.8729,0.9874,0.8988,0.8862
0.543,117262,33,266,1027,0.9975,0.7943,0.9997,0.7943,0.0003,0.7943,0.9689,0.8729,0.9874,0.8988,0.8862
0.544,117262,33,266,1027,0.9975,0.7943,0.9997,0.7943,0.0003,0.7943,0.9689,0.8729,0.9874,0.8988,0.8862
0.545,117262,33,266,1027,0.9975,0.7943,0.9997,0.7943,0.0003,0.7943,0.9689,0.8729,0.9874,0.8988,0.8862
0.546,117262,33,269,1024,0.9975,0.792,0.9997,0.792,0.0003,0.792,0.9688,0.8715,0.9874,0.8988,0.8862
0.547,117264,31,269,1024,0.9975,0.792,0.9997,0.792,0.0003,0.792,0.9706,0.8722,0.9874,0.8988,0.8862
0.548,117264,31,269,1024,0.9975,0.792,0.9997,0.792,0.0003,0.792,0.9706,0.8722,0.9874,0.8988,0.8862
0.549,117264,31,269,1024,0.9975,0.792,0.9997,0.792,0.0003,0.792,0.9706,0.8722,0.9874,0.8988,0.8862
0.55,117265,30,269,1024,0.9975,0.792,0.9997,0.792,0.0003,0.792,0.9715,0.8726,0.9874,0.8988,0.8862
0.551,117265,30,269,1024,0.9975,0.792,0.9997,0.792,0.0003,0.792,0.9715,0.8726,0.9874,0.8988,0.8862
0.552,117265,30,269,1024,0.9975,0.792,0.9997,0.792,0.0003,0.792,0.9715,0.8726,0.9874,0.8988,0.8862
0.553,117265,30,270,1023,0.9975,0.7912,0.9997,0.7912,0.0003,0.7912,0.9715,0.8721,0.9874,0.8988,0.8862
0.554,117265,30,270,1023,0.9975,0.7912,0.9997,0.7912,0.0003,0.7912,0.9715,0.8721,0.9874,0.8988,0.8862
0.555,117265,30,270,1023,0.9975,0.7912,0.9997,0.7912,0.0003,0.7912,0.9715,0.8721,0.9874,0.8988,0.8862
0.556,117265,30,271,1022,0.9975,0.7904,0.9997,0.7904,0.0003,0.7904,0.9715,0.8716,0.9874,0.8988,0.8862
0.557,117266,29,271,1022,0.9975,0.7904,0.9998,0.7904,0.0002,0.7904,0.9724,0.872,0.9874,0.8988,0.8862
0.558,117266,29,271,1022,0.9975,0.7904,0.9998,0.7904,0.0002,0.7904,0.9724,0.872,0.9874,0.8988,0.8862
0.559,117266,29,271,1022,0.9975,0.7904,0.9998,0.7904,0.0002,0.7904,0.9724,0.872,0.9874,0.8988,0.8862
0.56,117266,29,271,1022,0.9975,0.7904,0.9998,0.7904,0.0002,0.7904,0.9724,0.872,0.9874,0.8988,0.8862
0.561,117266,29,271,1022,0.9975,0.7904,0.9998,0.7904,0.0002,0.7904,0.9724,0.872,0.9874,0.8988,0.8862
0.562,117266,29,271,1022,0.9975,0.7904,0.9998,0.7904,0.0002,0.7904,0.9724,0.872,0.9874,0.8988,0.8862
0.563,117266,29,273,1020,0.9975,0.7889,0.9998,0.7889,0.0002,0.7889,0.9724,0.8711,0.9874,0.8988,0.8862
0.564,117266,29,274,1019,0.9974,0.7881,0.9998,0.7881,0.0002,0.7881,0.9723,0.8706,0.9874,0.8988,0.8862
0.565,117266,29,274,1019,0.9974,0.7881,0.9998,0.7881,0.0002,0.7881,0.9723,0.8706,0.9874,0.8988,0.8862
0.566,117266,29,275,1018,0.9974,0.7873,0.9998,0.7873,0.0002,0.7873,0.9723,0.8701,0.9874,0.8988,0.8862
0.567,117266,29,275,1018,0.9974,0.7873,0.9998,0.7873,0.0002,0.7873,0.9723,0.8701,0.9874,0.8988,0.8862
0.568,117266,29,275,1018,0.9974,0.7873,0.9998,0.7873,0.0002,0.7873,0.9723,0.8701,0.9874,0.8988,0.8862
0.569,117266,29,275,1018,0.9974,0.7873,0.9998,0.7873,0.0002,0.7873,0.9723,0.8701,0.9874,0.8988,0.8862
0.57,117266,29,275,1018,0.9974,0.7873,0.9998,0.7873,0.0002,0.7873,0.9723,0.8701,0.9874,0.8988,0.8862
0.571,117266,29,278,1015,0.9974,0.785,0.9998,0.785,0.0002,0.785,0.9722,0.8686,0.9874,0.8988,0.8862
0.572,117266,29,280,1013,0.9974,0.7834,0.9998,0.7834,0.0002,0.7834,0.9722,0.8677,0.9874,0.8988,0.8862
0.573,117266,29,280,1013,0.9974,0.7834,0.9998,0.7834,0.0002,0.7834,0.9722,0.8677,0.9874,0.8988,0.8862
0.574,117266,29,281,1012,0.9974,0.7827,0.9998,0.7827,0.0002,0.7827,0.9721,0.8672,0.9874,0.8988,0.8862
0.575,117266,29,281,1012,0.9974,0.7827,0.9998,0.7827,0.0002,0.7827,0.9721,0.8672,0.9874,0.8988,0.8862
0.576,117266,29,282,1011,0.9974,0.7819,0.9998,0.7819,0.0002,0.7819,0.9721,0.8667,0.9874,0.8988,0.8862
0.577,117267,28,283,1010,0.9974,0.7811,0.9998,0.7811,0.0002,0.7811,0.973,0.8666,0.9874,0.8988,0.8862
0.578,117267,28,284,1009,0.9974,0.7804,0.9998,0.7804,0.0002,0.7804,0.973,0.8661,0.9874,0.8988,0.8862
0.579,117268,27,284,1009,0.9974,0.7804,0.9998,0.7804,0.0002,0.7804,0.9739,0.8665,0.9874,0.8988,0.8862
0.58,117268,27,284,1009,0.9974,0.7804,0.9998,0.7804,0.0002,0.7804,0.9739,0.8665,0.9874,0.8988,0.8862
0.581,117268,27,286,1007,0.9974,0.7788,0.9998,0.7788,0.0002,0.7788,0.9739,0.8655,0.9874,0.8988,0.8862
0.582,117268,27,287,1006,0.9974,0.778,0.9998,0.778,0.0002,0.778,0.9739,0.865,0.9874,0.8988,0.8862
0.583,117269,26,288,1005,0.9974,0.7773,0.9998,0.7773,0.0002,0.7773,0.9748,0.8649,0.9874,0.8988,0.8862
0.584,117269,26,288,1005,0.9974,0.7773,0.9998,0.7773,0.0002,0.7773,0.9748,0.8649,0.9874,0.8988,0.8862
0.585,117269,26,288,1005,0.9974,0.7773,0.9998,0.7773,0.0002,0.7773,0.9748,0.8649,0.9874,0.8988,0.8862
0.586,117270,25,288,1005,0.9974,0.7773,0.9998,0.7773,0.0002,0.7773,0.9757,0.8653,0.9874,0.8988,0.8862
0.587,117270,25,288,1005,0.9974,0.7773,0.9998,0.7773,0.0002,0.7773,0.9757,0.8653,0.9874,0.8988,0.8862
0.588,117270,25,290,1003,0.9973,0.7757,0.9998,0.7757,0.0002,0.7757,0.9757,0.8643,0.9874,0.8988,0.8862
0.589,117270,25,290,1003,0.9973,0.7757,0.9998,0.7757,0.0002,0.7757,0.9757,0.8643,0.9874,0.8988,0.8862
0.59,117270,25,292,1001,0.9973,0.7742,0.9998,0.7742,0.0002,0.7742,0.9756,0.8633,0.9874,0.8988,0.8862
0.591,117270,25,292,1001,0.9973,0.7742,0.9998,0.7742,0.0002,0.7742,0.9756,0.8633,0.9874,0.8988,0.8862
0.592,117270,25,292,1001,0.9973,0.7742,0.9998,0.7742,0.0002,0.7742,0.9756,0.8633,0.9874,0.8988,0.8862
0.593,117270,25,292,1001,0.9973,0.7742,0.9998,0.7742,0.0002,0.7742,0.9756,0.8633,0.9874,0.8988,0.8862
0.594,117270,25,292,1001,0.9973,0.7742,0.9998,0.7742,0.0002,0.7742,0.9756,0.8633,0.9874,0.8988,0.8862
0.595,117270,25,293,1000,0.9973,0.7734,0.9998,0.7734,0.0002,0.7734,0.9756,0.8628,0.9874,0.8988,0.8862
0.596,117270,25,293,1000,0.9973,0.7734,0.9998,0.7734,0.0002,0.7734,0.9756,0.8628,0.9874,0.8988,0.8862
0.597,117270,25,293,1000,0.9973,0.7734,0.9998,0.7734,0.0002,0.7734,0.9756,0.8628,0.9874,0.8988,0.8862
0.598,117270,25,294,999,0.9973,0.7726,0.9998,0.7726,0.0002,0.7726,0.9756,0.8623,0.9874,0.8988,0.8862
0.599,117270,25,294,999,0.9973,0.7726,0.9998,0.7726,0.0002,0.7726,0.9756,0.8623,0.9874,0.8988,0.8862
0.6,117270,25,295,998,0.9973,0.7718,0.9998,0.7718,0.0002,0.7718,0.9756,0.8618,0.9874,0.8988,0.8862
