t,TN,FP,FN,TP,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,ROC-AUC,PR-AUC,F-max
0.203,79822,3912,586,34268,0.9621,0.9832,0.9533,0.9832,0.0467,0.9832,0.8975,0.9384,0.9947,0.989,0.9547
0.204,79828,3906,590,34264,0.9621,0.9831,0.9534,0.9831,0.0466,0.9831,0.8977,0.9384,0.9947,0.989,0.9547
0.205,79841,3893,592,34262,0.9622,0.983,0.9535,0.983,0.0465,0.983,0.898,0.9386,0.9947,0.989,0.9547
0.206,79848,3886,593,34261,0.9622,0.983,0.9536,0.983,0.0464,0.983,0.8981,0.9386,0.9947,0.989,0.9547
0.207,79854,3880,596,34258,0.9623,0.9829,0.9537,0.9829,0.0463,0.9829,0.8983,0.9387,0.9947,0.989,0.9547
0.208,79856,3878,600,34254,0.9622,0.9828,0.9537,0.9828,0.0463,0.9828,0.8983,0.9386,0.9947,0.989,0.9547
0.209,79868,3866,600,34254,0.9623,0.9828,0.9538,0.9828,0.0462,0.9828,0.8986,0.9388,0.9947,0.989,0.9547
0.21,79888,3846,605,34249,0.9625,0.9826,0.9541,0.9826,0.0459,0.9826,0.899,0.939,0.9947,0.989,0.9547
0.211,79904,3830,613,34241,0.9625,0.9824,0.9543,0.9824,0.0457,0.9824,0.8994,0.9391,0.9947,0.989,0.9547
0.212,79918,3816,616,34238,0.9626,0.9823,0.9544,0.9823,0.0456,0.9823,0.8997,0.9392,0.9947,0.989,0.9547
0.213,79926,3808,618,34236,0.9627,0.9823,0.9545,0.9823,0.0455,0.9823,0.8999,0.9393,0.9947,0.989,0.9547
0.214,79937,3797,620,34234,0.9628,0.9822,0.9547,0.9822,0.0453,0.9822,0.9002,0.9394,0.9947,0.989,0.9547
0.215,79950,3784,621,34233,0.9629,0.9822,0.9548,0.9822,0.0452,0.9822,0.9005,0.9396,0.9947,0.989,0.9547
0.216,79956,3778,622,34232,0.9629,0.9822,0.9549,0.9822,0.0451,0.9822,0.9006,0.9396,0.9947,0.989,0.9547
0.217,79966,3768,623,34231,0.963,0.9821,0.955,0.9821,0.045,0.9821,0.9008,0.9397,0.9947,0.989,0.9547
0.218,79973,3761,625,34229,0.963,0.9821,0.9551,0.9821,0.0449,0.9821,0.901,0.9398,0.9947,0.989,0.9547
0.219,79984,3750,625,34229,0.9631,0.9821,0.9552,0.9821,0.0448,0.9821,0.9013,0.9399,0.9947,0.989,0.9547
0.22,79991,3743,628,34226,0.9631,0.982,0.9553,0.982,0.0447,0.982,0.9014,0.94,0.9947,0.989,0.9547
0.221,80006,3728,630,34224,0.9633,0.9819,0.9555,0.9819,0.0445,0.9819,0.9018,0.9401,0.9947,0.989,0.9547
0.222,80019,3715,636,34218,0.9633,0.9818,0.9556,0.9818,0.0444,0.9818,0.9021,0.9402,0.9947,0.989,0.9547
0.223,80032,3702,638,34216,0.9634,0.9817,0.9558,0.9817,0.0442,0.9817,0.9024,0.9404,0.9947,0.989,0.9547
0.224,80040,3694,639,34215,0.9635,0.9817,0.9559,0.9817,0.0441,0.9817,0.9026,0.9405,0.9947,0.989,0.9547
0.225,80054,3680,641,34213,0.9636,0.9816,0.9561,0.9816,0.0439,0.9816,0.9029,0.9406,0.9947,0.989,0.9547
0.226,80064,3670,641,34213,0.9636,0.9816,0.9562,0.9816,0.0438,0.9816,0.9031,0.9407,0.9947,0.989,0.9547
0.227,80073,3661,642,34212,0.9637,0.9816,0.9563,0.9816,0.0437,0.9816,0.9033,0.9408,0.9947,0.989,0.9547
0.228,80080,3654,646,34208,0.9637,0.9815,0.9564,0.9815,0.0436,0.9815,0.9035,0.9409,0.9947,0.989,0.9547
0.229,80089,3645,651,34203,0.9638,0.9813,0.9565,0.9813,0.0435,0.9813,0.9037,0.9409,0.9947,0.989,0.9547
0.23,80098,3636,654,34200,0.9638,0.9812,0.9566,0.9812,0.0434,0.9812,0.9039,0.941,0.9947,0.989,0.9547
0.231,80105,3629,657,34197,0.9639,0.9811,0.9567,0.9811,0.0433,0.9811,0.9041,0.941,0.9947,0.989,0.9547
0.232,80112,3622,657,34197,0.9639,0.9811,0.9567,0.9811,0.0433,0.9811,0.9042,0.9411,0.9947,0.989,0.9547
0.233,80117,3617,659,34195,0.9639,0.9811,0.9568,0.9811,0.0432,0.9811,0.9043,0.9412,0.9947,0.989,0.9547
0.234,80123,3611,662,34192,0.964,0.981,0.9569,0.981,0.0431,0.981,0.9045,0.9412,0.9947,0.989,0.9547
0.235,80134,3600,664,34190,0.964,0.9809,0.957,0.9809,0.043,0.9809,0.9047,0.9413,0.9947,0.989,0.9547
0.236,80141,3593,667,34187,0.9641,0.9809,0.9571,0.9809,0.0429,0.9809,0.9049,0.9413,0.9947,0.989,0.9547
0.237,80150,3584,668,34186,0.9641,0.9808,0.9572,0.9808,0.0428,0.9808,0.9051,0.9415,0.9947,0.989,0.9547
0.238,80163,3571,669,34185,0.9642,0.9808,0.9574,0.9808,0.0426,0.9808,0.9054,0.9416,0.9947,0.989,0.9547
0.239,80174,3560,671,34183,0.9643,0.9807,0.9575,0.9807,0.0425,0.9807,0.9057,0.9417,0.9947,0.989,0.9547
0.24,80183,3551,673,34181,0.9644,0.9807,0.9576,0.9807,0.0424,0.9807,0.9059,0.9418,0.9947,0.989,0.9547
0.241,80191,3543,675,34179,0.9644,0.9806,0.9577,0.9806,0.0423,0.9806,0.9061,0.9419,0.9947,0.989,0.9547
0.242,80198,3536,677,34177,0.9645,0.9806,0.9578,0.9806,0.0422,0.9806,0.9062,0.9419,0.9947,0.989,0.9547
0.243,80207,3527,680,34174,0.9645,0.9805,0.9579,0.9805,0.0421,0.9805,0.9064,0.942,0.9947,0.989,0.9547
0.244,80221,3513,680,34174,0.9646,0.9805,0.958,0.9805,0.042,0.9805,0.9068,0.9422,0.9947,0.989,0.9547
0.245,80232,3502,683,34171,0.9647,0.9804,0.9582,0.9804,0.0418,0.9804,0.907,0.9423,0.9947,0.989,0.9547
0.246,80240,3494,684,34170,0.9648,0.9804,0.9583,0.9804,0.0417,0.9804,0.9072,0.9424,0.9947,0.989,0.9547
0.247,80251,3483,687,34167,0.9648,0.9803,0.9584,0.9803,0.0416,0.9803,0.9075,0.9425,0.9947,0.989,0.9547
0.248,80262,3472,691,34163,0.9649,0.9802,0.9585,0.9802,0.0415,0.9802,0.9077,0.9426,0.9947,0.989,0.9547
0.249,80274,3460,691,34163,0.965,0.9802,0.9587,0.9802,0.0413,0.9802,0.908,0.9427,0.9947,0.989,0.9547
0.25,80287,3447,695,34159,0.9651,0.9801,0.9588,0.9801,0.0412,0.9801,0.9083,0.9428,0.9947,0.989,0.9547
0.251,80300,3434,699,34155,0.9651,0.9799,0.959,0.9799,0.041,0.9799,0.9086,0.9429,0.9947,0.989,0.9547
0.252,80309,3425,701,34153,0.9652,0.9799,0.9591,0.9799,0.0409,0.9799,0.9089,0.943,0.9947,0.989,0.9547
0.253,80315,3419,701,34153,0.9653,0.9799,0.9592,0.9799,0.0408,0.9799,0.909,0.9431,0.9947,0.989,0.9547
0.254,80319,3415,702,34152,0.9653,0.9799,0.9592,0.9799,0.0408,0.9799,0.9091,0.9432,0.9947,0.989,0.9547
0.255,80327,3407,706,34148,0.9653,0.9797,0.9593,0.9797,0.0407,0.9797,0.9093,0.9432,0.9947,0.989,0.9547
0.256,80332,3402,708,34146,0.9653,0.9797,0.9594,0.9797,0.0406,0.9797,0.9094,0.9432,0.9947,0.989,0.9547
0.257,80343,3391,709,34145,0.9654,0.9797,0.9595,0.9797,0.0405,0.9797,0.9097,0.9434,0.9947,0.989,0.9547
0.258,80351,3383,712,34142,0.9655,0.9796,0.9596,0.9796,0.0404,0.9796,0.9098,0.9434,0.9947,0.989,0.9547
0.259,80361,3373,714,34140,0.9655,0.9795,0.9597,0.9795,0.0403,0.9795,0.9101,0.9435,0.9947,0.989,0.9547
0.26,80366,3368,716,34138,0.9656,0.9795,0.9598,0.9795,0.0402,0.9795,0.9102,0.9436,0.9947,0.989,0.9547
0.261,80375,3359,718,34136,0.9656,0.9794,0.9599,0.9794,0.0401,0.9794,0.9104,0.9436,0.9947,0.989,0.9547
0.262,80382,3352,719,34135,0.9657,0.9794,0.96,0.9794,0.04,0.9794,0.9106,0.9437,0.9947,0.989,0.9547
0.263,80393,3341,721,34133,0.9657,0.9793,0.9601,0.9793,0.0399,0.9793,0.9108,0.9438,0.9947,0.989,0.9547
0.264,80400,3334,723,34131,0.9658,0.9793,0.9602,0.9793,0.0398,0.9793,0.911,0.9439,0.9947,0.989,0.9547
0.265,80405,3329,723,34131,0.9658,0.9793,0.9602,0.9793,0.0398,0.9793,0.9111,0.944,0.9947,0.989,0.9547
0.266,80413,3321,725,34129,0.9659,0.9792,0.9603,0.9792,0.0397,0.9792,0.9113,0.944,0.9947,0.989,0.9547
0.267,80418,3316,730,34124,0.9659,0.9791,0.9604,0.9791,0.0396,0.9791,0.9114,0.944,0.9947,0.989,0.9547
0.268,80429,3305,733,34121,0.9659,0.979,0.9605,0.979,0.0395,0.979,0.9117,0.9441,0.9947,0.989,0.9547
0.269,80438,3296,735,34119,0.966,0.9789,0.9606,0.9789,0.0394,0.9789,0.9119,0.9442,0.9947,0.989,0.9547
0.27,80449,3285,736,34118,0.9661,0.9789,0.9608,0.9789,0.0392,0.9789,0.9122,0.9444,0.9947,0.989,0.9547
0.271,80462,3272,739,34115,0.9662,0.9788,0.9609,0.9788,0.0391,0.9788,0.9125,0.9445,0.9947,0.989,0.9547
0.272,80470,3264,742,34112,0.9662,0.9787,0.961,0.9787,0.039,0.9787,0.9127,0.9445,0.9947,0.989,0.9547
0.273,80481,3253,744,34110,0.9663,0.9787,0.9612,0.9787,0.0388,0.9787,0.9129,0.9447,0.9947,0.989,0.9547
0.274,80486,3248,746,34108,0.9663,0.9786,0.9612,0.9786,0.0388,0.9786,0.9131,0.9447,0.9947,0.989,0.9547
0.275,80496,3238,747,34107,0.9664,0.9786,0.9613,0.9786,0.0387,0.9786,0.9133,0.9448,0.9947,0.989,0.9547
0.276,80503,3231,748,34106,0.9664,0.9785,0.9614,0.9785,0.0386,0.9785,0.9135,0.9449,0.9947,0.989,0.9547
0.277,80522,3212,751,34103,0.9666,0.9785,0.9616,0.9785,0.0384,0.9785,0.9139,0.9451,0.9947,0.989,0.9547
0.278,80530,3204,752,34102,0.9666,0.9784,0.9617,0.9784,0.0383,0.9784,0.9141,0.9452,0.9947,0.989,0.9547
0.279,80537,3197,753,34101,0.9667,0.9784,0.9618,0.9784,0.0382,0.9784,0.9143,0.9453,0.9947,0.989,0.9547
0.28,80543,3191,757,34097,0.9667,0.9783,0.9619,0.9783,0.0381,0.9783,0.9144,0.9453,0.9947,0.989,0.9547
0.281,80550,3184,757,34097,0.9668,0.9783,0.962,0.9783,0.038,0.9783,0.9146,0.9454,0.9947,0.989,0.9547
0.282,80555,3179,758,34096,0.9668,0.9783,0.962,0.9783,0.038,0.9783,0.9147,0.9454,0.9947,0.989,0.9547
0.283,80566,3168,760,34094,0.9669,0.9782,0.9622,0.9782,0.0378,0.9782,0.915,0.9455,0.9947,0.989,0.9547
0.284,80584,3150,766,34088,0.967,0.978,0.9624,0.978,0.0376,0.978,0.9154,0.9457,0.9947,0.989,0.9547
0.285,80592,3142,766,34088,0.967,0.978,0.9625,0.978,0.0375,0.978,0.9156,0.9458,0.9947,0.989,0.9547
0.286,80600,3134,768,34086,0.9671,0.978,0.9626,0.978,0.0374,0.978,0.9158,0.9459,0.9947,0.989,0.9547
0.287,80609,3125,771,34083,0.9671,0.9779,0.9627,0.9779,0.0373,0.9779,0.916,0.9459,0.9947,0.989,0.9547
0.288,80616,3118,774,34080,0.9672,0.9778,0.9628,0.9778,0.0372,0.9778,0.9162,0.946,0.9947,0.989,0.9547
0.289,80624,3110,776,34078,0.9672,0.9777,0.9629,0.9777,0.0371,0.9777,0.9164,0.9461,0.9947,0.989,0.9547
0.29,80668,3066,778,34076,0.9676,0.9777,0.9634,0.9777,0.0366,0.9777,0.9175,0.9466,0.9947,0.989,0.9547
0.291,80677,3057,782,34072,0.9676,0.9776,0.9635,0.9776,0.0365,0.9776,0.9177,0.9467,0.9947,0.989,0.9547
0.292,80682,3052,784,34070,0.9677,0.9775,0.9636,0.9775,0.0364,0.9775,0.9178,0.9467,0.9947,0.989,0.9547
0.293,80687,3047,784,34070,0.9677,0.9775,0.9636,0.9775,0.0364,0.9775,0.9179,0.9468,0.9947,0.989,0.9547
0.294,80696,3038,786,34068,0.9678,0.9774,0.9637,0.9774,0.0363,0.9774,0.9181,0.9469,0.9947,0.989,0.9547
0.295,80708,3026,787,34067,0.9678,0.9774,0.9639,0.9774,0.0361,0.9774,0.9184,0.947,0.9947,0.989,0.9547
0.296,80720,3014,789,34065,0.9679,0.9774,0.964,0.9774,0.036,0.9774,0.9187,0.9471,0.9947,0.989,0.9547
0.297,80731,3003,790,34064,0.968,0.9773,0.9641,0.9773,0.0359,0.9773,0.919,0.9473,0.9947,0.989,0.9547
0.298,80740,2994,791,34063,0.9681,0.9773,0.9642,0.9773,0.0358,0.9773,0.9192,0.9474,0.9947,0.989,0.9547
0.299,80743,2991,792,34062,0.9681,0.9773,0.9643,0.9773,0.0357,0.9773,0.9193,0.9474,0.9947,0.989,0.9547
0.3,80752,2982,799,34055,0.9681,0.9771,0.9644,0.9771,0.0356,0.9771,0.9195,0.9474,0.9947,0.989,0.9547
0.301,80760,2974,803,34051,0.9682,0.977,0.9645,0.977,0.0355,0.977,0.9197,0.9475,0.9947,0.989,0.9547
0.302,80766,2968,807,34047,0.9682,0.9768,0.9646,0.9768,0.0354,0.9768,0.9198,0.9475,0.9947,0.989,0.9547
0.303,80773,2961,809,34045,0.9682,0.9768,0.9646,0.9768,0.0354,0.9768,0.92,0.9475,0.9947,0.989,0.9547
0.304,80780,2954,814,34040,0.9682,0.9766,0.9647,0.9766,0.0353,0.9766,0.9201,0.9476,0.9947,0.989,0.9547
0.305,80786,2948,816,34038,0.9683,0.9766,0.9648,0.9766,0.0352,0.9766,0.9203,0.9476,0.9947,0.989,0.9547
0.306,80791,2943,820,34034,0.9683,0.9765,0.9649,0.9765,0.0351,0.9765,0.9204,0.9476,0.9947,0.989,0.9547
0.307,80797,2937,822,34032,0.9683,0.9764,0.9649,0.9764,0.0351,0.9764,0.9206,0.9477,0.9947,0.989,0.9547
0.308,80801,2933,822,34032,0.9683,0.9764,0.965,0.9764,0.035,0.9764,0.9207,0.9477,0.9947,0.989,0.9547
0.309,80808,2926,824,34030,0.9684,0.9764,0.9651,0.9764,0.0349,0.9764,0.9208,0.9478,0.9947,0.989,0.9547
0.31,80817,2917,826,34028,0.9684,0.9763,0.9652,0.9763,0.0348,0.9763,0.921,0.9479,0.9947,0.989,0.9547
0.311,80825,2909,833,34021,0.9684,0.9761,0.9653,0.9761,0.0347,0.9761,0.9212,0.9479,0.9947,0.989,0.9547
0.312,80838,2896,836,34018,0.9685,0.976,0.9654,0.976,0.0346,0.976,0.9215,0.948,0.9947,0.989,0.9547
0.313,80842,2892,836,34018,0.9686,0.976,0.9655,0.976,0.0345,0.976,0.9216,0.9481,0.9947,0.989,0.9547
0.314,80849,2885,837,34017,0.9686,0.976,0.9655,0.976,0.0345,0.976,0.9218,0.9481,0.9947,0.989,0.9547
0.315,80857,2877,843,34011,0.9686,0.9758,0.9656,0.9758,0.0344,0.9758,0.922,0.9481,0.9947,0.989,0.9547
0.316,80873,2861,860,33994,0.9686,0.9753,0.9658,0.9753,0.0342,0.9753,0.9224,0.9481,0.9947,0.989,0.9547
0.317,80881,2853,860,33994,0.9687,0.9753,0.9659,0.9753,0.0341,0.9753,0.9226,0.9482,0.9947,0.989,0.9547
0.318,80891,2843,862,33992,0.9688,0.9753,0.966,0.9753,0.034,0.9753,0.9228,0.9483,0.9947,0.989,0.9547
0.319,80900,2834,864,33990,0.9688,0.9752,0.9662,0.9752,0.0338,0.9752,0.923,0.9484,0.9947,0.989,0.9547
0.32,80917,2817,866,33988,0.9689,0.9752,0.9664,0.9752,0.0336,0.9752,0.9235,0.9486,0.9947,0.989,0.9547
0.321,80923,2811,866,33988,0.969,0.9752,0.9664,0.9752,0.0336,0.9752,0.9236,0.9487,0.9947,0.989,0.9547
0.322,80933,2801,869,33985,0.9691,0.9751,0.9665,0.9751,0.0335,0.9751,0.9239,0.9488,0.9947,0.989,0.9547
0.323,80939,2795,872,33982,0.9691,0.975,0.9666,0.975,0.0334,0.975,0.924,0.9488,0.9947,0.989,0.9547
0.324,80946,2788,875,33979,0.9691,0.9749,0.9667,0.9749,0.0333,0.9749,0.9242,0.9489,0.9947,0.989,0.9547
0.325,80951,2783,880,33974,0.9691,0.9748,0.9668,0.9748,0.0332,0.9748,0.9243,0.9488,0.9947,0.989,0.9547
0.326,80972,2762,881,33973,0.9693,0.9747,0.967,0.9747,0.033,0.9747,0.9248,0.9491,0.9947,0.989,0.9547
0.327,80995,2739,883,33971,0.9695,0.9747,0.9673,0.9747,0.0327,0.9747,0.9254,0.9494,0.9947,0.989,0.9547
0.328,80997,2737,886,33968,0.9694,0.9746,0.9673,0.9746,0.0327,0.9746,0.9254,0.9494,0.9947,0.989,0.9547
0.329,81002,2732,891,33963,0.9694,0.9744,0.9674,0.9744,0.0326,0.9744,0.9255,0.9494,0.9947,0.989,0.9547
0.33,81011,2723,893,33961,0.9695,0.9744,0.9675,0.9744,0.0325,0.9744,0.9258,0.9495,0.9947,0.989,0.9547
0.331,81020,2714,896,33958,0.9696,0.9743,0.9676,0.9743,0.0324,0.9743,0.926,0.9495,0.9947,0.989,0.9547
0.332,81027,2707,898,33956,0.9696,0.9742,0.9677,0.9742,0.0323,0.9742,0.9262,0.9496,0.9947,0.989,0.9547
0.333,81047,2687,899,33955,0.9698,0.9742,0.9679,0.9742,0.0321,0.9742,0.9267,0.9498,0.9947,0.989,0.9547
0.334,81120,2614,902,33952,0.9704,0.9741,0.9688,0.9741,0.0312,0.9741,0.9285,0.9508,0.9947,0.989,0.9547
0.335,81127,2607,903,33951,0.9704,0.9741,0.9689,0.9741,0.0311,0.9741,0.9287,0.9508,0.9947,0.989,0.9547
0.336,81135,2599,906,33948,0.9704,0.974,0.969,0.974,0.031,0.974,0.9289,0.9509,0.9947,0.989,0.9547
0.337,81149,2585,909,33945,0.9705,0.9739,0.9691,0.9739,0.0309,0.9739,0.9292,0.9511,0.9947,0.989,0.9547
0.338,81160,2574,910,33944,0.9706,0.9739,0.9693,0.9739,0.0307,0.9739,0.9295,0.9512,0.9947,0.989,0.9547
0.339,81178,2556,915,33939,0.9707,0.9737,0.9695,0.9737,0.0305,0.9737,0.93,0.9514,0.9947,0.989,0.9547
0.34,81182,2552,919,33935,0.9707,0.9736,0.9695,0.9736,0.0305,0.9736,0.9301,0.9513,0.9947,0.989,0.9547
0.341,81189,2545,922,33932,0.9708,0.9735,0.9696,0.9735,0.0304,0.9735,0.9302,0.9514,0.9947,0.989,0.9547
0.342,81194,2540,924,33930,0.9708,0.9735,0.9697,0.9735,0.0303,0.9735,0.9304,0.9514,0.9947,0.989,0.9547
0.343,81203,2531,925,33929,0.9709,0.9735,0.9698,0.9735,0.0302,0.9735,0.9306,0.9515,0.9947,0.989,0.9547
0.344,81206,2528,925,33929,0.9709,0.9735,0.9698,0.9735,0.0302,0.9735,0.9307,0.9516,0.9947,0.989,0.9547
0.345,81216,2518,929,33925,0.9709,0.9733,0.9699,0.9733,0.0301,0.9733,0.9309,0.9517,0.9947,0.989,0.9547
0.346,81220,2514,933,33921,0.9709,0.9732,0.97,0.9732,0.03,0.9732,0.931,0.9516,0.9947,0.989,0.9547
0.347,81230,2504,935,33919,0.971,0.9732,0.9701,0.9732,0.0299,0.9732,0.9313,0.9518,0.9947,0.989,0.9547
0.348,81237,2497,937,33917,0.971,0.9731,0.9702,0.9731,0.0298,0.9731,0.9314,0.9518,0.9947,0.989,0.9547
0.349,81248,2486,940,33914,0.9711,0.973,0.9703,0.973,0.0297,0.973,0.9317,0.9519,0.9947,0.989,0.9547
0.35,81254,2480,946,33908,0.9711,0.9729,0.9704,0.9729,0.0296,0.9729,0.9318,0.9519,0.9947,0.989,0.9547
0.351,81261,2473,950,33904,0.9711,0.9727,0.9705,0.9727,0.0295,0.9727,0.932,0.9519,0.9947,0.989,0.9547
0.352,81267,2467,955,33899,0.9711,0.9726,0.9705,0.9726,0.0295,0.9726,0.9322,0.952,0.9947,0.989,0.9547
0.353,81272,2462,960,33894,0.9711,0.9725,0.9706,0.9725,0.0294,0.9725,0.9323,0.9519,0.9947,0.989,0.9547
0.354,81276,2458,961,33893,0.9712,0.9724,0.9706,0.9724,0.0294,0.9724,0.9324,0.952,0.9947,0.989,0.9547
0.355,81280,2454,964,33890,0.9712,0.9723,0.9707,0.9723,0.0293,0.9723,0.9325,0.952,0.9947,0.989,0.9547
0.356,81284,2450,967,33887,0.9712,0.9723,0.9707,0.9723,0.0293,0.9723,0.9326,0.952,0.9947,0.989,0.9547
0.357,81297,2437,972,33882,0.9713,0.9721,0.9709,0.9721,0.0291,0.9721,0.9329,0.9521,0.9947,0.989,0.9547
0.358,81306,2428,974,33880,0.9713,0.9721,0.971,0.9721,0.029,0.9721,0.9331,0.9522,0.9947,0.989,0.9547
0.359,81313,2421,979,33875,0.9713,0.9719,0.9711,0.9719,0.0289,0.9719,0.9333,0.9522,0.9947,0.989,0.9547
0.36,81320,2414,982,33872,0.9714,0.9718,0.9712,0.9718,0.0288,0.9718,0.9335,0.9523,0.9947,0.989,0.9547
0.361,81325,2409,984,33870,0.9714,0.9718,0.9712,0.9718,0.0288,0.9718,0.9336,0.9523,0.9947,0.989,0.9547
0.362,81331,2403,985,33869,0.9714,0.9717,0.9713,0.9717,0.0287,0.9717,0.9338,0.9524,0.9947,0.989,0.9547
0.363,81336,2398,986,33868,0.9715,0.9717,0.9714,0.9717,0.0286,0.9717,0.9339,0.9524,0.9947,0.989,0.9547
0.364,81345,2389,989,33865,0.9715,0.9716,0.9715,0.9716,0.0285,0.9716,0.9341,0.9525,0.9947,0.989,0.9547
0.365,81357,2377,993,33861,0.9716,0.9715,0.9716,0.9715,0.0284,0.9715,0.9344,0.9526,0.9947,0.989,0.9547
0.366,81370,2364,996,33858,0.9717,0.9714,0.9718,0.9714,0.0282,0.9714,0.9347,0.9527,0.9947,0.989,0.9547
0.367,81380,2354,1004,33850,0.9717,0.9712,0.9719,0.9712,0.0281,0.9712,0.935,0.9527,0.9947,0.989,0.9547
0.368,81385,2349,1008,33846,0.9717,0.9711,0.9719,0.9711,0.0281,0.9711,0.9351,0.9528,0.9947,0.989,0.9547
0.369,81391,2343,1015,33839,0.9717,0.9709,0.972,0.9709,0.028,0.9709,0.9352,0.9527,0.9947,0.989,0.9547
0.37,81401,2333,1016,33838,0.9718,0.9708,0.9721,0.9708,0.0279,0.9708,0.9355,0.9528,0.9947,0.989,0.9547
0.371,81408,2326,1025,33829,0.9717,0.9706,0.9722,0.9706,0.0278,0.9706,0.9357,0.9528,0.9947,0.989,0.9547
0.372,81447,2287,1032,33822,0.972,0.9704,0.9727,0.9704,0.0273,0.9704,0.9367,0.9532,0.9947,0.989,0.9547
0.373,81472,2262,1043,33811,0.9721,0.9701,0.973,0.9701,0.027,0.9701,0.9373,0.9534,0.9947,0.989,0.9547
0.374,81489,2245,1052,33802,0.9722,0.9698,0.9732,0.9698,0.0268,0.9698,0.9377,0.9535,0.9947,0.989,0.9547
0.375,81501,2233,1069,33785,0.9722,0.9693,0.9733,0.9693,0.0267,0.9693,0.938,0.9534,0.9947,0.989,0.9547
0.376,81513,2221,1073,33781,0.9722,0.9692,0.9735,0.9692,0.0265,0.9692,0.9383,0.9535,0.9947,0.989,0.9547
0.377,81518,2216,1079,33775,0.9722,0.969,0.9735,0.969,0.0265,0.969,0.9384,0.9535,0.9947,0.989,0.9547
0.378,81527,2207,1093,33761,0.9722,0.9686,0.9736,0.9686,0.0264,0.9686,0.9386,0.9534,0.9947,0.989,0.9547
0.379,81561,2173,1101,33753,0.9724,0.9684,0.974,0.9684,0.026,0.9684,0.9395,0.9537,0.9947,0.989,0.9547
0.38,81592,2142,1128,33726,0.9724,0.9676,0.9744,0.9676,0.0256,0.9676,0.9403,0.9538,0.9947,0.989,0.9547
0.381,81600,2134,1132,33722,0.9725,0.9675,0.9745,0.9675,0.0255,0.9675,0.9405,0.9538,0.9947,0.989,0.9547
0.382,81611,2123,1137,33717,0.9725,0.9674,0.9746,0.9674,0.0254,0.9674,0.9408,0.9539,0.9947,0.989,0.9547
0.383,81643,2091,1161,33693,0.9726,0.9667,0.975,0.9667,0.025,0.9667,0.9416,0.954,0.9947,0.989,0.9547
0.384,81689,2045,1183,33671,0.9728,0.9661,0.9756,0.9661,0.0244,0.9661,0.9427,0.9543,0.9947,0.989,0.9547
0.385,81696,2038,1198,33656,0.9727,0.9656,0.9757,0.9656,0.0243,0.9656,0.9429,0.9541,0.9947,0.989,0.9547
0.386,81707,2027,1217,33637,0.9726,0.9651,0.9758,0.9651,0.0242,0.9651,0.9432,0.954,0.9947,0.989,0.9547
0.387,81721,2013,1229,33625,0.9727,0.9647,0.976,0.9647,0.024,0.9647,0.9435,0.954,0.9947,0.989,0.9547
0.388,81736,1998,1238,33616,0.9727,0.9645,0.9761,0.9645,0.0239,0.9645,0.9439,0.9541,0.9947,0.989,0.9547
0.389,81763,1971,1259,33595,0.9728,0.9639,0.9765,0.9639,0.0235,0.9639,0.9446,0.9541,0.9947,0.989,0.9547
0.39,81777,1957,1263,33591,0.9728,0.9638,0.9766,0.9638,0.0234,0.9638,0.9449,0.9543,0.9947,0.989,0.9547
0.391,81779,1955,1278,33576,0.9727,0.9633,0.9767,0.9633,0.0233,0.9633,0.945,0.9541,0.9947,0.989,0.9547
0.392,81797,1937,1288,33566,0.9728,0.963,0.9769,0.963,0.0231,0.963,0.9454,0.9542,0.9947,0.989,0.9547
0.393,81820,1914,1296,33558,0.9729,0.9628,0.9771,0.9628,0.0229,0.9628,0.946,0.9544,0.9947,0.989,0.9547
0.394,81826,1908,1305,33549,0.9729,0.9626,0.9772,0.9626,0.0228,0.9626,0.9462,0.9543,0.9947,0.989,0.9547
0.395,81831,1903,1317,33537,0.9728,0.9622,0.9773,0.9622,0.0227,0.9622,0.9463,0.9542,0.9947,0.989,0.9547
0.396,81840,1894,1321,33533,0.9729,0.9621,0.9774,0.9621,0.0226,0.9621,0.9465,0.9543,0.9947,0.989,0.9547
0.397,81851,1883,1323,33531,0.973,0.962,0.9775,0.962,0.0225,0.962,0.9468,0.9544,0.9947,0.989,0.9547
0.398,81871,1863,1338,33516,0.973,0.9616,0.9778,0.9616,0.0222,0.9616,0.9473,0.9544,0.9947,0.989,0.9547
0.399,81882,1852,1352,33502,0.973,0.9612,0.9779,0.9612,0.0221,0.9612,0.9476,0.9544,0.9947,0.989,0.9547
0.4,81887,1847,1361,33493,0.9729,0.961,0.9779,0.961,0.0221,0.961,0.9477,0.9543,0.9947,0.989,0.9547
0.401,81918,1816,1373,33481,0.9731,0.9606,0.9783,0.9606,0.0217,0.9606,0.9486,0.9545,0.9947,0.989,0.9547
0.402,81929,1805,1386,33468,0.9731,0.9602,0.9784,0.9602,0.0216,0.9602,0.9488,0.9545,0.9947,0.989,0.9547
0.403,81948,1786,1388,33466,0.9732,0.9602,0.9787,0.9602,0.0213,0.9602,0.9493,0.9547,0.9947,0.989,0.9547
0.404,81964,1770,1407,33447,0.9732,0.9596,0.9789,0.9596,0.0211,0.9596,0.9497,0.9547,0.9947,0.989,0.9547
0.405,81987,1747,1457,33397,0.973,0.9582,0.9791,0.9582,0.0209,0.9582,0.9503,0.9542,0.9947,0.989,0.9547
